Month,Year,Predicted Prices,Location
2,2026,164.2,"Charlottetown, Prince Edward Island"
3,2026,164.7,"Charlottetown, Prince Edward Island"
4,2026,165.1,"Charlottetown, Prince Edward Island"
5,2026,165.6,"Charlottetown, Prince Edward Island"
6,2026,166.0,"Charlottetown, Prince Edward Island"
7,2026,166.5,"Charlottetown, Prince Edward Island"
8,2026,166.9,"Charlottetown, Prince Edward Island"
9,2026,167.4,"Charlottetown, Prince Edward Island"
10,2026,167.8,"Charlottetown, Prince Edward Island"
11,2026,168.3,"Charlottetown, Prince Edward Island"
12,2026,168.7,"Charlottetown, Prince Edward Island"
1,2027,167.3,"Charlottetown, Prince Edward Island"
2,2027,167.8,"Charlottetown, Prince Edward Island"
3,2027,168.2,"Charlottetown, Prince Edward Island"
4,2027,168.7,"Charlottetown, Prince Edward Island"
5,2027,169.1,"Charlottetown, Prince Edward Island"
6,2027,169.6,"Charlottetown, Prince Edward Island"
7,2027,170.0,"Charlottetown, Prince Edward Island"
8,2027,170.5,"Charlottetown, Prince Edward Island"
9,2027,170.9,"Charlottetown, Prince Edward Island"
10,2027,171.4,"Charlottetown, Prince Edward Island"
11,2027,171.8,"Charlottetown, Prince Edward Island"
12,2027,172.3,"Charlottetown, Prince Edward Island"
1,2028,170.8,"Charlottetown, Prince Edward Island"
2,2028,171.3,"Charlottetown, Prince Edward Island"
3,2028,171.7,"Charlottetown, Prince Edward Island"
4,2028,172.2,"Charlottetown, Prince Edward Island"
5,2028,172.6,"Charlottetown, Prince Edward Island"
6,2028,173.1,"Charlottetown, Prince Edward Island"
7,2028,173.5,"Charlottetown, Prince Edward Island"
8,2028,174.0,"Charlottetown, Prince Edward Island"
9,2028,174.4,"Charlottetown, Prince Edward Island"
10,2028,174.9,"Charlottetown, Prince Edward Island"
11,2028,175.4,"Charlottetown, Prince Edward Island"
12,2028,175.8,"Charlottetown, Prince Edward Island"
1,2024,136.8,"Edmonton, Alberta "
2,2024,137.3,"Edmonton, Alberta "
3,2024,137.7,"Edmonton, Alberta "
4,2024,138.1,"Edmonton, Alberta "
5,2024,138.6,"Edmonton, Alberta "
6,2024,139.0,"Edmonton, Alberta "
7,2024,139.4,"Edmonton, Alberta "
8,2024,139.9,"Edmonton, Alberta "
9,2024,140.3,"Edmonton, Alberta "
10,2024,140.7,"Edmonton, Alberta "
11,2024,141.2,"Edmonton, Alberta "
12,2024,141.6,"Edmonton, Alberta "
1,2025,140.0,"Edmonton, Alberta "
2,2025,140.4,"Edmonton, Alberta "
3,2025,140.9,"Edmonton, Alberta "
4,2025,141.3,"Edmonton, Alberta "
5,2025,141.7,"Edmonton, Alberta "
6,2025,142.2,"Edmonton, Alberta "
7,2025,142.6,"Edmonton, Alberta "
8,2025,143.0,"Edmonton, Alberta "
9,2025,143.5,"Edmonton, Alberta "
10,2025,143.9,"Edmonton, Alberta "
11,2025,144.3,"Edmonton, Alberta "
12,2025,144.8,"Edmonton, Alberta "
1,2026,143.2,"Edmonton, Alberta "
2,2026,143.6,"Edmonton, Alberta "
3,2026,144.0,"Edmonton, Alberta "
4,2026,144.5,"Edmonton, Alberta "
5,2026,144.9,"Edmonton, Alberta "
6,2026,145.3,"Edmonton, Alberta "
7,2026,145.8,"Edmonton, Alberta "
8,2026,146.2,"Edmonton, Alberta "
9,2026,146.6,"Edmonton, Alberta "
10,2026,147.1,"Edmonton, Alberta "
11,2026,147.5,"Edmonton, Alberta "
12,2026,147.9,"Edmonton, Alberta "
1,2027,146.3,"Edmonton, Alberta "
2,2027,146.8,"Edmonton, Alberta "
3,2027,147.2,"Edmonton, Alberta "
4,2027,147.6,"Edmonton, Alberta "
5,2027,148.1,"Edmonton, Alberta "
6,2027,148.5,"Edmonton, Alberta "
7,2027,148.9,"Edmonton, Alberta "
8,2027,149.4,"Edmonton, Alberta "
9,2027,149.8,"Edmonton, Alberta "
10,2027,150.2,"Edmonton, Alberta "
11,2027,150.7,"Edmonton, Alberta "
12,2027,151.1,"Edmonton, Alberta "
1,2028,149.5,"Edmonton, Alberta "
2,2028,149.9,"Edmonton, Alberta "
3,2028,150.4,"Edmonton, Alberta "
4,2028,150.8,"Edmonton, Alberta "
5,2028,151.2,"Edmonton, Alberta "
6,2028,151.7,"Edmonton, Alberta "
7,2028,152.1,"Edmonton, Alberta "
8,2028,152.5,"Edmonton, Alberta "
9,2028,153.0,"Edmonton, Alberta "
10,2028,153.4,"Edmonton, Alberta "
11,2028,153.8,"Edmonton, Alberta "
12,2028,154.3,"Edmonton, Alberta "
1,2024,153.9,"Halifax, Nova Scotia"
2,2024,154.7,"Halifax, Nova Scotia"
3,2024,155.5,"Halifax, Nova Scotia"
4,2024,156.3,"Halifax, Nova Scotia"
5,2024,157.1,"Halifax, Nova Scotia"
6,2024,157.8,"Halifax, Nova Scotia"
7,2024,158.6,"Halifax, Nova Scotia"
8,2024,159.4,"Halifax, Nova Scotia"
9,2024,160.2,"Halifax, Nova Scotia"
10,2024,161.0,"Halifax, Nova Scotia"
11,2024,161.8,"Halifax, Nova Scotia"
12,2024,162.6,"Halifax, Nova Scotia"
1,2025,159.0,"Halifax, Nova Scotia"
2,2025,159.8,"Halifax, Nova Scotia"
3,2025,160.6,"Halifax, Nova Scotia"
4,2025,161.4,"Halifax, Nova Scotia"
5,2025,162.2,"Halifax, Nova Scotia"
6,2025,163.0,"Halifax, Nova Scotia"
7,2025,163.7,"Halifax, Nova Scotia"
8,2025,164.5,"Halifax, Nova Scotia"
9,2025,165.3,"Halifax, Nova Scotia"
10,2025,166.1,"Halifax, Nova Scotia"
11,2025,166.9,"Halifax, Nova Scotia"
12,2025,167.7,"Halifax, Nova Scotia"
1,2026,164.1,"Halifax, Nova Scotia"
2,2026,164.9,"Halifax, Nova Scotia"
3,2026,165.7,"Halifax, Nova Scotia"
4,2026,166.5,"Halifax, Nova Scotia"
5,2026,167.3,"Halifax, Nova Scotia"
6,2026,168.1,"Halifax, Nova Scotia"
7,2026,168.9,"Halifax, Nova Scotia"
8,2026,169.7,"Halifax, Nova Scotia"
9,2026,170.4,"Halifax, Nova Scotia"
10,2026,171.2,"Halifax, Nova Scotia"
11,2026,172.0,"Halifax, Nova Scotia"
12,2026,172.8,"Halifax, Nova Scotia"
1,2027,169.2,"Halifax, Nova Scotia"
2,2027,170.0,"Halifax, Nova Scotia"
3,2027,170.8,"Halifax, Nova Scotia"
4,2027,171.6,"Halifax, Nova Scotia"
5,2027,172.4,"Halifax, Nova Scotia"
6,2027,173.2,"Halifax, Nova Scotia"
7,2027,174.0,"Halifax, Nova Scotia"
8,2027,174.8,"Halifax, Nova Scotia"
9,2027,175.6,"Halifax, Nova Scotia"
10,2027,176.3,"Halifax, Nova Scotia"
11,2027,177.1,"Halifax, Nova Scotia"
12,2027,177.9,"Halifax, Nova Scotia"
1,2028,174.3,"Halifax, Nova Scotia"
2,2028,175.1,"Halifax, Nova Scotia"
3,2028,175.9,"Halifax, Nova Scotia"
4,2028,176.7,"Halifax, Nova Scotia"
5,2028,177.5,"Halifax, Nova Scotia"
6,2028,178.3,"Halifax, Nova Scotia"
7,2028,179.1,"Halifax, Nova Scotia"
8,2028,179.9,"Halifax, Nova Scotia"
9,2028,180.7,"Halifax, Nova Scotia"
10,2028,181.5,"Halifax, Nova Scotia"
11,2028,182.2,"Halifax, Nova Scotia"
12,2028,183.0,"Halifax, Nova Scotia"
1,2024,158.1,"Montréal, Quebec"
2,2024,158.3,"Montréal, Quebec"
3,2024,158.6,"Montréal, Quebec"
4,2024,158.9,"Montréal, Quebec"
5,2024,159.2,"Montréal, Quebec"
6,2024,159.4,"Montréal, Quebec"
7,2024,159.7,"Montréal, Quebec"
8,2024,160.0,"Montréal, Quebec"
9,2024,160.2,"Montréal, Quebec"
10,2024,160.5,"Montréal, Quebec"
11,2024,160.8,"Montréal, Quebec"
12,2024,161.1,"Montréal, Quebec"
1,2025,161.6,"Montréal, Quebec"
2,2025,161.8,"Montréal, Quebec"
3,2025,162.1,"Montréal, Quebec"
4,2025,162.4,"Montréal, Quebec"
5,2025,162.7,"Montréal, Quebec"
6,2025,162.9,"Montréal, Quebec"
7,2025,163.2,"Montréal, Quebec"
8,2025,163.5,"Montréal, Quebec"
9,2025,163.7,"Montréal, Quebec"
10,2025,164.0,"Montréal, Quebec"
11,2025,164.3,"Montréal, Quebec"
12,2025,164.6,"Montréal, Quebec"
1,2026,165.1,"Montréal, Quebec"
2,2026,165.3,"Montréal, Quebec"
3,2026,165.6,"Montréal, Quebec"
4,2026,165.9,"Montréal, Quebec"
5,2026,166.1,"Montréal, Quebec"
6,2026,166.4,"Montréal, Quebec"
7,2026,166.7,"Montréal, Quebec"
8,2026,167.0,"Montréal, Quebec"
9,2026,167.2,"Montréal, Quebec"
10,2026,167.5,"Montréal, Quebec"
11,2026,167.8,"Montréal, Quebec"
12,2026,168.0,"Montréal, Quebec"
1,2027,168.6,"Montréal, Quebec"
2,2027,168.8,"Montréal, Quebec"
3,2027,169.1,"Montréal, Quebec"
4,2027,169.4,"Montréal, Quebec"
5,2027,169.6,"Montréal, Quebec"
6,2027,169.9,"Montréal, Quebec"
7,2027,170.2,"Montréal, Quebec"
8,2027,170.5,"Montréal, Quebec"
9,2027,170.7,"Montréal, Quebec"
10,2027,171.0,"Montréal, Quebec"
11,2027,171.3,"Montréal, Quebec"
12,2027,171.5,"Montréal, Quebec"
1,2028,172.0,"Montréal, Quebec"
2,2028,172.3,"Montréal, Quebec"
3,2028,172.6,"Montréal, Quebec"
4,2028,172.9,"Montréal, Quebec"
5,2028,173.1,"Montréal, Quebec"
6,2028,173.4,"Montréal, Quebec"
7,2028,173.7,"Montréal, Quebec"
8,2028,173.9,"Montréal, Quebec"
9,2028,174.2,"Montréal, Quebec"
10,2028,174.5,"Montréal, Quebec"
11,2028,174.8,"Montréal, Quebec"
12,2028,175.0,"Montréal, Quebec"
1,2024,147.8,"Ottawa, Ontario "
2,2024,148.1,"Ottawa, Ontario "
3,2024,148.4,"Ottawa, Ontario "
4,2024,148.6,"Ottawa, Ontario "
5,2024,148.9,"Ottawa, Ontario "
6,2024,149.2,"Ottawa, Ontario "
7,2024,149.5,"Ottawa, Ontario "
8,2024,149.7,"Ottawa, Ontario "
9,2024,150.0,"Ottawa, Ontario "
10,2024,150.3,"Ottawa, Ontario "
11,2024,150.6,"Ottawa, Ontario "
12,2024,150.8,"Ottawa, Ontario "
1,2025,151.1,"Ottawa, Ontario "
2,2025,151.4,"Ottawa, Ontario "
3,2025,151.7,"Ottawa, Ontario "
4,2025,151.9,"Ottawa, Ontario "
5,2025,152.2,"Ottawa, Ontario "
6,2025,152.5,"Ottawa, Ontario "
7,2025,152.8,"Ottawa, Ontario "
8,2025,153.0,"Ottawa, Ontario "
9,2025,153.3,"Ottawa, Ontario "
10,2025,153.6,"Ottawa, Ontario "
11,2025,153.9,"Ottawa, Ontario "
12,2025,154.1,"Ottawa, Ontario "
1,2026,154.4,"Ottawa, Ontario "
2,2026,154.7,"Ottawa, Ontario "
3,2026,155.0,"Ottawa, Ontario "
4,2026,155.2,"Ottawa, Ontario "
5,2026,155.5,"Ottawa, Ontario "
6,2026,155.8,"Ottawa, Ontario "
7,2026,156.1,"Ottawa, Ontario "
8,2026,156.3,"Ottawa, Ontario "
9,2026,156.6,"Ottawa, Ontario "
10,2026,156.9,"Ottawa, Ontario "
11,2026,157.2,"Ottawa, Ontario "
12,2026,157.4,"Ottawa, Ontario "
1,2027,157.7,"Ottawa, Ontario "
2,2027,158.0,"Ottawa, Ontario "
3,2027,158.3,"Ottawa, Ontario "
4,2027,158.5,"Ottawa, Ontario "
5,2027,158.8,"Ottawa, Ontario "
6,2027,159.1,"Ottawa, Ontario "
7,2027,159.4,"Ottawa, Ontario "
8,2027,159.6,"Ottawa, Ontario "
9,2027,159.9,"Ottawa, Ontario "
10,2027,160.2,"Ottawa, Ontario "
11,2027,160.5,"Ottawa, Ontario "
12,2027,160.7,"Ottawa, Ontario "
1,2028,161.0,"Ottawa, Ontario "
2,2028,161.3,"Ottawa, Ontario "
3,2028,161.6,"Ottawa, Ontario "
4,2028,161.8,"Ottawa, Ontario "
5,2028,162.1,"Ottawa, Ontario "
6,2028,162.4,"Ottawa, Ontario "
7,2028,162.7,"Ottawa, Ontario "
8,2028,162.9,"Ottawa, Ontario "
9,2028,163.2,"Ottawa, Ontario "
10,2028,163.5,"Ottawa, Ontario "
11,2028,163.8,"Ottawa, Ontario "
12,2028,164.0,"Ottawa, Ontario "
1,2024,158.7,"Québec, Quebec"
2,2024,158.9,"Québec, Quebec"
3,2024,159.2,"Québec, Quebec"
4,2024,159.4,"Québec, Quebec"
5,2024,159.7,"Québec, Quebec"
6,2024,160.0,"Québec, Quebec"
7,2024,160.2,"Québec, Quebec"
8,2024,160.5,"Québec, Quebec"
9,2024,160.7,"Québec, Quebec"
10,2024,161.0,"Québec, Quebec"
11,2024,161.2,"Québec, Quebec"
12,2024,161.5,"Québec, Quebec"
1,2025,162.2,"Québec, Quebec"
2,2025,162.4,"Québec, Quebec"
3,2025,162.7,"Québec, Quebec"
4,2025,163.0,"Québec, Quebec"
5,2025,163.2,"Québec, Quebec"
6,2025,163.5,"Québec, Quebec"
7,2025,163.7,"Québec, Quebec"
8,2025,164.0,"Québec, Quebec"
9,2025,164.2,"Québec, Quebec"
10,2025,164.5,"Québec, Quebec"
11,2025,164.7,"Québec, Quebec"
12,2025,165.0,"Québec, Quebec"
1,2026,165.7,"Québec, Quebec"
2,2026,166.0,"Québec, Quebec"
3,2026,166.2,"Québec, Quebec"
4,2026,166.5,"Québec, Quebec"
5,2026,166.7,"Québec, Quebec"
6,2026,167.0,"Québec, Quebec"
7,2026,167.2,"Québec, Quebec"
8,2026,167.5,"Québec, Quebec"
9,2026,167.7,"Québec, Quebec"
10,2026,168.0,"Québec, Quebec"
11,2026,168.2,"Québec, Quebec"
12,2026,168.5,"Québec, Quebec"
1,2027,169.2,"Québec, Quebec"
2,2027,169.5,"Québec, Quebec"
3,2027,169.7,"Québec, Quebec"
4,2027,170.0,"Québec, Quebec"
5,2027,170.2,"Québec, Quebec"
6,2027,170.5,"Québec, Quebec"
7,2027,170.7,"Québec, Quebec"
8,2027,171.0,"Québec, Quebec"
9,2027,171.2,"Québec, Quebec"
10,2027,171.5,"Québec, Quebec"
11,2027,171.7,"Québec, Quebec"
12,2027,172.0,"Québec, Quebec"
1,2028,172.7,"Québec, Quebec"
2,2028,173.0,"Québec, Quebec"
3,2028,173.2,"Québec, Quebec"
4,2028,173.5,"Québec, Quebec"
5,2028,173.7,"Québec, Quebec"
6,2028,174.0,"Québec, Quebec"
7,2028,174.2,"Québec, Quebec"
8,2028,174.5,"Québec, Quebec"
9,2028,174.7,"Québec, Quebec"
10,2028,175.0,"Québec, Quebec"
11,2028,175.2,"Québec, Quebec"
12,2028,175.5,"Québec, Quebec"
1,2024,141.8,"Regina, Saskatchewan"
2,2024,142.2,"Regina, Saskatchewan"
3,2024,142.7,"Regina, Saskatchewan"
4,2024,143.2,"Regina, Saskatchewan"
5,2024,143.7,"Regina, Saskatchewan"
6,2024,144.1,"Regina, Saskatchewan"
7,2024,144.6,"Regina, Saskatchewan"
8,2024,145.1,"Regina, Saskatchewan"
9,2024,145.6,"Regina, Saskatchewan"
10,2024,146.0,"Regina, Saskatchewan"
11,2024,146.5,"Regina, Saskatchewan"
12,2024,147.0,"Regina, Saskatchewan"
1,2025,144.9,"Regina, Saskatchewan"
2,2025,145.4,"Regina, Saskatchewan"
3,2025,145.8,"Regina, Saskatchewan"
4,2025,146.3,"Regina, Saskatchewan"
5,2025,146.8,"Regina, Saskatchewan"
6,2025,147.3,"Regina, Saskatchewan"
7,2025,147.7,"Regina, Saskatchewan"
8,2025,148.2,"Regina, Saskatchewan"
9,2025,148.7,"Regina, Saskatchewan"
10,2025,149.2,"Regina, Saskatchewan"
11,2025,149.6,"Regina, Saskatchewan"
12,2025,150.1,"Regina, Saskatchewan"
1,2026,148.0,"Regina, Saskatchewan"
2,2026,148.5,"Regina, Saskatchewan"
3,2026,149.0,"Regina, Saskatchewan"
4,2026,149.4,"Regina, Saskatchewan"
5,2026,149.9,"Regina, Saskatchewan"
6,2026,150.4,"Regina, Saskatchewan"
7,2026,150.9,"Regina, Saskatchewan"
8,2026,151.3,"Regina, Saskatchewan"
9,2026,151.8,"Regina, Saskatchewan"
10,2026,152.3,"Regina, Saskatchewan"
11,2026,152.8,"Regina, Saskatchewan"
12,2026,153.2,"Regina, Saskatchewan"
1,2027,151.1,"Regina, Saskatchewan"
2,2027,151.6,"Regina, Saskatchewan"
3,2027,152.1,"Regina, Saskatchewan"
4,2027,152.6,"Regina, Saskatchewan"
5,2027,153.0,"Regina, Saskatchewan"
6,2027,153.5,"Regina, Saskatchewan"
7,2027,154.0,"Regina, Saskatchewan"
8,2027,154.5,"Regina, Saskatchewan"
9,2027,154.9,"Regina, Saskatchewan"
10,2027,155.4,"Regina, Saskatchewan"
11,2027,155.9,"Regina, Saskatchewan"
12,2027,156.4,"Regina, Saskatchewan"
1,2028,154.3,"Regina, Saskatchewan"
2,2028,154.8,"Regina, Saskatchewan"
3,2028,155.2,"Regina, Saskatchewan"
4,2028,155.7,"Regina, Saskatchewan"
5,2028,156.2,"Regina, Saskatchewan"
6,2028,156.7,"Regina, Saskatchewan"
7,2028,157.1,"Regina, Saskatchewan"
8,2028,157.6,"Regina, Saskatchewan"
9,2028,158.1,"Regina, Saskatchewan"
10,2028,158.6,"Regina, Saskatchewan"
11,2028,159.0,"Regina, Saskatchewan"
12,2028,159.5,"Regina, Saskatchewan"
1,2024,166.0,"Saint John, New Brunswick"
2,2024,166.8,"Saint John, New Brunswick"
3,2024,167.7,"Saint John, New Brunswick"
4,2024,168.5,"Saint John, New Brunswick"
5,2024,169.4,"Saint John, New Brunswick"
6,2024,170.2,"Saint John, New Brunswick"
7,2024,171.0,"Saint John, New Brunswick"
8,2024,171.9,"Saint John, New Brunswick"
9,2024,172.7,"Saint John, New Brunswick"
10,2024,173.6,"Saint John, New Brunswick"
11,2024,174.4,"Saint John, New Brunswick"
12,2024,175.3,"Saint John, New Brunswick"
1,2025,171.8,"Saint John, New Brunswick"
2,2025,172.7,"Saint John, New Brunswick"
3,2025,173.5,"Saint John, New Brunswick"
4,2025,174.4,"Saint John, New Brunswick"
5,2025,175.2,"Saint John, New Brunswick"
6,2025,176.1,"Saint John, New Brunswick"
7,2025,176.9,"Saint John, New Brunswick"
8,2025,177.7,"Saint John, New Brunswick"
9,2025,178.6,"Saint John, New Brunswick"
10,2025,179.4,"Saint John, New Brunswick"
11,2025,180.3,"Saint John, New Brunswick"
12,2025,181.1,"Saint John, New Brunswick"
1,2026,177.7,"Saint John, New Brunswick"
2,2026,178.5,"Saint John, New Brunswick"
3,2026,179.4,"Saint John, New Brunswick"
4,2026,180.2,"Saint John, New Brunswick"
5,2026,181.1,"Saint John, New Brunswick"
6,2026,181.9,"Saint John, New Brunswick"
7,2026,182.7,"Saint John, New Brunswick"
8,2026,183.6,"Saint John, New Brunswick"
9,2026,184.4,"Saint John, New Brunswick"
10,2026,185.3,"Saint John, New Brunswick"
11,2026,186.1,"Saint John, New Brunswick"
12,2026,187.0,"Saint John, New Brunswick"
1,2027,183.5,"Saint John, New Brunswick"
2,2027,184.4,"Saint John, New Brunswick"
3,2027,185.2,"Saint John, New Brunswick"
4,2027,186.1,"Saint John, New Brunswick"
5,2027,186.9,"Saint John, New Brunswick"
6,2027,187.8,"Saint John, New Brunswick"
7,2027,188.6,"Saint John, New Brunswick"
8,2027,189.4,"Saint John, New Brunswick"
9,2027,190.3,"Saint John, New Brunswick"
10,2027,191.1,"Saint John, New Brunswick"
11,2027,192.0,"Saint John, New Brunswick"
12,2027,192.8,"Saint John, New Brunswick"
1,2028,189.4,"Saint John, New Brunswick"
2,2028,190.2,"Saint John, New Brunswick"
3,2028,191.1,"Saint John, New Brunswick"
4,2028,191.9,"Saint John, New Brunswick"
5,2028,192.8,"Saint John, New Brunswick"
6,2028,193.6,"Saint John, New Brunswick"
7,2028,194.4,"Saint John, New Brunswick"
8,2028,195.3,"Saint John, New Brunswick"
9,2028,196.1,"Saint John, New Brunswick"
10,2028,197.0,"Saint John, New Brunswick"
11,2028,197.8,"Saint John, New Brunswick"
12,2028,198.7,"Saint John, New Brunswick"
1,2024,144.6,"Saskatoon, Saskatchewan"
2,2024,145.1,"Saskatoon, Saskatchewan"
3,2024,145.5,"Saskatoon, Saskatchewan"
4,2024,146.0,"Saskatoon, Saskatchewan"
5,2024,146.4,"Saskatoon, Saskatchewan"
6,2024,146.9,"Saskatoon, Saskatchewan"
7,2024,147.3,"Saskatoon, Saskatchewan"
8,2024,147.8,"Saskatoon, Saskatchewan"
9,2024,148.2,"Saskatoon, Saskatchewan"
10,2024,148.6,"Saskatoon, Saskatchewan"
11,2024,149.1,"Saskatoon, Saskatchewan"
12,2024,149.5,"Saskatoon, Saskatchewan"
1,2025,147.9,"Saskatoon, Saskatchewan"
2,2025,148.4,"Saskatoon, Saskatchewan"
3,2025,148.8,"Saskatoon, Saskatchewan"
4,2025,149.3,"Saskatoon, Saskatchewan"
5,2025,149.7,"Saskatoon, Saskatchewan"
6,2025,150.2,"Saskatoon, Saskatchewan"
7,2025,150.6,"Saskatoon, Saskatchewan"
8,2025,151.1,"Saskatoon, Saskatchewan"
9,2025,151.5,"Saskatoon, Saskatchewan"
10,2025,152.0,"Saskatoon, Saskatchewan"
11,2025,152.4,"Saskatoon, Saskatchewan"
12,2025,152.8,"Saskatoon, Saskatchewan"
1,2026,151.2,"Saskatoon, Saskatchewan"
2,2026,151.7,"Saskatoon, Saskatchewan"
3,2026,152.1,"Saskatoon, Saskatchewan"
4,2026,152.6,"Saskatoon, Saskatchewan"
5,2026,153.0,"Saskatoon, Saskatchewan"
6,2026,153.5,"Saskatoon, Saskatchewan"
7,2026,153.9,"Saskatoon, Saskatchewan"
8,2026,154.4,"Saskatoon, Saskatchewan"
9,2026,154.8,"Saskatoon, Saskatchewan"
10,2026,155.3,"Saskatoon, Saskatchewan"
11,2026,155.7,"Saskatoon, Saskatchewan"
12,2026,156.1,"Saskatoon, Saskatchewan"
1,2027,154.5,"Saskatoon, Saskatchewan"
2,2027,155.0,"Saskatoon, Saskatchewan"
3,2027,155.4,"Saskatoon, Saskatchewan"
4,2027,155.9,"Saskatoon, Saskatchewan"
5,2027,156.3,"Saskatoon, Saskatchewan"
6,2027,156.8,"Saskatoon, Saskatchewan"
7,2027,157.2,"Saskatoon, Saskatchewan"
8,2027,157.7,"Saskatoon, Saskatchewan"
9,2027,158.1,"Saskatoon, Saskatchewan"
10,2027,158.6,"Saskatoon, Saskatchewan"
11,2027,159.0,"Saskatoon, Saskatchewan"
12,2027,159.5,"Saskatoon, Saskatchewan"
1,2028,157.9,"Saskatoon, Saskatchewan"
2,2028,158.3,"Saskatoon, Saskatchewan"
3,2028,158.7,"Saskatoon, Saskatchewan"
4,2028,159.2,"Saskatoon, Saskatchewan"
5,2028,159.6,"Saskatoon, Saskatchewan"
6,2028,160.1,"Saskatoon, Saskatchewan"
7,2028,160.5,"Saskatoon, Saskatchewan"
8,2028,161.0,"Saskatoon, Saskatchewan"
9,2028,161.4,"Saskatoon, Saskatchewan"
10,2028,161.9,"Saskatoon, Saskatchewan"
11,2028,162.3,"Saskatoon, Saskatchewan"
12,2028,162.8,"Saskatoon, Saskatchewan"
1,2024,175.8,"St. John's, Newfoundland and Labrador"
2,2024,176.6,"St. John's, Newfoundland and Labrador"
3,2024,177.4,"St. John's, Newfoundland and Labrador"
4,2024,178.2,"St. John's, Newfoundland and Labrador"
5,2024,179.0,"St. John's, Newfoundland and Labrador"
6,2024,179.8,"St. John's, Newfoundland and Labrador"
7,2024,180.6,"St. John's, Newfoundland and Labrador"
8,2024,181.4,"St. John's, Newfoundland and Labrador"
