Location,Month,Prices
"St. John's, Newfoundland and Labrador",Mar-95,..
"St. John's, Newfoundland and Labrador",Apr-95,..
"St. John's, Newfoundland and Labrador",May-95,..
"St. John's, Newfoundland and Labrador",Jun-95,..
"St. John's, Newfoundland and Labrador",Jul-95,..
"St. John's, Newfoundland and Labrador",Aug-95,..
"St. John's, Newfoundland and Labrador",Sep-95,..
"St. John's, Newfoundland and Labrador",Oct-95,..
"St. John's, Newfoundland and Labrador",Nov-95,..
"St. John's, Newfoundland and Labrador",Dec-95,..
"St. John's, Newfoundland and Labrador",Jan-96,..
"St. John's, Newfoundland and Labrador",Feb-96,..
"St. John's, Newfoundland and Labrador",Mar-96,..
"St. John's, Newfoundland and Labrador",Apr-96,..
"St. John's, Newfoundland and Labrador",May-96,..
"St. John's, Newfoundland and Labrador",Jun-96,..
"St. John's, Newfoundland and Labrador",Jul-96,..
"St. John's, Newfoundland and Labrador",Aug-96,..
"St. John's, Newfoundland and Labrador",Sep-96,..
"St. John's, Newfoundland and Labrador",Oct-96,..
"St. John's, Newfoundland and Labrador",Nov-96,..
"St. John's, Newfoundland and Labrador",Dec-96,..
"St. John's, Newfoundland and Labrador",Jan-97,..
"St. John's, Newfoundland and Labrador",Feb-97,..
"St. John's, Newfoundland and Labrador",Mar-97,..
"St. John's, Newfoundland and Labrador",Apr-97,..
"St. John's, Newfoundland and Labrador",May-97,..
"St. John's, Newfoundland and Labrador",Jun-97,..
"St. John's, Newfoundland and Labrador",Jul-97,..
"St. John's, Newfoundland and Labrador",Aug-97,..
"St. John's, Newfoundland and Labrador",Sep-97,..
"St. John's, Newfoundland and Labrador",Oct-97,..
"St. John's, Newfoundland and Labrador",Nov-97,..
"St. John's, Newfoundland and Labrador",Dec-97,..
"St. John's, Newfoundland and Labrador",Jan-98,..
"St. John's, Newfoundland and Labrador",Feb-98,..
"St. John's, Newfoundland and Labrador",Mar-98,..
"St. John's, Newfoundland and Labrador",Apr-98,..
"St. John's, Newfoundland and Labrador",May-98,..
"St. John's, Newfoundland and Labrador",Jun-98,..
"St. John's, Newfoundland and Labrador",Jul-98,..
"St. John's, Newfoundland and Labrador",Aug-98,..
"St. John's, Newfoundland and Labrador",Sep-98,..
"St. John's, Newfoundland and Labrador",Oct-98,..
"St. John's, Newfoundland and Labrador",Nov-98,..
"St. John's, Newfoundland and Labrador",Dec-98,..
"St. John's, Newfoundland and Labrador",Jan-99,..
"St. John's, Newfoundland and Labrador",Feb-99,..
"St. John's, Newfoundland and Labrador",Mar-99,..
"St. John's, Newfoundland and Labrador",Apr-99,..
"St. John's, Newfoundland and Labrador",May-99,..
"St. John's, Newfoundland and Labrador",Jun-99,..
"St. John's, Newfoundland and Labrador",Jul-99,..
"St. John's, Newfoundland and Labrador",Aug-99,..
"St. John's, Newfoundland and Labrador",Sep-99,..
"St. John's, Newfoundland and Labrador",Oct-99,..
"St. John's, Newfoundland and Labrador",Nov-99,..
"St. John's, Newfoundland and Labrador",Dec-99,..
"St. John's, Newfoundland and Labrador",Jan-00,..
"St. John's, Newfoundland and Labrador",Feb-00,..
"St. John's, Newfoundland and Labrador",Mar-00,..
"St. John's, Newfoundland and Labrador",Apr-00,..
"St. John's, Newfoundland and Labrador",May-00,..
"St. John's, Newfoundland and Labrador",Jun-00,..
"St. John's, Newfoundland and Labrador",Jul-00,..
"St. John's, Newfoundland and Labrador",Aug-00,..
"St. John's, Newfoundland and Labrador",Sep-00,..
"St. John's, Newfoundland and Labrador",Oct-00,..
"St. John's, Newfoundland and Labrador",Nov-00,..
"St. John's, Newfoundland and Labrador",Dec-00,..
"St. John's, Newfoundland and Labrador",Jan-01,..
"St. John's, Newfoundland and Labrador",Feb-01,..
"St. John's, Newfoundland and Labrador",Mar-01,..
"St. John's, Newfoundland and Labrador",Apr-01,..
"St. John's, Newfoundland and Labrador",May-01,..
"St. John's, Newfoundland and Labrador",Jun-01,..
"St. John's, Newfoundland and Labrador",Jul-01,..
"St. John's, Newfoundland and Labrador",Aug-01,..
"St. John's, Newfoundland and Labrador",Sep-01,..
"St. John's, Newfoundland and Labrador",Oct-01,..
"St. John's, Newfoundland and Labrador",Nov-01,..
"St. John's, Newfoundland and Labrador",Dec-01,..
"St. John's, Newfoundland and Labrador",Jan-02,..
"St. John's, Newfoundland and Labrador",Feb-02,..
"St. John's, Newfoundland and Labrador",Mar-02,..
"St. John's, Newfoundland and Labrador",Apr-02,..
"St. John's, Newfoundland and Labrador",May-02,..
"St. John's, Newfoundland and Labrador",Jun-02,..
"St. John's, Newfoundland and Labrador",Jul-02,..
"St. John's, Newfoundland and Labrador",Aug-02,..
"St. John's, Newfoundland and Labrador",Sep-02,..
"St. John's, Newfoundland and Labrador",Oct-02,..
"St. John's, Newfoundland and Labrador",Nov-02,..
"St. John's, Newfoundland and Labrador",Dec-02,..
"St. John's, Newfoundland and Labrador",Jan-03,..
"St. John's, Newfoundland and Labrador",Feb-03,..
"St. John's, Newfoundland and Labrador",Mar-03,..
"St. John's, Newfoundland and Labrador",Apr-03,..
"St. John's, Newfoundland and Labrador",May-03,..
"St. John's, Newfoundland and Labrador",Jun-03,..
"St. John's, Newfoundland and Labrador",Jul-03,..
"St. John's, Newfoundland and Labrador",Aug-03,..
"St. John's, Newfoundland and Labrador",Sep-03,..
"St. John's, Newfoundland and Labrador",Oct-03,..
"St. John's, Newfoundland and Labrador",Nov-03,..
"St. John's, Newfoundland and Labrador",Dec-03,..
"St. John's, Newfoundland and Labrador",Jan-04,..
"St. John's, Newfoundland and Labrador",Feb-04,..
"St. John's, Newfoundland and Labrador",Mar-04,..
"St. John's, Newfoundland and Labrador",Apr-04,..
"St. John's, Newfoundland and Labrador",May-04,..
"St. John's, Newfoundland and Labrador",Jun-04,..
"St. John's, Newfoundland and Labrador",Jul-04,..
"St. John's, Newfoundland and Labrador",Aug-04,..
"St. John's, Newfoundland and Labrador",Sep-04,..
"St. John's, Newfoundland and Labrador",Oct-04,..
"St. John's, Newfoundland and Labrador",Nov-04,..
"St. John's, Newfoundland and Labrador",Dec-04,..
"St. John's, Newfoundland and Labrador",Jan-05,..
"St. John's, Newfoundland and Labrador",Feb-05,..
"St. John's, Newfoundland and Labrador",Mar-05,..
"St. John's, Newfoundland and Labrador",Apr-05,..
"St. John's, Newfoundland and Labrador",May-05,..
"St. John's, Newfoundland and Labrador",Jun-05,..
"St. John's, Newfoundland and Labrador",Jul-05,..
"St. John's, Newfoundland and Labrador",Aug-05,..
"St. John's, Newfoundland and Labrador",Sep-05,..
"St. John's, Newfoundland and Labrador",Oct-05,..
"St. John's, Newfoundland and Labrador",Nov-05,..
"St. John's, Newfoundland and Labrador",Dec-05,..
"St. John's, Newfoundland and Labrador",Jan-06,..
"St. John's, Newfoundland and Labrador",Feb-06,..
"St. John's, Newfoundland and Labrador",Mar-06,..
"St. John's, Newfoundland and Labrador",Apr-06,..
"St. John's, Newfoundland and Labrador",May-06,..
"St. John's, Newfoundland and Labrador",Jun-06,..
"St. John's, Newfoundland and Labrador",Jul-06,..
"St. John's, Newfoundland and Labrador",Aug-06,..
"St. John's, Newfoundland and Labrador",Sep-06,..
"St. John's, Newfoundland and Labrador",Oct-06,..
"St. John's, Newfoundland and Labrador",Nov-06,..
"St. John's, Newfoundland and Labrador",Dec-06,..
"St. John's, Newfoundland and Labrador",Jan-07,..
"St. John's, Newfoundland and Labrador",Feb-07,..
"St. John's, Newfoundland and Labrador",Mar-07,..
"St. John's, Newfoundland and Labrador",Apr-07,..
"St. John's, Newfoundland and Labrador",May-07,..
"St. John's, Newfoundland and Labrador",Jun-07,..
"St. John's, Newfoundland and Labrador",Jul-07,..
"St. John's, Newfoundland and Labrador",Aug-07,..
"St. John's, Newfoundland and Labrador",Sep-07,..
"St. John's, Newfoundland and Labrador",Oct-07,..
"St. John's, Newfoundland and Labrador",Nov-07,..
"St. John's, Newfoundland and Labrador",Dec-07,..
"St. John's, Newfoundland and Labrador",Jan-08,..
"St. John's, Newfoundland and Labrador",Feb-08,..
"St. John's, Newfoundland and Labrador",Mar-08,..
"St. John's, Newfoundland and Labrador",Apr-08,..
"St. John's, Newfoundland and Labrador",May-08,..
"St. John's, Newfoundland and Labrador",Jun-08,..
"St. John's, Newfoundland and Labrador",Jul-08,..
"St. John's, Newfoundland and Labrador",Aug-08,..
"St. John's, Newfoundland and Labrador",Sep-08,..
"St. John's, Newfoundland and Labrador",Oct-08,..
"St. John's, Newfoundland and Labrador",Nov-08,..
"St. John's, Newfoundland and Labrador",Dec-08,..
"St. John's, Newfoundland and Labrador",Jan-09,..
"St. John's, Newfoundland and Labrador",Feb-09,..
"St. John's, Newfoundland and Labrador",Mar-09,..
"St. John's, Newfoundland and Labrador",Apr-09,..
"St. John's, Newfoundland and Labrador",May-09,..
"St. John's, Newfoundland and Labrador",Jun-09,..
"St. John's, Newfoundland and Labrador",Jul-09,..
"St. John's, Newfoundland and Labrador",Aug-09,..
"St. John's, Newfoundland and Labrador",Sep-09,..
"St. John's, Newfoundland and Labrador",Oct-09,..
"St. John's, Newfoundland and Labrador",Nov-09,..
"St. John's, Newfoundland and Labrador",Dec-09,..
"St. John's, Newfoundland and Labrador",Jan-10,..
"St. John's, Newfoundland and Labrador",Feb-10,..
"St. John's, Newfoundland and Labrador",Mar-10,..
"St. John's, Newfoundland and Labrador",Apr-10,..
"St. John's, Newfoundland and Labrador",May-10,..
"St. John's, Newfoundland and Labrador",Jun-10,..
"St. John's, Newfoundland and Labrador",Jul-10,..
"St. John's, Newfoundland and Labrador",Aug-10,..
"St. John's, Newfoundland and Labrador",Sep-10,..
"St. John's, Newfoundland and Labrador",Oct-10,..
"St. John's, Newfoundland and Labrador",Nov-10,..
"St. John's, Newfoundland and Labrador",Dec-10,..
"St. John's, Newfoundland and Labrador",Jan-11,..
"St. John's, Newfoundland and Labrador",Feb-11,..
"St. John's, Newfoundland and Labrador",Mar-11,..
"St. John's, Newfoundland and Labrador",Apr-11,..
"St. John's, Newfoundland and Labrador",May-11,..
"St. John's, Newfoundland and Labrador",Jun-11,..
"St. John's, Newfoundland and Labrador",Jul-11,..
"St. John's, Newfoundland and Labrador",Aug-11,..
"St. John's, Newfoundland and Labrador",Sep-11,..
"St. John's, Newfoundland and Labrador",Oct-11,..
"St. John's, Newfoundland and Labrador",Nov-11,..
"St. John's, Newfoundland and Labrador",Dec-11,..
"St. John's, Newfoundland and Labrador",Jan-12,..
"St. John's, Newfoundland and Labrador",Feb-12,..
"St. John's, Newfoundland and Labrador",Mar-12,..
"St. John's, Newfoundland and Labrador",Apr-12,..
"St. John's, Newfoundland and Labrador",May-12,..
"St. John's, Newfoundland and Labrador",Jun-12,..
"St. John's, Newfoundland and Labrador",Jul-12,..
"St. John's, Newfoundland and Labrador",Aug-12,..
"St. John's, Newfoundland and Labrador",Sep-12,..
"St. John's, Newfoundland and Labrador",Oct-12,..
"St. John's, Newfoundland and Labrador",Nov-12,..
"St. John's, Newfoundland and Labrador",Dec-12,..
"St. John's, Newfoundland and Labrador",Jan-13,139.3
"St. John's, Newfoundland and Labrador",Feb-13,147.9
"St. John's, Newfoundland and Labrador",Mar-13,143.7
"St. John's, Newfoundland and Labrador",Apr-13,134.4
"St. John's, Newfoundland and Labrador",May-13,129.2
"St. John's, Newfoundland and Labrador",Jun-13,130.8
"St. John's, Newfoundland and Labrador",Jul-13,135.2
"St. John's, Newfoundland and Labrador",Aug-13,135.5
"St. John's, Newfoundland and Labrador",Sep-13,139.8
"St. John's, Newfoundland and Labrador",Oct-13,140.4
"St. John's, Newfoundland and Labrador",Nov-13,140.2
"St. John's, Newfoundland and Labrador",Dec-13,144.1
"St. John's, Newfoundland and Labrador",Jan-14,147
"St. John's, Newfoundland and Labrador",Feb-14,152.8
"St. John's, Newfoundland and Labrador",Mar-14,153.8
"St. John's, Newfoundland and Labrador",Apr-14,141.8
"St. John's, Newfoundland and Labrador",May-14,139.6
"St. John's, Newfoundland and Labrador",Jun-14,138.9
"St. John's, Newfoundland and Labrador",Jul-14,137.3
"St. John's, Newfoundland and Labrador",Aug-14,136.8
"St. John's, Newfoundland and Labrador",Sep-14,135
"St. John's, Newfoundland and Labrador",Oct-14,136.1
"St. John's, Newfoundland and Labrador",Nov-14,134.5
"St. John's, Newfoundland and Labrador",Dec-14,125
"St. John's, Newfoundland and Labrador",Jan-15,116
"St. John's, Newfoundland and Labrador",Feb-15,119.9
"St. John's, Newfoundland and Labrador",Mar-15,131.4
"St. John's, Newfoundland and Labrador",Apr-15,115.3
"St. John's, Newfoundland and Labrador",May-15,118.2
"St. John's, Newfoundland and Labrador",Jun-15,117.6
"St. John's, Newfoundland and Labrador",Jul-15,114.9
"St. John's, Newfoundland and Labrador",Aug-15,108.8
"St. John's, Newfoundland and Labrador",Sep-15,107.6
"St. John's, Newfoundland and Labrador",Oct-15,116.7
"St. John's, Newfoundland and Labrador",Nov-15,116.3
"St. John's, Newfoundland and Labrador",Dec-15,109.4
"St. John's, Newfoundland and Labrador",Jan-16,100.9
"St. John's, Newfoundland and Labrador",Feb-16,98.4
"St. John's, Newfoundland and Labrador",Mar-16,100.5
"St. John's, Newfoundland and Labrador",Apr-16,96.3
"St. John's, Newfoundland and Labrador",May-16,99.1
"St. John's, Newfoundland and Labrador",Jun-16,109.7
"St. John's, Newfoundland and Labrador",Jul-16,109.8
"St. John's, Newfoundland and Labrador",Aug-16,109.6
"St. John's, Newfoundland and Labrador",Sep-16,110.7
"St. John's, Newfoundland and Labrador",Oct-16,123.1
"St. John's, Newfoundland and Labrador",Nov-16,119
"St. John's, Newfoundland and Labrador",Dec-16,122.9
"St. John's, Newfoundland and Labrador",Jan-17,126.5
"St. John's, Newfoundland and Labrador",Feb-17,125.7
"St. John's, Newfoundland and Labrador",Mar-17,122.9
"St. John's, Newfoundland and Labrador",Apr-17,120.5
"St. John's, Newfoundland and Labrador",May-17,112.4
"St. John's, Newfoundland and Labrador",Jun-17,113.2
"St. John's, Newfoundland and Labrador",Jul-17,110.9
"St. John's, Newfoundland and Labrador",Aug-17,115.7
"St. John's, Newfoundland and Labrador",Sep-17,119.5
"St. John's, Newfoundland and Labrador",Oct-17,124.2
"St. John's, Newfoundland and Labrador",Nov-17,130.5
"St. John's, Newfoundland and Labrador",Dec-17,133.4
"St. John's, Newfoundland and Labrador",Jan-18,136.5
"St. John's, Newfoundland and Labrador",Feb-18,134.7
"St. John's, Newfoundland and Labrador",Mar-18,134.4
"St. John's, Newfoundland and Labrador",Apr-18,133.1
"St. John's, Newfoundland and Labrador",May-18,139.4
"St. John's, Newfoundland and Labrador",Jun-18,139.2
"St. John's, Newfoundland and Labrador",Jul-18,139.2
"St. John's, Newfoundland and Labrador",Aug-18,137.6
"St. John's, Newfoundland and Labrador",Sep-18,141.5
"St. John's, Newfoundland and Labrador",Oct-18,148.1
"St. John's, Newfoundland and Labrador",Nov-18,142.7
"St. John's, Newfoundland and Labrador",Dec-18,132.7
"St. John's, Newfoundland and Labrador",Jan-19,133.4
"St. John's, Newfoundland and Labrador",Feb-19,136.4
"St. John's, Newfoundland and Labrador",Mar-19,138.5
"St. John's, Newfoundland and Labrador",Apr-19,136.8
"St. John's, Newfoundland and Labrador",May-19,138.3
"St. John's, Newfoundland and Labrador",Jun-19,129.3
"St. John's, Newfoundland and Labrador",Jul-19,130.3
"St. John's, Newfoundland and Labrador",Aug-19,128.1
"St. John's, Newfoundland and Labrador",Sep-19,130.2
"St. John's, Newfoundland and Labrador",Oct-19,135.2
"St. John's, Newfoundland and Labrador",Nov-19,135.1
"St. John's, Newfoundland and Labrador",Dec-19,137.1
"St. John's, Newfoundland and Labrador",Jan-20,136.5
"St. John's, Newfoundland and Labrador",Feb-20,123.9
"St. John's, Newfoundland and Labrador",Mar-20,109.6
"St. John's, Newfoundland and Labrador",Apr-20,95.6
"St. John's, Newfoundland and Labrador",May-20,87.9
"St. John's, Newfoundland and Labrador",Jun-20,98.5
"St. John's, Newfoundland and Labrador",Jul-20,104.5
"St. John's, Newfoundland and Labrador",Aug-20,103.7
"St. John's, Newfoundland and Labrador",Sep-20,99.8
"St. John's, Newfoundland and Labrador",Oct-20,107.6
"St. John's, Newfoundland and Labrador",Nov-20,114.9
"St. John's, Newfoundland and Labrador",Dec-20,122.1
"St. John's, Newfoundland and Labrador",Jan-21,126.7
"St. John's, Newfoundland and Labrador",Feb-21,132.8
"St. John's, Newfoundland and Labrador",Mar-21,139.3
"St. John's, Newfoundland and Labrador",Apr-21,134.7
"St. John's, Newfoundland and Labrador",May-21,138.3
"St. John's, Newfoundland and Labrador",Jun-21,141.8
"St. John's, Newfoundland and Labrador",Jul-21,148.5
"St. John's, Newfoundland and Labrador",Aug-21,147.3
"St. John's, Newfoundland and Labrador",Sep-21,150.3
"St. John's, Newfoundland and Labrador",Oct-21,164.4
"St. John's, Newfoundland and Labrador",Nov-21,165.6
"St. John's, Newfoundland and Labrador",Dec-21,159.1
"St. John's, Newfoundland and Labrador",Jan-22,169.6
"St. John's, Newfoundland and Labrador",Feb-22,182.8
"St. John's, Newfoundland and Labrador",Mar-22,210.4
"St. John's, Newfoundland and Labrador",Apr-22,234.7
"St. John's, Newfoundland and Labrador",May-22,255.2
"St. John's, Newfoundland and Labrador",Jun-22,231.2
"St. John's, Newfoundland and Labrador",Jul-22,210.2
"St. John's, Newfoundland and Labrador",Aug-22,202.6
"St. John's, Newfoundland and Labrador",Sep-22,202.4
"St. John's, Newfoundland and Labrador",Oct-22,236.4
"St. John's, Newfoundland and Labrador",Nov-22,272.8
"St. John's, Newfoundland and Labrador",Dec-22,237.9
"St. John's, Newfoundland and Labrador",Jan-23,214.9
"St. John's, Newfoundland and Labrador",Feb-23,208
"St. John's, Newfoundland and Labrador",Mar-23,193.4
"St. John's, Newfoundland and Labrador",Apr-23,177.8
"St. John's, Newfoundland and Labrador",May-23,159.9
"St. John's, Newfoundland and Labrador",Jun-23,160.6
"St. John's, Newfoundland and Labrador",Jul-23,174.2
"St. John's, Newfoundland and Labrador",Aug-23,197.1
"St. John's, Newfoundland and Labrador",Sep-23,207
"St. John's, Newfoundland and Labrador",Oct-23,210.2
"St. John's, Newfoundland and Labrador",Nov-23,208.9
"St. John's, Newfoundland and Labrador",Dec-23,200.8
"St. John's, Newfoundland and Labrador",Jan-24,199
"St. John's, Newfoundland and Labrador",Feb-24,208.3
"St. John's, Newfoundland and Labrador",Mar-24,205.4
