Industry,Year,Employment
"Forestry, fishing, mining, quarrying, oil and gas",1981,14.8
"Forestry, fishing, mining, quarrying, oil and gas",1982,16
"Forestry, fishing, mining, quarrying, oil and gas",1983,17.6
"Forestry, fishing, mining, quarrying, oil and gas",1984,17.3
"Forestry, fishing, mining, quarrying, oil and gas",1985,13.7
"Forestry, fishing, mining, quarrying, oil and gas",1986,15
"Forestry, fishing, mining, quarrying, oil and gas",1987,17.1
"Forestry, fishing, mining, quarrying, oil and gas",1988,18.8
"Forestry, fishing, mining, quarrying, oil and gas",1989,17
"Forestry, fishing, mining, quarrying, oil and gas",1990,17.9
"Forestry, fishing, mining, quarrying, oil and gas",1991,18.9
"Forestry, fishing, mining, quarrying, oil and gas",1992,17.4
"Forestry, fishing, mining, quarrying, oil and gas",1993,16.1
"Forestry, fishing, mining, quarrying, oil and gas",1994,14.9
"Forestry, fishing, mining, quarrying, oil and gas",1995,14.7
"Forestry, fishing, mining, quarrying, oil and gas",1996,14.6
"Forestry, fishing, mining, quarrying, oil and gas",1997,14.8
"Forestry, fishing, mining, quarrying, oil and gas",1998,15.6
"Forestry, fishing, mining, quarrying, oil and gas",1999,14.4
"Forestry, fishing, mining, quarrying, oil and gas",2000,14.2
"Forestry, fishing, mining, quarrying, oil and gas",2001,13.1
"Forestry, fishing, mining, quarrying, oil and gas",2002,12.9
"Forestry, fishing, mining, quarrying, oil and gas",2003,13.6
"Forestry, fishing, mining, quarrying, oil and gas",2004,14
"Forestry, fishing, mining, quarrying, oil and gas",2005,14.7
"Forestry, fishing, mining, quarrying, oil and gas",2006,13.5
"Forestry, fishing, mining, quarrying, oil and gas",2007,12.8
"Forestry, fishing, mining, quarrying, oil and gas",2008,14.1
"Forestry, fishing, mining, quarrying, oil and gas",2009,13
"Forestry, fishing, mining, quarrying, oil and gas",2010,12.3
"Forestry, fishing, mining, quarrying, oil and gas",2011,12.4
"Forestry, fishing, mining, quarrying, oil and gas",2012,12.6
"Forestry, fishing, mining, quarrying, oil and gas",2013,11.9
"Forestry, fishing, mining, quarrying, oil and gas",2014,11
"Forestry, fishing, mining, quarrying, oil and gas",2015,12
"Forestry, fishing, mining, quarrying, oil and gas",2016,12
"Forestry, fishing, mining, quarrying, oil and gas",2017,10.9
"Forestry, fishing, mining, quarrying, oil and gas",2018,10
"Forestry, fishing, mining, quarrying, oil and gas",2019,10.9
"Forestry, fishing, mining, quarrying, oil and gas",2020,10.9
"Forestry, fishing, mining, quarrying, oil and gas",2021,11
"Forestry, fishing, mining, quarrying, oil and gas",2022,9.7
"Forestry, fishing, mining, quarrying, oil and gas",2023,9.2
,,
Forestry and logging and support activities for forestry,1976,..
Forestry and logging and support activities for forestry,1977,..
Forestry and logging and support activities for forestry,1978,..
Forestry and logging and support activities for forestry,1979,..
Forestry and logging and support activities for forestry,1980,..
Forestry and logging and support activities for forestry,1981,..
Forestry and logging and support activities for forestry,1982,..
Forestry and logging and support activities for forestry,1983,..
Forestry and logging and support activities for forestry,1984,..
Forestry and logging and support activities for forestry,1985,..
Forestry and logging and support activities for forestry,1986,..
Forestry and logging and support activities for forestry,1987,3.7
Forestry and logging and support activities for forestry,1988,3.4
Forestry and logging and support activities for forestry,1989,2.4
Forestry and logging and support activities for forestry,1990,2.6
Forestry and logging and support activities for forestry,1991,3.3
Forestry and logging and support activities for forestry,1992,3.6
Forestry and logging and support activities for forestry,1993,4.1
Forestry and logging and support activities for forestry,1994,3.9
Forestry and logging and support activities for forestry,1995,3.6
Forestry and logging and support activities for forestry,1996,4.2
Forestry and logging and support activities for forestry,1997,3.6
Forestry and logging and support activities for forestry,1998,4
Forestry and logging and support activities for forestry,1999,3.5
Forestry and logging and support activities for forestry,2000,4.2
Forestry and logging and support activities for forestry,2001,4.1
Forestry and logging and support activities for forestry,2002,3.7
Forestry and logging and support activities for forestry,2003,4.2
Forestry and logging and support activities for forestry,2004,3.7
Forestry and logging and support activities for forestry,2005,4
Forestry and logging and support activities for forestry,2006,2.3
Forestry and logging and support activities for forestry,2007,2.5
Forestry and logging and support activities for forestry,2008,3.7
Forestry and logging and support activities for forestry,2009,2.1
Forestry and logging and support activities for forestry,2010,2.5
Forestry and logging and support activities for forestry,2011,2.8
Forestry and logging and support activities for forestry,2012,2.6
Forestry and logging and support activities for forestry,2013,2.5
Forestry and logging and support activities for forestry,2014,1.9
Forestry and logging and support activities for forestry,2015,2.2
Forestry and logging and support activities for forestry,2016,2.3
Forestry and logging and support activities for forestry,2017,1.5
Forestry and logging and support activities for forestry,2018,2.4
Forestry and logging and support activities for forestry,2019,2
Forestry and logging and support activities for forestry,2020,2
Forestry and logging and support activities for forestry,2021,2.2
Forestry and logging and support activities for forestry,2022,1.8
Forestry and logging and support activities for forestry,2023,0.9
,,
"Fishing, hunting and trapping",1976,..
"Fishing, hunting and trapping",1977,..
"Fishing, hunting and trapping",1978,..
"Fishing, hunting and trapping",1979,..
"Fishing, hunting and trapping",1980,..
"Fishing, hunting and trapping",1981,..
"Fishing, hunting and trapping",1982,..
"Fishing, hunting and trapping",1983,..
"Fishing, hunting and trapping",1984,..
"Fishing, hunting and trapping",1985,..
"Fishing, hunting and trapping",1986,..
"Fishing, hunting and trapping",1987,7.3
"Fishing, hunting and trapping",1988,9
"Fishing, hunting and trapping",1989,9.9
"Fishing, hunting and trapping",1990,9.2
"Fishing, hunting and trapping",1991,10.3
"Fishing, hunting and trapping",1992,9.3
"Fishing, hunting and trapping",1993,8.3
"Fishing, hunting and trapping",1994,7.8
"Fishing, hunting and trapping",1995,6.9
"Fishing, hunting and trapping",1996,6.9
"Fishing, hunting and trapping",1997,7
"Fishing, hunting and trapping",1998,6.7
"Fishing, hunting and trapping",1999,7.2
"Fishing, hunting and trapping",2000,6.6
"Fishing, hunting and trapping",2001,5.6
"Fishing, hunting and trapping",2002,5.6
"Fishing, hunting and trapping",2003,6.9
"Fishing, hunting and trapping",2004,7.7
"Fishing, hunting and trapping",2005,7.8
"Fishing, hunting and trapping",2006,7.6
"Fishing, hunting and trapping",2007,6.7
"Fishing, hunting and trapping",2008,6.5
"Fishing, hunting and trapping",2009,6.9
"Fishing, hunting and trapping",2010,7
"Fishing, hunting and trapping",2011,7.1
"Fishing, hunting and trapping",2012,5.4
"Fishing, hunting and trapping",2013,5.8
"Fishing, hunting and trapping",2014,5
"Fishing, hunting and trapping",2015,5.7
"Fishing, hunting and trapping",2016,5.2
"Fishing, hunting and trapping",2017,6.2
"Fishing, hunting and trapping",2018,4.6
"Fishing, hunting and trapping",2019,5.6
"Fishing, hunting and trapping",2020,5.8
"Fishing, hunting and trapping",2021,6.2
"Fishing, hunting and trapping",2022,5.4
"Fishing, hunting and trapping",2023,5.5
,,
"Mining, quarrying, and oil and gas extraction",1976,..
"Mining, quarrying, and oil and gas extraction",1977,..
"Mining, quarrying, and oil and gas extraction",1978,..
"Mining, quarrying, and oil and gas extraction",1979,..
"Mining, quarrying, and oil and gas extraction",1980,..
"Mining, quarrying, and oil and gas extraction",1981,..
"Mining, quarrying, and oil and gas extraction",1982,..
"Mining, quarrying, and oil and gas extraction",1983,..
"Mining, quarrying, and oil and gas extraction",1984,..
"Mining, quarrying, and oil and gas extraction",1985,..
"Mining, quarrying, and oil and gas extraction",1986,..
"Mining, quarrying, and oil and gas extraction",1987,6.1
"Mining, quarrying, and oil and gas extraction",1988,6.5
"Mining, quarrying, and oil and gas extraction",1989,4.7
"Mining, quarrying, and oil and gas extraction",1990,6.1
"Mining, quarrying, and oil and gas extraction",1991,5.3
"Mining, quarrying, and oil and gas extraction",1992,4.5
"Mining, quarrying, and oil and gas extraction",1993,3.7
"Mining, quarrying, and oil and gas extraction",1994,3.2
"Mining, quarrying, and oil and gas extraction",1995,4.3
"Mining, quarrying, and oil and gas extraction",1996,3.5
"Mining, quarrying, and oil and gas extraction",1997,4.3
"Mining, quarrying, and oil and gas extraction",1998,4.9
"Mining, quarrying, and oil and gas extraction",1999,3.7
"Mining, quarrying, and oil and gas extraction",2000,3.5
"Mining, quarrying, and oil and gas extraction",2001,3.4
"Mining, quarrying, and oil and gas extraction",2002,3.6
"Mining, quarrying, and oil and gas extraction",2003,2.5
"Mining, quarrying, and oil and gas extraction",2004,2.6
"Mining, quarrying, and oil and gas extraction",2005,2.8
"Mining, quarrying, and oil and gas extraction",2006,3.6
"Mining, quarrying, and oil and gas extraction",2007,3.6
"Mining, quarrying, and oil and gas extraction",2008,3.9
"Mining, quarrying, and oil and gas extraction",2009,4
"Mining, quarrying, and oil and gas extraction",2010,2.8
"Mining, quarrying, and oil and gas extraction",2011,2.5
"Mining, quarrying, and oil and gas extraction",2012,4.6
"Mining, quarrying, and oil and gas extraction",2013,3.6
"Mining, quarrying, and oil and gas extraction",2014,4.1
"Mining, quarrying, and oil and gas extraction",2015,4.1
"Mining, quarrying, and oil and gas extraction",2016,4.5
"Mining, quarrying, and oil and gas extraction",2017,3.2
"Mining, quarrying, and oil and gas extraction",2018,3
"Mining, quarrying, and oil and gas extraction",2019,3.3
"Mining, quarrying, and oil and gas extraction",2020,3
"Mining, quarrying, and oil and gas extraction",2021,2.7
"Mining, quarrying, and oil and gas extraction",2022,2.5
"Mining, quarrying, and oil and gas extraction",2023,2.7
,,
Utilities,1976,3.3
Utilities,1977,2.6
Utilities,1978,2.6
Utilities,1979,2.7
Utilities,1980,2.4
Utilities,1981,2.5
Utilities,1982,3.2
Utilities,1983,3.1
Utilities,1984,3.1
Utilities,1985,2.7
Utilities,1986,2.7
Utilities,1987,3.4
Utilities,1988,3.5
Utilities,1989,3.5
Utilities,1990,3
Utilities,1991,2.9
Utilities,1992,3.2
Utilities,1993,2.9
Utilities,1994,2.4
Utilities,1995,2.2
Utilities,1996,2.2
Utilities,1997,2.2
Utilities,1998,1.8
Utilities,1999,2
Utilities,2000,2.7
Utilities,2001,2.7
Utilities,2002,2.7
Utilities,2003,2.4
Utilities,2004,2.4
Utilities,2005,2.4
Utilities,2006,1.6
Utilities,2007,1.6
Utilities,2008,2.5
Utilities,2009,2.8
Utilities,2010,3.7
Utilities,2011,3.7
Utilities,2012,3.9
Utilities,2013,4
Utilities,2014,3.5
Utilities,2015,3.2
Utilities,2016,3.1
Utilities,2017,3.8
Utilities,2018,3.5
Utilities,2019,3.5
Utilities,2020,4.1
Utilities,2021,4.9
Utilities,2022,4.4
Utilities,2023,3.1
,,
Construction,1976,23.3
Construction,1977,22.3
Construction,1978,23.3
Construction,1979,24
Construction,1980,22.9
Construction,1981,22.1
Construction,1982,20.7
Construction,1983,20.1
Construction,1984,21.9
Construction,1985,22.8
Construction,1986,21.9
Construction,1987,23.4
Construction,1988,26.4
Construction,1989,26.1
Construction,1990,25.6
Construction,1991,22.2
Construction,1992,20.6
Construction,1993,20.1
Construction,1994,20.8
Construction,1995,20.2
Construction,1996,19.6
Construction,1997,21
Construction,1998,21.1
Construction,1999,21.6
Construction,2000,24
Construction,2001,24.7
Construction,2002,24
Construction,2003,24.8
Construction,2004,28.2
Construction,2005,27.3
Construction,2006,28.4
Construction,2007,28.7
Construction,2008,31.8
Construction,2009,31.1
Construction,2010,34.1
Construction,2011,34.5
Construction,2012,32.5
Construction,2013,35
Construction,2014,34.9
Construction,2015,35.1
Construction,2016,33.2
Construction,2017,31.7
Construction,2018,31
Construction,2019,33.7
Construction,2020,32.8
Construction,2021,35.8
Construction,2022,42.3
Construction,2023,38.3
,,
Manufacturing,1976,40
Manufacturing,1977,40.1
Manufacturing,1978,42.5
Manufacturing,1979,44.9
Manufacturing,1980,45.5
Manufacturing,1981,42.8
Manufacturing,1982,41.6
Manufacturing,1983,39.4
Manufacturing,1984,40.8
Manufacturing,1985,40.6
Manufacturing,1986,43.1
Manufacturing,1987,43.3
Manufacturing,1988,46.7
Manufacturing,1989,47.2
Manufacturing,1990,43.4
Manufacturing,1991,42.4
Manufacturing,1992,39.3
Manufacturing,1993,36.6
Manufacturing,1994,36.1
Manufacturing,1995,40.4
Manufacturing,1996,37
Manufacturing,1997,37.1
Manufacturing,1998,41.1
Manufacturing,1999,44
Manufacturing,2000,42
Manufacturing,2001,42.6
Manufacturing,2002,43.3
Manufacturing,2003,44.3
Manufacturing,2004,43.9
Manufacturing,2005,40.6
Manufacturing,2006,38.7
Manufacturing,2007,40
Manufacturing,2008,38.3
Manufacturing,2009,34.5
Manufacturing,2010,33.3
Manufacturing,2011,33.9
Manufacturing,2012,34.3
Manufacturing,2013,31.4
Manufacturing,2014,29.6
Manufacturing,2015,28.4
Manufacturing,2016,29
Manufacturing,2017,30.8
Manufacturing,2018,32.8
Manufacturing,2019,33.4
Manufacturing,2020,32.6
Manufacturing,2021,33
Manufacturing,2022,34.7
Manufacturing,2023,35.7
,,
Durables,1976,..
Durables,1977,..
Durables,1978,..
Durables,1979,..
Durables,1980,..
Durables,1981,..
Durables,1982,..
Durables,1983,..
Durables,1984,..
Durables,1985,..
Durables,1986,..
Durables,1987,13.1
Durables,1988,13
Durables,1989,15.1
Durables,1990,13.2
Durables,1991,13.6
Durables,1992,13.4
Durables,1993,13.4
Durables,1994,12.9
Durables,1995,14.3
Durables,1996,14.2
Durables,1997,14.3
Durables,1998,16.2
Durables,1999,16.8
Durables,2000,18.3
Durables,2001,18.4
Durables,2002,16.9
Durables,2003,17.2
Durables,2004,18.1
Durables,2005,16.1
Durables,2006,15.6
Durables,2007,16.2
Durables,2008,14.9
Durables,2009,15.2
Durables,2010,13.6
Durables,2011,15.1
Durables,2012,15.3
Durables,2013,13.3
Durables,2014,12.9
Durables,2015,14
Durables,2016,14.1
Durables,2017,14.7
Durables,2018,15.3
Durables,2019,15.2
Durables,2020,14.5
Durables,2021,14.4
Durables,2022,15.9
Durables,2023,16.1
,,
Non-durables,1976,..
Non-durables,1977,..
Non-durables,1978,..
Non-durables,1979,..
Non-durables,1980,..
Non-durables,1981,..
Non-durables,1982,..
Non-durables,1983,..
Non-durables,1984,..
Non-durables,1985,..
Non-durables,1986,..
Non-durables,1987,30.2
Non-durables,1988,33.7
Non-durables,1989,32.1
Non-durables,1990,30.2
Non-durables,1991,28.8
Non-durables,1992,26
Non-durables,1993,23.2
Non-durables,1994,23.2
Non-durables,1995,26
Non-durables,1996,22.8
Non-durables,1997,22.9
Non-durables,1998,24.8
Non-durables,1999,27.2
Non-durables,2000,23.7
Non-durables,2001,24.2
Non-durables,2002,26.4
Non-durables,2003,27.1
Non-durables,2004,25.8
Non-durables,2005,24.6
Non-durables,2006,23
Non-durables,2007,23.8
Non-durables,2008,23.4
Non-durables,2009,19.3
Non-durables,2010,19.7
Non-durables,2011,18.8
Non-durables,2012,19
Non-durables,2013,18.1
Non-durables,2014,16.7
Non-durables,2015,14.3
Non-durables,2016,14.9
Non-durables,2017,16.1
Non-durables,2018,17.5
Non-durables,2019,18.2
Non-durables,2020,18.1
Non-durables,2021,18.6
Non-durables,2022,18.8
Non-durables,2023,19.6
,,
Services-producing,1976,209.4
Services-producing,1977,212
Services-producing,1978,215.2
Services-producing,1979,224.4
Services-producing,1980,231.6
Services-producing,1981,239.1
Services-producing,1982,233
Services-producing,1983,238.8
Services-producing,1984,250.2
Services-producing,1985,255.7
Services-producing,1986,259.8
Services-producing,1987,264.1
Services-producing,1988,270.7
Services-producing,1989,281.3
Services-producing,1990,288.2
Services-producing,1991,287.2
Services-producing,1992,280.6
Services-producing,1993,284.4
Services-producing,1994,292
Services-producing,1995,291.7
Services-producing,1996,296.6
Services-producing,1997,300
Services-producing,1998,309.7
Services-producing,1999,315
Services-producing,2000,322
Services-producing,2001,325
Services-producing,2002,333.1
Services-producing,2003,339.6
Services-producing,2004,347.8
Services-producing,2005,351.2
Services-producing,2006,353.4
Services-producing,2007,357.6
Services-producing,2008,358.7
Services-producing,2009,362.3
Services-producing,2010,363.7
Services-producing,2011,364.6
Services-producing,2012,368.1
Services-producing,2013,366.4
Services-producing,2014,363.6
Services-producing,2015,360.5
Services-producing,2016,361.5
Services-producing,2017,365.1
Services-producing,2018,369.7
Services-producing,2019,377.1
Services-producing,2020,356.9
Services-producing,2021,377.2
Services-producing,2022,388.8
Services-producing,2023,406.2
,,
Wholesale and retail trade,1976,55.1
Wholesale and retail trade,1977,51.1
Wholesale and retail trade,1978,52
Wholesale and retail trade,1979,55
Wholesale and retail trade,1980,57.1
Wholesale and retail trade,1981,60.9
Wholesale and retail trade,1982,57.4
Wholesale and retail trade,1983,55.4
Wholesale and retail trade,1984,59.9
Wholesale and retail trade,1985,60.5
Wholesale and retail trade,1986,63.1
Wholesale and retail trade,1987,66.3
Wholesale and retail trade,1988,67.5
Wholesale and retail trade,1989,68.5
Wholesale and retail trade,1990,70.8
Wholesale and retail trade,1991,69.5
Wholesale and retail trade,1992,65.6
Wholesale and retail trade,1993,62.1
Wholesale and retail trade,1994,64.2
Wholesale and retail trade,1995,63.6
Wholesale and retail trade,1996,66.4
Wholesale and retail trade,1997,66.8
Wholesale and retail trade,1998,68.3
Wholesale and retail trade,1999,69.3
Wholesale and retail trade,2000,72.8
Wholesale and retail trade,2001,74.8
Wholesale and retail trade,2002,77.7
Wholesale and retail trade,2003,74
Wholesale and retail trade,2004,74
Wholesale and retail trade,2005,76.8
Wholesale and retail trade,2006,79.2
Wholesale and retail trade,2007,77.6
Wholesale and retail trade,2008,76.9
Wholesale and retail trade,2009,76.6
Wholesale and retail trade,2010,78.7
Wholesale and retail trade,2011,80.3
Wholesale and retail trade,2012,78.4
Wholesale and retail trade,2013,79.6
Wholesale and retail trade,2014,77.9
Wholesale and retail trade,2015,73.7
Wholesale and retail trade,2016,74.7
Wholesale and retail trade,2017,78.5
Wholesale and retail trade,2018,80.6
Wholesale and retail trade,2019,82.1
Wholesale and retail trade,2020,68.7
Wholesale and retail trade,2021,71.9
Wholesale and retail trade,2022,74.3
Wholesale and retail trade,2023,79
,,
Wholesale trade,1976,..
Wholesale trade,1977,..
Wholesale trade,1978,..
Wholesale trade,1979,..
Wholesale trade,1980,..
Wholesale trade,1981,..
Wholesale trade,1982,..
Wholesale trade,1983,..
Wholesale trade,1984,..
Wholesale trade,1985,..
Wholesale trade,1986,..
Wholesale trade,1987,9.5
Wholesale trade,1988,11.1
Wholesale trade,1989,10.4
Wholesale trade,1990,12.1
Wholesale trade,1991,11
Wholesale trade,1992,10.4
Wholesale trade,1993,10
Wholesale trade,1994,10.9
Wholesale trade,1995,8.4
Wholesale trade,1996,10.8
Wholesale trade,1997,10.6
Wholesale trade,1998,12.1
Wholesale trade,1999,14.1
Wholesale trade,2000,15.7
Wholesale trade,2001,13.6
Wholesale trade,2002,13.2
Wholesale trade,2003,14.3
Wholesale trade,2004,14.2
Wholesale trade,2005,15.5
Wholesale trade,2006,13.6
Wholesale trade,2007,13.1
Wholesale trade,2008,13.6
Wholesale trade,2009,13.6
Wholesale trade,2010,12.2
Wholesale trade,2011,15.3
Wholesale trade,2012,13.9
Wholesale trade,2013,13.1
Wholesale trade,2014,14.3
Wholesale trade,2015,12.4
Wholesale trade,2016,13.6
Wholesale trade,2017,12.5
Wholesale trade,2018,13.5
Wholesale trade,2019,14
Wholesale trade,2020,11.3
Wholesale trade,2021,12.6
Wholesale trade,2022,11.6
Wholesale trade,2023,13.3
,,
Retail trade,1976,..
Retail trade,1977,..
Retail trade,1978,..
Retail trade,1979,..
Retail trade,1980,..
Retail trade,1981,..
Retail trade,1982,..
Retail trade,1983,..
Retail trade,1984,..
Retail trade,1985,..
Retail trade,1986,..
Retail trade,1987,56.8
Retail trade,1988,56.4
Retail trade,1989,58.1
Retail trade,1990,58.7
Retail trade,1991,58.5
Retail trade,1992,55.1
Retail trade,1993,52.1
Retail trade,1994,53.3
Retail trade,1995,55.2
Retail trade,1996,55.6
Retail trade,1997,56.2
Retail trade,1998,56.2
Retail trade,1999,55.2
Retail trade,2000,57.1
Retail trade,2001,61.2
Retail trade,2002,64.5
Retail trade,2003,59.7
Retail trade,2004,59.8
Retail trade,2005,61.4
Retail trade,2006,65.6
Retail trade,2007,64.5
Retail trade,2008,63.3
Retail trade,2009,63
Retail trade,2010,66.5
Retail trade,2011,65
Retail trade,2012,64.5
Retail trade,2013,66.5
Retail trade,2014,63.6
Retail trade,2015,61.4
Retail trade,2016,61.1
Retail trade,2017,66
Retail trade,2018,67.1
Retail trade,2019,68.1
Retail trade,2020,57.4
Retail trade,2021,59.3
Retail trade,2022,62.7
Retail trade,2023,65.7
,,
Transportation and warehousing,1976,17.3
Transportation and warehousing,1977,18
Transportation and warehousing,1978,18.5
Transportation and warehousing,1979,17.4
Transportation and warehousing,1980,15.9
Transportation and warehousing,1981,16.7
Transportation and warehousing,1982,16.4
Transportation and warehousing,1983,15
Transportation and warehousing,1984,15.8
Transportation and warehousing,1985,16.9
Transportation and warehousing,1986,16.8
Transportation and warehousing,1987,16.9
Transportation and warehousing,1988,16.2
Transportation and warehousing,1989,18.7
Transportation and warehousing,1990,19.9
Transportation and warehousing,1991,19.4
Transportation and warehousing,1992,18.9
Transportation and warehousing,1993,17.4
Transportation and warehousing,1994,17.2
Transportation and warehousing,1995,17.2
Transportation and warehousing,1996,16.9
Transportation and warehousing,1997,16.6
Transportation and warehousing,1998,18.8
Transportation and warehousing,1999,21
Transportation and warehousing,2000,20.4
Transportation and warehousing,2001,20
Transportation and warehousing,2002,20.1
Transportation and warehousing,2003,20.6
Transportation and warehousing,2004,21.7
Transportation and warehousing,2005,21
Transportation and warehousing,2006,18.5
Transportation and warehousing,2007,18.9
Transportation and warehousing,2008,18.4
Transportation and warehousing,2009,19.8
Transportation and warehousing,2010,20.6
Transportation and warehousing,2011,21.2
Transportation and warehousing,2012,21.1
Transportation and warehousing,2013,20
Transportation and warehousing,2014,20.3
Transportation and warehousing,2015,19.8
Transportation and warehousing,2016,19.9
Transportation and warehousing,2017,19.4
Transportation and warehousing,2018,19.6
Transportation and warehousing,2019,19.3
Transportation and warehousing,2020,18.7
Transportation and warehousing,2021,24.3
Transportation and warehousing,2022,20.4
Transportation and warehousing,2023,21.7
,,
"Finance, insurance, real estate, rental and leasing",1976,13.1
"Finance, insurance, real estate, rental and leasing",1977,14
"Finance, insurance, real estate, rental and leasing",1978,15.3
"Finance, insurance, real estate, rental and leasing",1979,17.7
"Finance, insurance, real estate, rental and leasing",1980,18.9
"Finance, insurance, real estate, rental and leasing",1981,16.6
"Finance, insurance, real estate, rental and leasing",1982,15.5
"Finance, insurance, real estate, rental and leasing",1983,15.9
"Finance, insurance, real estate, rental and leasing",1984,16.4
"Finance, insurance, real estate, rental and leasing",1985,17.3
"Finance, insurance, real estate, rental and leasing",1986,18.9
"Finance, insurance, real estate, rental and leasing",1987,20
"Finance, insurance, real estate, rental and leasing",1988,19.4
"Finance, insurance, real estate, rental and leasing",1989,20
"Finance, insurance, real estate, rental and leasing",1990,22.4
"Finance, insurance, real estate, rental and leasing",1991,21.8
"Finance, insurance, real estate, rental and leasing",1992,21.8
"Finance, insurance, real estate, rental and leasing",1993,20.6
"Finance, insurance, real estate, rental and leasing",1994,21.5
"Finance, insurance, real estate, rental and leasing",1995,21.4
"Finance, insurance, real estate, rental and leasing",1996,22
"Finance, insurance, real estate, rental and leasing",1997,21.3
"Finance, insurance, real estate, rental and leasing",1998,23.2
"Finance, insurance, real estate, rental and leasing",1999,22.7
"Finance, insurance, real estate, rental and leasing",2000,21.8
"Finance, insurance, real estate, rental and leasing",2001,20.7
"Finance, insurance, real estate, rental and leasing",2002,22.1
"Finance, insurance, real estate, rental and leasing",2003,22.2
"Finance, insurance, real estate, rental and leasing",2004,22.2
"Finance, insurance, real estate, rental and leasing",2005,21.8
"Finance, insurance, real estate, rental and leasing",2006,21.1
"Finance, insurance, real estate, rental and leasing",2007,21.4
"Finance, insurance, real estate, rental and leasing",2008,21.5
"Finance, insurance, real estate, rental and leasing",2009,21.9
"Finance, insurance, real estate, rental and leasing",2010,21.6
"Finance, insurance, real estate, rental and leasing",2011,22
"Finance, insurance, real estate, rental and leasing",2012,22.3
"Finance, insurance, real estate, rental and leasing",2013,21.5
"Finance, insurance, real estate, rental and leasing",2014,21.4
"Finance, insurance, real estate, rental and leasing",2015,22.9
"Finance, insurance, real estate, rental and leasing",2016,24
"Finance, insurance, real estate, rental and leasing",2017,23.6
"Finance, insurance, real estate, rental and leasing",2018,22.5
"Finance, insurance, real estate, rental and leasing",2019,21.7
"Finance, insurance, real estate, rental and leasing",2020,23.5
"Finance, insurance, real estate, rental and leasing",2021,25.4
"Finance, insurance, real estate, rental and leasing",2022,27.4
