Industry,Year,Employment
Non-durables,1998,12.2
Non-durables,1999,13.9
Non-durables,2000,11.5
Non-durables,2001,12.6
Non-durables,2002,12.6
Non-durables,2003,10.6
Non-durables,2004,12.5
Non-durables,2005,13.2
Non-durables,2006,11.8
Non-durables,2007,11.8
Non-durables,2008,10.9
Non-durables,2009,9.5
Non-durables,2010,7.3
Non-durables,2011,7.9
Non-durables,2012,8.3
Non-durables,2013,7.7
Non-durables,2014,6.6
Non-durables,2015,7.8
Non-durables,2016,6.7
Non-durables,2017,5.5
Non-durables,2018,6.2
Non-durables,2019,6.6
Non-durables,2020,6.3
Non-durables,2021,7.2
Non-durables,2022,7.1
Non-durables,2023,5.8
,,
Services-producing,1976,108.1
Services-producing,1977,112.4
Services-producing,1978,116.7
Services-producing,1979,119
Services-producing,1980,122.4
Services-producing,1981,125.3
Services-producing,1982,127.4
Services-producing,1983,128.6
Services-producing,1984,127.2
Services-producing,1985,130.3
Services-producing,1986,133.8
Services-producing,1987,136.4
Services-producing,1988,142.1
Services-producing,1989,147.5
Services-producing,1990,152.5
Services-producing,1991,152
Services-producing,1992,147.8
Services-producing,1993,148.4
Services-producing,1994,149.3
Services-producing,1995,151.7
Services-producing,1996,148.6
Services-producing,1997,147.2
Services-producing,1998,150.7
Services-producing,1999,155.7
Services-producing,2000,156.3
Services-producing,2001,160.2
Services-producing,2002,163.9
Services-producing,2003,168.7
Services-producing,2004,165.8
Services-producing,2005,163.7
Services-producing,2006,164.7
Services-producing,2007,168.7
Services-producing,2008,170
Services-producing,2009,168.1
Services-producing,2010,176
Services-producing,2011,179.4
Services-producing,2012,185.8
Services-producing,2013,185.5
Services-producing,2014,182.9
Services-producing,2015,183.1
Services-producing,2016,182
Services-producing,2017,179
Services-producing,2018,179.7
Services-producing,2019,182
Services-producing,2020,172.5
Services-producing,2021,177.1
Services-producing,2022,184.7
Services-producing,2023,187.5
,,
Wholesale and retail trade,1976,28.8
Wholesale and retail trade,1977,24.2
Wholesale and retail trade,1978,25.6
Wholesale and retail trade,1979,29.6
Wholesale and retail trade,1980,29.6
Wholesale and retail trade,1981,30.9
Wholesale and retail trade,1982,28.9
Wholesale and retail trade,1983,28.8
Wholesale and retail trade,1984,27.8
Wholesale and retail trade,1985,30
Wholesale and retail trade,1986,31
Wholesale and retail trade,1987,30.9
Wholesale and retail trade,1988,33.7
Wholesale and retail trade,1989,35.8
Wholesale and retail trade,1990,36.7
Wholesale and retail trade,1991,35.1
Wholesale and retail trade,1992,35
Wholesale and retail trade,1993,35.4
Wholesale and retail trade,1994,35.4
Wholesale and retail trade,1995,33.5
Wholesale and retail trade,1996,33.4
Wholesale and retail trade,1997,33.3
Wholesale and retail trade,1998,34
Wholesale and retail trade,1999,34.8
Wholesale and retail trade,2000,35.7
Wholesale and retail trade,2001,38.4
Wholesale and retail trade,2002,38.3
Wholesale and retail trade,2003,36.7
Wholesale and retail trade,2004,39
Wholesale and retail trade,2005,38
Wholesale and retail trade,2006,37
Wholesale and retail trade,2007,36.6
Wholesale and retail trade,2008,35.4
Wholesale and retail trade,2009,35
Wholesale and retail trade,2010,38.9
Wholesale and retail trade,2011,39.2
Wholesale and retail trade,2012,37.1
Wholesale and retail trade,2013,36.6
Wholesale and retail trade,2014,38.6
Wholesale and retail trade,2015,41.6
Wholesale and retail trade,2016,42.3
Wholesale and retail trade,2017,39.6
Wholesale and retail trade,2018,37.4
Wholesale and retail trade,2019,37
Wholesale and retail trade,2020,35.3
Wholesale and retail trade,2021,38.1
Wholesale and retail trade,2022,38
Wholesale and retail trade,2023,36.6
,,
Wholesale trade,1976,0
Wholesale trade,1977,0
Wholesale trade,1978,0
Wholesale trade,1979,0
Wholesale trade,1980,0
Wholesale trade,1981,0
Wholesale trade,1982,0
Wholesale trade,1983,0
Wholesale trade,1984,0
Wholesale trade,1985,0
Wholesale trade,1986,0
Wholesale trade,1987,5.5
Wholesale trade,1988,5.4
Wholesale trade,1989,4.8
Wholesale trade,1990,5.3
Wholesale trade,1991,6.3
Wholesale trade,1992,5.1
Wholesale trade,1993,5.2
Wholesale trade,1994,4.9
Wholesale trade,1995,5.4
Wholesale trade,1996,4.2
Wholesale trade,1997,4.1
Wholesale trade,1998,5.7
Wholesale trade,1999,6.3
Wholesale trade,2000,6.2
Wholesale trade,2001,7.1
Wholesale trade,2002,5.9
Wholesale trade,2003,5.1
Wholesale trade,2004,5.9
Wholesale trade,2005,5.6
Wholesale trade,2006,6.1
Wholesale trade,2007,4.2
Wholesale trade,2008,4.3
Wholesale trade,2009,5.2
Wholesale trade,2010,5.5
Wholesale trade,2011,5.9
Wholesale trade,2012,4.9
Wholesale trade,2013,5.3
Wholesale trade,2014,5.9
Wholesale trade,2015,5.2
Wholesale trade,2016,6.3
Wholesale trade,2017,4.7
Wholesale trade,2018,5.6
Wholesale trade,2019,5.4
Wholesale trade,2020,4.9
Wholesale trade,2021,5.9
Wholesale trade,2022,5.4
Wholesale trade,2023,5
,,
Retail trade,1976,0
Retail trade,1977,0
Retail trade,1978,0
Retail trade,1979,0
Retail trade,1980,0
Retail trade,1981,0
Retail trade,1982,0
Retail trade,1983,0
Retail trade,1984,0
Retail trade,1985,0
Retail trade,1986,0
Retail trade,1987,25.4
Retail trade,1988,28.3
Retail trade,1989,31
Retail trade,1990,31.3
Retail trade,1991,28.8
Retail trade,1992,30
Retail trade,1993,30.2
Retail trade,1994,30.5
Retail trade,1995,28.1
Retail trade,1996,29.2
Retail trade,1997,29.2
Retail trade,1998,28.3
Retail trade,1999,28.6
Retail trade,2000,29.6
Retail trade,2001,31.3
Retail trade,2002,32.4
Retail trade,2003,31.6
Retail trade,2004,33.1
Retail trade,2005,32.4
Retail trade,2006,30.9
Retail trade,2007,32.3
Retail trade,2008,31.1
Retail trade,2009,29.8
Retail trade,2010,33.4
Retail trade,2011,33.3
Retail trade,2012,32.2
Retail trade,2013,31.2
Retail trade,2014,32.6
Retail trade,2015,36.4
Retail trade,2016,35.9
Retail trade,2017,35
Retail trade,2018,31.8
Retail trade,2019,31.6
Retail trade,2020,30.4
Retail trade,2021,32.2
Retail trade,2022,32.6
Retail trade,2023,31.6
,,
Transportation and warehousing,1976,12.9
Transportation and warehousing,1977,12.9
Transportation and warehousing,1978,12.5
Transportation and warehousing,1979,11.8
Transportation and warehousing,1980,12.3
Transportation and warehousing,1981,10.6
Transportation and warehousing,1982,11.3
Transportation and warehousing,1983,10.9
Transportation and warehousing,1984,10.7
Transportation and warehousing,1985,11.2
Transportation and warehousing,1986,10.5
Transportation and warehousing,1987,9.8
Transportation and warehousing,1988,10.4
Transportation and warehousing,1989,11.5
Transportation and warehousing,1990,10.6
Transportation and warehousing,1991,10.5
Transportation and warehousing,1992,9.4
Transportation and warehousing,1993,9.5
Transportation and warehousing,1994,9.7
Transportation and warehousing,1995,10.1
Transportation and warehousing,1996,10.2
Transportation and warehousing,1997,10
Transportation and warehousing,1998,9.6
Transportation and warehousing,1999,10.6
Transportation and warehousing,2000,10.8
Transportation and warehousing,2001,11.6
Transportation and warehousing,2002,10.3
Transportation and warehousing,2003,12.3
Transportation and warehousing,2004,11.9
Transportation and warehousing,2005,11
Transportation and warehousing,2006,12
Transportation and warehousing,2007,11.6
Transportation and warehousing,2008,11.8
Transportation and warehousing,2009,11.6
Transportation and warehousing,2010,11.8
Transportation and warehousing,2011,10.6
Transportation and warehousing,2012,10.8
Transportation and warehousing,2013,10.9
Transportation and warehousing,2014,11.4
Transportation and warehousing,2015,10.9
Transportation and warehousing,2016,10.3
Transportation and warehousing,2017,11.7
Transportation and warehousing,2018,12.5
Transportation and warehousing,2019,11.3
Transportation and warehousing,2020,9.7
Transportation and warehousing,2021,8
Transportation and warehousing,2022,10.9
Transportation and warehousing,2023,12.6
,,
"Finance, insurance, real estate, rental and leasing",1976,4.8
"Finance, insurance, real estate, rental and leasing",1977,5.8
"Finance, insurance, real estate, rental and leasing",1978,6.3
"Finance, insurance, real estate, rental and leasing",1979,6.2
"Finance, insurance, real estate, rental and leasing",1980,6.5
"Finance, insurance, real estate, rental and leasing",1981,7
"Finance, insurance, real estate, rental and leasing",1982,7.2
"Finance, insurance, real estate, rental and leasing",1983,6.3
"Finance, insurance, real estate, rental and leasing",1984,6.4
"Finance, insurance, real estate, rental and leasing",1985,5.6
"Finance, insurance, real estate, rental and leasing",1986,6.3
"Finance, insurance, real estate, rental and leasing",1987,6
"Finance, insurance, real estate, rental and leasing",1988,6.9
"Finance, insurance, real estate, rental and leasing",1989,7.5
"Finance, insurance, real estate, rental and leasing",1990,8.1
"Finance, insurance, real estate, rental and leasing",1991,7.6
"Finance, insurance, real estate, rental and leasing",1992,7.4
"Finance, insurance, real estate, rental and leasing",1993,7.4
"Finance, insurance, real estate, rental and leasing",1994,7.1
"Finance, insurance, real estate, rental and leasing",1995,7.9
"Finance, insurance, real estate, rental and leasing",1996,7.1
"Finance, insurance, real estate, rental and leasing",1997,7.3
"Finance, insurance, real estate, rental and leasing",1998,7.8
"Finance, insurance, real estate, rental and leasing",1999,7.9
"Finance, insurance, real estate, rental and leasing",2000,7.3
"Finance, insurance, real estate, rental and leasing",2001,7.7
"Finance, insurance, real estate, rental and leasing",2002,7.4
"Finance, insurance, real estate, rental and leasing",2003,7.5
"Finance, insurance, real estate, rental and leasing",2004,7.6
"Finance, insurance, real estate, rental and leasing",2005,7.6
"Finance, insurance, real estate, rental and leasing",2006,6.8
"Finance, insurance, real estate, rental and leasing",2007,7.1
"Finance, insurance, real estate, rental and leasing",2008,7
"Finance, insurance, real estate, rental and leasing",2009,6.6
"Finance, insurance, real estate, rental and leasing",2010,7.5
"Finance, insurance, real estate, rental and leasing",2011,8.7
"Finance, insurance, real estate, rental and leasing",2012,9.3
"Finance, insurance, real estate, rental and leasing",2013,8.9
"Finance, insurance, real estate, rental and leasing",2014,9.2
"Finance, insurance, real estate, rental and leasing",2015,9
"Finance, insurance, real estate, rental and leasing",2016,8.5
"Finance, insurance, real estate, rental and leasing",2017,7.6
"Finance, insurance, real estate, rental and leasing",2018,7.8
"Finance, insurance, real estate, rental and leasing",2019,7.4
"Finance, insurance, real estate, rental and leasing",2020,7.6
"Finance, insurance, real estate, rental and leasing",2021,6.9
"Finance, insurance, real estate, rental and leasing",2022,6.7
