Industry,Year,Employment
"Forestry, fishing, mining, quarrying, oil and gas",1996,46.1
"Forestry, fishing, mining, quarrying, oil and gas",1997,40.3
"Forestry, fishing, mining, quarrying, oil and gas",1998,37.4
"Forestry, fishing, mining, quarrying, oil and gas",1999,37
"Forestry, fishing, mining, quarrying, oil and gas",2000,33.9
"Forestry, fishing, mining, quarrying, oil and gas",2001,35.9
"Forestry, fishing, mining, quarrying, oil and gas",2002,34.8
"Forestry, fishing, mining, quarrying, oil and gas",2003,30.8
"Forestry, fishing, mining, quarrying, oil and gas",2004,33.8
"Forestry, fishing, mining, quarrying, oil and gas",2005,34.9
"Forestry, fishing, mining, quarrying, oil and gas",2006,38.9
"Forestry, fishing, mining, quarrying, oil and gas",2007,35.6
"Forestry, fishing, mining, quarrying, oil and gas",2008,34.5
"Forestry, fishing, mining, quarrying, oil and gas",2009,33.1
"Forestry, fishing, mining, quarrying, oil and gas",2010,37.9
"Forestry, fishing, mining, quarrying, oil and gas",2011,37.8
"Forestry, fishing, mining, quarrying, oil and gas",2012,34.4
"Forestry, fishing, mining, quarrying, oil and gas",2013,35
"Forestry, fishing, mining, quarrying, oil and gas",2014,31.6
"Forestry, fishing, mining, quarrying, oil and gas",2015,40.5
"Forestry, fishing, mining, quarrying, oil and gas",2016,32.6
"Forestry, fishing, mining, quarrying, oil and gas",2017,31.7
"Forestry, fishing, mining, quarrying, oil and gas",2018,32
"Forestry, fishing, mining, quarrying, oil and gas",2019,35
"Forestry, fishing, mining, quarrying, oil and gas",2020,35
"Forestry, fishing, mining, quarrying, oil and gas",2021,34.5
"Forestry, fishing, mining, quarrying, oil and gas",2022,37
"Forestry, fishing, mining, quarrying, oil and gas",2023,40.2
,,
Forestry and logging and support activities for forestry,1976,..
Forestry and logging and support activities for forestry,1977,..
Forestry and logging and support activities for forestry,1978,..
Forestry and logging and support activities for forestry,1979,..
Forestry and logging and support activities for forestry,1980,..
Forestry and logging and support activities for forestry,1981,..
Forestry and logging and support activities for forestry,1982,..
Forestry and logging and support activities for forestry,1983,..
Forestry and logging and support activities for forestry,1984,..
Forestry and logging and support activities for forestry,1985,..
Forestry and logging and support activities for forestry,1986,..
Forestry and logging and support activities for forestry,1987,9.4
Forestry and logging and support activities for forestry,1988,12.5
Forestry and logging and support activities for forestry,1989,9.6
Forestry and logging and support activities for forestry,1990,11.1
Forestry and logging and support activities for forestry,1991,11
Forestry and logging and support activities for forestry,1992,12.8
Forestry and logging and support activities for forestry,1993,12.5
Forestry and logging and support activities for forestry,1994,13.1
Forestry and logging and support activities for forestry,1995,12.6
Forestry and logging and support activities for forestry,1996,10.8
Forestry and logging and support activities for forestry,1997,8.2
Forestry and logging and support activities for forestry,1998,10.3
Forestry and logging and support activities for forestry,1999,8.9
Forestry and logging and support activities for forestry,2000,8.9
Forestry and logging and support activities for forestry,2001,9.5
Forestry and logging and support activities for forestry,2002,8.9
Forestry and logging and support activities for forestry,2003,8.1
Forestry and logging and support activities for forestry,2004,12
Forestry and logging and support activities for forestry,2005,11.3
Forestry and logging and support activities for forestry,2006,10.4
Forestry and logging and support activities for forestry,2007,8.4
Forestry and logging and support activities for forestry,2008,7.8
Forestry and logging and support activities for forestry,2009,8.1
Forestry and logging and support activities for forestry,2010,8.3
Forestry and logging and support activities for forestry,2011,7.5
Forestry and logging and support activities for forestry,2012,7.9
Forestry and logging and support activities for forestry,2013,5.6
Forestry and logging and support activities for forestry,2014,4.9
Forestry and logging and support activities for forestry,2015,7.1
Forestry and logging and support activities for forestry,2016,6.1
Forestry and logging and support activities for forestry,2017,4.9
Forestry and logging and support activities for forestry,2018,5
Forestry and logging and support activities for forestry,2019,4.7
Forestry and logging and support activities for forestry,2020,7.5
Forestry and logging and support activities for forestry,2021,5.6
Forestry and logging and support activities for forestry,2022,5.3
Forestry and logging and support activities for forestry,2023,4.7
,,
"Fishing, hunting and trapping",1976,..
"Fishing, hunting and trapping",1977,..
"Fishing, hunting and trapping",1978,..
"Fishing, hunting and trapping",1979,..
"Fishing, hunting and trapping",1980,..
"Fishing, hunting and trapping",1981,..
"Fishing, hunting and trapping",1982,..
"Fishing, hunting and trapping",1983,..
"Fishing, hunting and trapping",1984,..
"Fishing, hunting and trapping",1985,..
"Fishing, hunting and trapping",1986,..
"Fishing, hunting and trapping",1987,x
"Fishing, hunting and trapping",1988,x
"Fishing, hunting and trapping",1989,x
"Fishing, hunting and trapping",1990,x
"Fishing, hunting and trapping",1991,x
"Fishing, hunting and trapping",1992,x
"Fishing, hunting and trapping",1993,x
"Fishing, hunting and trapping",1994,x
"Fishing, hunting and trapping",1995,x
"Fishing, hunting and trapping",1996,1.5
"Fishing, hunting and trapping",1997,x
"Fishing, hunting and trapping",1998,x
"Fishing, hunting and trapping",1999,1.9
"Fishing, hunting and trapping",2000,x
"Fishing, hunting and trapping",2001,x
"Fishing, hunting and trapping",2002,x
"Fishing, hunting and trapping",2003,x
"Fishing, hunting and trapping",2004,x
"Fishing, hunting and trapping",2005,x
"Fishing, hunting and trapping",2006,x
"Fishing, hunting and trapping",2007,x
"Fishing, hunting and trapping",2008,x
"Fishing, hunting and trapping",2009,x
"Fishing, hunting and trapping",2010,x
"Fishing, hunting and trapping",2011,x
"Fishing, hunting and trapping",2012,x
"Fishing, hunting and trapping",2013,x
"Fishing, hunting and trapping",2014,x
"Fishing, hunting and trapping",2015,x
"Fishing, hunting and trapping",2016,x
"Fishing, hunting and trapping",2017,x
"Fishing, hunting and trapping",2018,x
"Fishing, hunting and trapping",2019,x
"Fishing, hunting and trapping",2020,x
"Fishing, hunting and trapping",2021,x
"Fishing, hunting and trapping",2022,x
"Fishing, hunting and trapping",2023,x
,,
"Mining, quarrying, and oil and gas extraction",1976,..
"Mining, quarrying, and oil and gas extraction",1977,..
"Mining, quarrying, and oil and gas extraction",1978,..
"Mining, quarrying, and oil and gas extraction",1979,..
"Mining, quarrying, and oil and gas extraction",1980,..
"Mining, quarrying, and oil and gas extraction",1981,..
"Mining, quarrying, and oil and gas extraction",1982,..
"Mining, quarrying, and oil and gas extraction",1983,..
"Mining, quarrying, and oil and gas extraction",1984,..
"Mining, quarrying, and oil and gas extraction",1985,..
"Mining, quarrying, and oil and gas extraction",1986,..
"Mining, quarrying, and oil and gas extraction",1987,47.6
"Mining, quarrying, and oil and gas extraction",1988,47.4
"Mining, quarrying, and oil and gas extraction",1989,49.5
"Mining, quarrying, and oil and gas extraction",1990,44.3
"Mining, quarrying, and oil and gas extraction",1991,40
"Mining, quarrying, and oil and gas extraction",1992,35.5
"Mining, quarrying, and oil and gas extraction",1993,31.2
"Mining, quarrying, and oil and gas extraction",1994,30.2
"Mining, quarrying, and oil and gas extraction",1995,31.7
"Mining, quarrying, and oil and gas extraction",1996,33.8
"Mining, quarrying, and oil and gas extraction",1997,31.1
"Mining, quarrying, and oil and gas extraction",1998,26.2
"Mining, quarrying, and oil and gas extraction",1999,26.2
"Mining, quarrying, and oil and gas extraction",2000,24.1
"Mining, quarrying, and oil and gas extraction",2001,26.2
"Mining, quarrying, and oil and gas extraction",2002,24.9
"Mining, quarrying, and oil and gas extraction",2003,22.1
"Mining, quarrying, and oil and gas extraction",2004,21.1
"Mining, quarrying, and oil and gas extraction",2005,23.3
"Mining, quarrying, and oil and gas extraction",2006,27.4
"Mining, quarrying, and oil and gas extraction",2007,26.2
"Mining, quarrying, and oil and gas extraction",2008,26.3
"Mining, quarrying, and oil and gas extraction",2009,24.2
"Mining, quarrying, and oil and gas extraction",2010,29
"Mining, quarrying, and oil and gas extraction",2011,29.5
"Mining, quarrying, and oil and gas extraction",2012,25.7
"Mining, quarrying, and oil and gas extraction",2013,28.5
"Mining, quarrying, and oil and gas extraction",2014,26.4
"Mining, quarrying, and oil and gas extraction",2015,32.3
"Mining, quarrying, and oil and gas extraction",2016,26.5
"Mining, quarrying, and oil and gas extraction",2017,26.4
"Mining, quarrying, and oil and gas extraction",2018,26.8
"Mining, quarrying, and oil and gas extraction",2019,30
"Mining, quarrying, and oil and gas extraction",2020,26.7
"Mining, quarrying, and oil and gas extraction",2021,28.3
"Mining, quarrying, and oil and gas extraction",2022,31.6
"Mining, quarrying, and oil and gas extraction",2023,35.4
,,
Utilities,1976,41.7
Utilities,1977,44.1
Utilities,1978,46.9
Utilities,1979,45.9
Utilities,1980,49
Utilities,1981,51.3
Utilities,1982,47.9
Utilities,1983,44.1
Utilities,1984,44.5
Utilities,1985,44.7
Utilities,1986,48.2
Utilities,1987,47.9
Utilities,1988,53.7
Utilities,1989,62.1
Utilities,1990,62.8
Utilities,1991,63.3
Utilities,1992,63.7
Utilities,1993,57.2
Utilities,1994,49.7
Utilities,1995,49.7
Utilities,1996,50.2
Utilities,1997,48.7
Utilities,1998,48.6
Utilities,1999,49.1
Utilities,2000,45.8
Utilities,2001,50.1
Utilities,2002,52.1
Utilities,2003,53.8
Utilities,2004,57.2
Utilities,2005,48.3
Utilities,2006,48.3
Utilities,2007,53
Utilities,2008,59.8
Utilities,2009,59
Utilities,2010,54.4
Utilities,2011,50.3
Utilities,2012,51
Utilities,2013,51.6
Utilities,2014,50.4
Utilities,2015,49.8
Utilities,2016,51.6
Utilities,2017,48.1
Utilities,2018,52.2
Utilities,2019,51.4
Utilities,2020,48.9
Utilities,2021,51.4
Utilities,2022,60
Utilities,2023,63.2
,,
Construction,1976,243.5
Construction,1977,236.2
Construction,1978,229.7
Construction,1979,235.7
Construction,1980,221.1
Construction,1981,233.3
Construction,1982,213
Construction,1983,210.9
Construction,1984,224.7
Construction,1985,247.7
Construction,1986,268.9
Construction,1987,298
Construction,1988,301.4
Construction,1989,324.7
Construction,1990,325.5
Construction,1991,287
Construction,1992,270.4
Construction,1993,261
Construction,1994,268.5
Construction,1995,268.4
Construction,1996,261.7
Construction,1997,281
Construction,1998,286
Construction,1999,296.2
Construction,2000,320.1
Construction,2001,334.9
Construction,2002,344.6
Construction,2003,372.7
Construction,2004,371.9
Construction,2005,398
Construction,2006,406
Construction,2007,414.9
Construction,2008,448.7
Construction,2009,424.9
Construction,2010,437.8
Construction,2011,448.4
Construction,2012,464.1
Construction,2013,470.3
Construction,2014,468.6
Construction,2015,476.8
Construction,2016,496
Construction,2017,511.7
Construction,2018,528.1
Construction,2019,544.2
Construction,2020,531
Construction,2021,538.7
Construction,2022,588
Construction,2023,596
,,
Manufacturing,1976,868.3
Manufacturing,1977,877.1
Manufacturing,1978,912.2
Manufacturing,1979,976.3
Manufacturing,1980,992.7
Manufacturing,1981,"1,010.50"
Manufacturing,1982,934.8
Manufacturing,1983,923.9
Manufacturing,1984,976.1
Manufacturing,1985,"1,005.00"
Manufacturing,1986,"1,033.70"
Manufacturing,1987,"1,032.60"
Manufacturing,1988,"1,052.40"
Manufacturing,1989,"1,044.40"
Manufacturing,1990,992.6
Manufacturing,1991,903.9
Manufacturing,1992,855.6
Manufacturing,1993,820.8
Manufacturing,1994,840.4
Manufacturing,1995,879.1
Manufacturing,1996,905.9
Manufacturing,1997,940.5
Manufacturing,1998,986.3
Manufacturing,1999,"1,036.00"
Manufacturing,2000,"1,072.00"
Manufacturing,2001,"1,062.10"
Manufacturing,2002,"1,094.40"
Manufacturing,2003,"1,095.90"
Manufacturing,2004,"1,106.30"
Manufacturing,2005,"1,063.00"
Manufacturing,2006,999.6
Manufacturing,2007,945.2
Manufacturing,2008,881
Manufacturing,2009,773.6
Manufacturing,2010,766.4
Manufacturing,2011,780.4
Manufacturing,2012,788.2
Manufacturing,2013,769.6
Manufacturing,2014,763.1
Manufacturing,2015,765.1
Manufacturing,2016,784.1
Manufacturing,2017,797.6
Manufacturing,2018,793.7
Manufacturing,2019,770
Manufacturing,2020,732.6
Manufacturing,2021,775.2
Manufacturing,2022,787.1
Manufacturing,2023,808
,,
Durables,1976,..
Durables,1977,..
Durables,1978,..
Durables,1979,..
Durables,1980,..
Durables,1981,..
Durables,1982,..
Durables,1983,..
Durables,1984,..
Durables,1985,..
Durables,1986,..
Durables,1987,650.4
Durables,1988,664.7
Durables,1989,639.9
Durables,1990,618.6
Durables,1991,559.7
Durables,1992,525.7
Durables,1993,493
Durables,1994,523.7
Durables,1995,544.7
Durables,1996,563.9
Durables,1997,590.4
Durables,1998,608.1
Durables,1999,659
Durables,2000,700.2
Durables,2001,701.2
Durables,2002,708.9
Durables,2003,698.6
Durables,2004,715.8
Durables,2005,677.7
Durables,2006,653.5
Durables,2007,609.5
Durables,2008,556.7
Durables,2009,477.4
Durables,2010,468.5
Durables,2011,487.2
Durables,2012,504.3
Durables,2013,491.9
Durables,2014,484.6
Durables,2015,484.5
Durables,2016,508.9
Durables,2017,524.4
Durables,2018,511.4
Durables,2019,483.4
Durables,2020,458.8
Durables,2021,488
Durables,2022,500.2
Durables,2023,526.6
,,
Non-durables,1976,..
Non-durables,1977,..
Non-durables,1978,..
Non-durables,1979,..
Non-durables,1980,..
Non-durables,1981,..
Non-durables,1982,..
Non-durables,1983,..
Non-durables,1984,..
Non-durables,1985,..
Non-durables,1986,..
Non-durables,1987,382.2
Non-durables,1988,387.7
Non-durables,1989,404.5
Non-durables,1990,374
Non-durables,1991,344.2
Non-durables,1992,329.9
Non-durables,1993,327.7
Non-durables,1994,316.8
Non-durables,1995,334.4
Non-durables,1996,342
Non-durables,1997,350.1
Non-durables,1998,378.3
Non-durables,1999,377
Non-durables,2000,371.8
Non-durables,2001,360.9
Non-durables,2002,385.6
Non-durables,2003,397.3
Non-durables,2004,390.5
Non-durables,2005,385.3
Non-durables,2006,346.2
Non-durables,2007,335.7
Non-durables,2008,324.3
Non-durables,2009,296.2
Non-durables,2010,297.9
Non-durables,2011,293.2
Non-durables,2012,283.9
Non-durables,2013,277.6
Non-durables,2014,278.5
Non-durables,2015,280.6
Non-durables,2016,275.2
Non-durables,2017,273.2
Non-durables,2018,282.2
Non-durables,2019,286.6
Non-durables,2020,273.8
Non-durables,2021,287.2
Non-durables,2022,286.8
Non-durables,2023,281.4
,,
Services-producing,1976,"2,414.10"
Services-producing,1977,"2,467.50"
Services-producing,1978,"2,561.90"
Services-producing,1979,"2,652.70"
Services-producing,1980,"2,710.70"
Services-producing,1981,"2,800.40"
Services-producing,1982,"2,827.80"
Services-producing,1983,"2,888.70"
Services-producing,1984,"2,994.10"
Services-producing,1985,"3,114.20"
Services-producing,1986,"3,212.20"
Services-producing,1987,"3,344.30"
Services-producing,1988,"3,503.80"
Services-producing,1989,"3,594.40"
Services-producing,1990,"3,645.10"
Services-producing,1991,"3,597.60"
Services-producing,1992,"3,582.90"
Services-producing,1993,"3,639.70"
Services-producing,1994,"3,699.20"
Services-producing,1995,"3,753.20"
Services-producing,1996,"3,800.40"
Services-producing,1997,"3,879.80"
Services-producing,1998,"3,992.10"
Services-producing,1999,"4,104.80"
Services-producing,2000,"4,245.80"
Services-producing,2001,"4,354.60"
Services-producing,2002,"4,432.50"
Services-producing,2003,"4,579.10"
Services-producing,2004,"4,667.90"
Services-producing,2005,"4,743.60"
Services-producing,2006,"4,872.50"
Services-producing,2007,"4,998.40"
Services-producing,2008,"5,094.50"
Services-producing,2009,"5,070.40"
Services-producing,2010,"5,171.50"
Services-producing,2011,"5,254.90"
Services-producing,2012,"5,278.30"
Services-producing,2013,"5,396.50"
Services-producing,2014,"5,446.20"
Services-producing,2015,"5,480.30"
Services-producing,2016,"5,516.20"
Services-producing,2017,"5,659.80"
Services-producing,2018,"5,769.10"
Services-producing,2019,"5,954.60"
Services-producing,2020,"5,610.40"
Services-producing,2021,"5,927.10"
Services-producing,2022,"6,188.10"
Services-producing,2023,"6,328.50"
,,
Wholesale and retail trade,1976,594.1
Wholesale and retail trade,1977,586.1
Wholesale and retail trade,1978,614.5
Wholesale and retail trade,1979,644.2
Wholesale and retail trade,1980,630.7
Wholesale and retail trade,1981,624.3
Wholesale and retail trade,1982,639.5
Wholesale and retail trade,1983,651.7
Wholesale and retail trade,1984,680.6
Wholesale and retail trade,1985,734.8
Wholesale and retail trade,1986,741.6
Wholesale and retail trade,1987,755.9
Wholesale and retail trade,1988,802.2
Wholesale and retail trade,1989,786.9
Wholesale and retail trade,1990,776.3
Wholesale and retail trade,1991,758.3
Wholesale and retail trade,1992,762.4
Wholesale and retail trade,1993,770.9
Wholesale and retail trade,1994,762
Wholesale and retail trade,1995,757.8
Wholesale and retail trade,1996,777.2
Wholesale and retail trade,1997,797.6
Wholesale and retail trade,1998,802.9
Wholesale and retail trade,1999,841.8
Wholesale and retail trade,2000,879.3
Wholesale and retail trade,2001,929.4
Wholesale and retail trade,2002,923.5
Wholesale and retail trade,2003,939.6
Wholesale and retail trade,2004,962.7
Wholesale and retail trade,2005,992.6
Wholesale and retail trade,2006,"1,019.60"
Wholesale and retail trade,2007,"1,013.40"
Wholesale and retail trade,2008,"1,018.70"
Wholesale and retail trade,2009,"1,003.40"
Wholesale and retail trade,2010,"1,011.10"
Wholesale and retail trade,2011,"1,005.80"
Wholesale and retail trade,2012,"1,016.20"
Wholesale and retail trade,2013,"1,035.00"
Wholesale and retail trade,2014,"1,063.80"
Wholesale and retail trade,2015,"1,056.90"
Wholesale and retail trade,2016,"1,055.60"
Wholesale and retail trade,2017,"1,108.90"
Wholesale and retail trade,2018,"1,102.00"
Wholesale and retail trade,2019,"1,119.60"
Wholesale and retail trade,2020,"1,057.50"
Wholesale and retail trade,2021,"1,113.30"
Wholesale and retail trade,2022,"1,147.80"
Wholesale and retail trade,2023,"1,123.50"
,,
Wholesale trade,1976,..
Wholesale trade,1977,..
Wholesale trade,1978,..
Wholesale trade,1979,..
Wholesale trade,1980,..
Wholesale trade,1981,..
Wholesale trade,1982,..
Wholesale trade,1983,..
Wholesale trade,1984,..
Wholesale trade,1985,..
Wholesale trade,1986,..
Wholesale trade,1987,154.4
Wholesale trade,1988,170.8
Wholesale trade,1989,159.1
Wholesale trade,1990,153
Wholesale trade,1991,141.5
Wholesale trade,1992,153.4
Wholesale trade,1993,144
Wholesale trade,1994,159.7
Wholesale trade,1995,157.5
Wholesale trade,1996,158.1
Wholesale trade,1997,170.2
Wholesale trade,1998,172.8
Wholesale trade,1999,191.1
Wholesale trade,2000,210.9
Wholesale trade,2001,225.3
Wholesale trade,2002,224
Wholesale trade,2003,224.7
Wholesale trade,2004,238.5
Wholesale trade,2005,246.6
Wholesale trade,2006,243.6
Wholesale trade,2007,226
Wholesale trade,2008,229.2
Wholesale trade,2009,239.7
Wholesale trade,2010,245
Wholesale trade,2011,229.1
Wholesale trade,2012,222.7
Wholesale trade,2013,232.7
Wholesale trade,2014,252.9
Wholesale trade,2015,286.1
Wholesale trade,2016,285.9
Wholesale trade,2017,273.2
Wholesale trade,2018,265.3
Wholesale trade,2019,263.6
Wholesale trade,2020,242.9
Wholesale trade,2021,261.3
Wholesale trade,2022,277.6
Wholesale trade,2023,281
,,
Retail trade,1976,..
Retail trade,1977,..
Retail trade,1978,..
Retail trade,1979,..
Retail trade,1980,..
Retail trade,1981,..
Retail trade,1982,..
Retail trade,1983,..
Retail trade,1984,..
Retail trade,1985,..
Retail trade,1986,..
Retail trade,1987,601.5
Retail trade,1988,631.4
Retail trade,1989,627.8
Retail trade,1990,623.3
Retail trade,1991,616.7
Retail trade,1992,609
Retail trade,1993,626.9
Retail trade,1994,602.4
Retail trade,1995,600.3
Retail trade,1996,619.1
Retail trade,1997,627.4
Retail trade,1998,630.1
Retail trade,1999,650.7
Retail trade,2000,668.4
Retail trade,2001,704.1
Retail trade,2002,699.5
Retail trade,2003,714.9
Retail trade,2004,724.2
Retail trade,2005,746
Retail trade,2006,775.9
Retail trade,2007,787.3
Retail trade,2008,789.4
Retail trade,2009,763.7
Retail trade,2010,766.1
Retail trade,2011,776.7
Retail trade,2012,793.5
Retail trade,2013,802.4
Retail trade,2014,810.9
Retail trade,2015,770.8
Retail trade,2016,769.7
Retail trade,2017,835.7
Retail trade,2018,836.7
Retail trade,2019,856
Retail trade,2020,814.6
Retail trade,2021,852.1
Retail trade,2022,870.3
Retail trade,2023,842.5
,,
Transportation and warehousing,1976,179.1
Transportation and warehousing,1977,180.4
Transportation and warehousing,1978,189.2
Transportation and warehousing,1979,190.1
Transportation and warehousing,1980,198.5
Transportation and warehousing,1981,201.3
Transportation and warehousing,1982,198
Transportation and warehousing,1983,194.3
Transportation and warehousing,1984,204.6
Transportation and warehousing,1985,219.6
Transportation and warehousing,1986,222.5
Transportation and warehousing,1987,221.6
Transportation and warehousing,1988,228.2
Transportation and warehousing,1989,236
Transportation and warehousing,1990,233
Transportation and warehousing,1991,221.5
Transportation and warehousing,1992,209.1
Transportation and warehousing,1993,217.4
Transportation and warehousing,1994,231.9
Transportation and warehousing,1995,241.5
Transportation and warehousing,1996,243.2
Transportation and warehousing,1997,244.2
Transportation and warehousing,1998,258.7
Transportation and warehousing,1999,258.3
Transportation and warehousing,2000,273.1
Transportation and warehousing,2001,279.8
Transportation and warehousing,2002,279.6
Transportation and warehousing,2003,290.3
Transportation and warehousing,2004,300.4
Transportation and warehousing,2005,292.9
Transportation and warehousing,2006,296.8
Transportation and warehousing,2007,310.6
Transportation and warehousing,2008,325.3
Transportation and warehousing,2009,311.1
Transportation and warehousing,2010,306.6
Transportation and warehousing,2011,319.2
Transportation and warehousing,2012,312.3
Transportation and warehousing,2013,333.1
Transportation and warehousing,2014,322.8
Transportation and warehousing,2015,317.8
Transportation and warehousing,2016,328.4
Transportation and warehousing,2017,336.7
Transportation and warehousing,2018,370.3
Transportation and warehousing,2019,392.1
Transportation and warehousing,2020,347.2
Transportation and warehousing,2021,365.7
Transportation and warehousing,2022,378.4
Transportation and warehousing,2023,397.1
,,
"Finance, insurance, real estate, rental and leasing",1976,225.4
"Finance, insurance, real estate, rental and leasing",1977,235.7
"Finance, insurance, real estate, rental and leasing",1978,248.1
"Finance, insurance, real estate, rental and leasing",1979,262.2
"Finance, insurance, real estate, rental and leasing",1980,273.4
"Finance, insurance, real estate, rental and leasing",1981,279.3
"Finance, insurance, real estate, rental and leasing",1982,283.8
"Finance, insurance, real estate, rental and leasing",1983,284.6
"Finance, insurance, real estate, rental and leasing",1984,312.3
"Finance, insurance, real estate, rental and leasing",1985,301
"Finance, insurance, real estate, rental and leasing",1986,313.7
"Finance, insurance, real estate, rental and leasing",1987,337.5
"Finance, insurance, real estate, rental and leasing",1988,356.1
"Finance, insurance, real estate, rental and leasing",1989,373.9
"Finance, insurance, real estate, rental and leasing",1990,395.2
"Finance, insurance, real estate, rental and leasing",1991,384.4
"Finance, insurance, real estate, rental and leasing",1992,368.6
"Finance, insurance, real estate, rental and leasing",1993,365.3
"Finance, insurance, real estate, rental and leasing",1994,353.4
"Finance, insurance, real estate, rental and leasing",1995,360.3
"Finance, insurance, real estate, rental and leasing",1996,370.3
"Finance, insurance, real estate, rental and leasing",1997,371.7
"Finance, insurance, real estate, rental and leasing",1998,370.8
"Finance, insurance, real estate, rental and leasing",1999,379.9
"Finance, insurance, real estate, rental and leasing",2000,378.8
"Finance, insurance, real estate, rental and leasing",2001,389.9
"Finance, insurance, real estate, rental and leasing",2002,393.7
"Finance, insurance, real estate, rental and leasing",2003,411.1
"Finance, insurance, real estate, rental and leasing",2004,429
"Finance, insurance, real estate, rental and leasing",2005,448
