Industry,Year,Employment
"Forestry, fishing, mining, quarrying, oil and gas",2012,29.6
"Forestry, fishing, mining, quarrying, oil and gas",2013,26.5
"Forestry, fishing, mining, quarrying, oil and gas",2014,28.4
"Forestry, fishing, mining, quarrying, oil and gas",2015,26.5
"Forestry, fishing, mining, quarrying, oil and gas",2016,25.1
"Forestry, fishing, mining, quarrying, oil and gas",2017,23.2
"Forestry, fishing, mining, quarrying, oil and gas",2018,23.5
"Forestry, fishing, mining, quarrying, oil and gas",2019,23.9
"Forestry, fishing, mining, quarrying, oil and gas",2020,20.4
"Forestry, fishing, mining, quarrying, oil and gas",2021,21.2
"Forestry, fishing, mining, quarrying, oil and gas",2022,19.9
"Forestry, fishing, mining, quarrying, oil and gas",2023,20.5
,,
Forestry and logging and support activities for forestry,1976,..
Forestry and logging and support activities for forestry,1977,..
Forestry and logging and support activities for forestry,1978,..
Forestry and logging and support activities for forestry,1979,..
Forestry and logging and support activities for forestry,1980,..
Forestry and logging and support activities for forestry,1981,..
Forestry and logging and support activities for forestry,1982,..
Forestry and logging and support activities for forestry,1983,..
Forestry and logging and support activities for forestry,1984,..
Forestry and logging and support activities for forestry,1985,..
Forestry and logging and support activities for forestry,1986,..
Forestry and logging and support activities for forestry,1987,0.8
Forestry and logging and support activities for forestry,1988,0.9
Forestry and logging and support activities for forestry,1989,1.6
Forestry and logging and support activities for forestry,1990,1.1
Forestry and logging and support activities for forestry,1991,1.8
Forestry and logging and support activities for forestry,1992,1.9
Forestry and logging and support activities for forestry,1993,1.1
Forestry and logging and support activities for forestry,1994,1.9
Forestry and logging and support activities for forestry,1995,1.7
Forestry and logging and support activities for forestry,1996,1.9
Forestry and logging and support activities for forestry,1997,1.2
Forestry and logging and support activities for forestry,1998,1.4
Forestry and logging and support activities for forestry,1999,1
Forestry and logging and support activities for forestry,2000,1.4
Forestry and logging and support activities for forestry,2001,1.5
Forestry and logging and support activities for forestry,2002,1
Forestry and logging and support activities for forestry,2003,1.3
Forestry and logging and support activities for forestry,2004,1.2
Forestry and logging and support activities for forestry,2005,0.8
Forestry and logging and support activities for forestry,2006,0.9
Forestry and logging and support activities for forestry,2007,0.7
Forestry and logging and support activities for forestry,2008,1.3
Forestry and logging and support activities for forestry,2009,0.9
Forestry and logging and support activities for forestry,2010,0.9
Forestry and logging and support activities for forestry,2011,1.3
Forestry and logging and support activities for forestry,2012,1.5
Forestry and logging and support activities for forestry,2013,1.1
Forestry and logging and support activities for forestry,2014,1
Forestry and logging and support activities for forestry,2015,0.7
Forestry and logging and support activities for forestry,2016,1
Forestry and logging and support activities for forestry,2017,0.5
Forestry and logging and support activities for forestry,2018,0.8
Forestry and logging and support activities for forestry,2019,0.7
Forestry and logging and support activities for forestry,2020,0.5
Forestry and logging and support activities for forestry,2021,0.7
Forestry and logging and support activities for forestry,2022,0.6
Forestry and logging and support activities for forestry,2023,0.7
,,
"Fishing, hunting and trapping",1976,..
"Fishing, hunting and trapping",1977,..
"Fishing, hunting and trapping",1978,..
"Fishing, hunting and trapping",1979,..
"Fishing, hunting and trapping",1980,..
"Fishing, hunting and trapping",1981,..
"Fishing, hunting and trapping",1982,..
"Fishing, hunting and trapping",1983,..
"Fishing, hunting and trapping",1984,..
"Fishing, hunting and trapping",1985,..
"Fishing, hunting and trapping",1986,..
"Fishing, hunting and trapping",1987,x
"Fishing, hunting and trapping",1988,0.5
"Fishing, hunting and trapping",1989,x
"Fishing, hunting and trapping",1990,0.5
"Fishing, hunting and trapping",1991,x
"Fishing, hunting and trapping",1992,x
"Fishing, hunting and trapping",1993,x
"Fishing, hunting and trapping",1994,x
"Fishing, hunting and trapping",1995,x
"Fishing, hunting and trapping",1996,x
"Fishing, hunting and trapping",1997,x
"Fishing, hunting and trapping",1998,x
"Fishing, hunting and trapping",1999,x
"Fishing, hunting and trapping",2000,x
"Fishing, hunting and trapping",2001,x
"Fishing, hunting and trapping",2002,x
"Fishing, hunting and trapping",2003,x
"Fishing, hunting and trapping",2004,x
"Fishing, hunting and trapping",2005,x
"Fishing, hunting and trapping",2006,x
"Fishing, hunting and trapping",2007,x
"Fishing, hunting and trapping",2008,x
"Fishing, hunting and trapping",2009,x
"Fishing, hunting and trapping",2010,x
"Fishing, hunting and trapping",2011,x
"Fishing, hunting and trapping",2012,x
"Fishing, hunting and trapping",2013,x
"Fishing, hunting and trapping",2014,x
"Fishing, hunting and trapping",2015,x
"Fishing, hunting and trapping",2016,x
"Fishing, hunting and trapping",2017,x
"Fishing, hunting and trapping",2018,x
"Fishing, hunting and trapping",2019,x
"Fishing, hunting and trapping",2020,x
"Fishing, hunting and trapping",2021,x
"Fishing, hunting and trapping",2022,x
"Fishing, hunting and trapping",2023,x
,,
"Mining, quarrying, and oil and gas extraction",1976,..
"Mining, quarrying, and oil and gas extraction",1977,..
"Mining, quarrying, and oil and gas extraction",1978,..
"Mining, quarrying, and oil and gas extraction",1979,..
"Mining, quarrying, and oil and gas extraction",1980,..
"Mining, quarrying, and oil and gas extraction",1981,..
"Mining, quarrying, and oil and gas extraction",1982,..
"Mining, quarrying, and oil and gas extraction",1983,..
"Mining, quarrying, and oil and gas extraction",1984,..
"Mining, quarrying, and oil and gas extraction",1985,..
"Mining, quarrying, and oil and gas extraction",1986,..
"Mining, quarrying, and oil and gas extraction",1987,10.9
"Mining, quarrying, and oil and gas extraction",1988,10.8
"Mining, quarrying, and oil and gas extraction",1989,11.3
"Mining, quarrying, and oil and gas extraction",1990,11.1
"Mining, quarrying, and oil and gas extraction",1991,11.2
"Mining, quarrying, and oil and gas extraction",1992,10.6
"Mining, quarrying, and oil and gas extraction",1993,11.2
"Mining, quarrying, and oil and gas extraction",1994,11.1
"Mining, quarrying, and oil and gas extraction",1995,10.8
"Mining, quarrying, and oil and gas extraction",1996,12.1
"Mining, quarrying, and oil and gas extraction",1997,14.7
"Mining, quarrying, and oil and gas extraction",1998,14
"Mining, quarrying, and oil and gas extraction",1999,11.7
"Mining, quarrying, and oil and gas extraction",2000,13.3
"Mining, quarrying, and oil and gas extraction",2001,14.4
"Mining, quarrying, and oil and gas extraction",2002,14.2
"Mining, quarrying, and oil and gas extraction",2003,15.9
"Mining, quarrying, and oil and gas extraction",2004,17.7
"Mining, quarrying, and oil and gas extraction",2005,17.5
"Mining, quarrying, and oil and gas extraction",2006,21
"Mining, quarrying, and oil and gas extraction",2007,21.9
"Mining, quarrying, and oil and gas extraction",2008,24.8
"Mining, quarrying, and oil and gas extraction",2009,23.5
"Mining, quarrying, and oil and gas extraction",2010,24.7
"Mining, quarrying, and oil and gas extraction",2011,26.8
"Mining, quarrying, and oil and gas extraction",2012,28.1
"Mining, quarrying, and oil and gas extraction",2013,25.3
"Mining, quarrying, and oil and gas extraction",2014,27.2
"Mining, quarrying, and oil and gas extraction",2015,25.7
"Mining, quarrying, and oil and gas extraction",2016,24.1
"Mining, quarrying, and oil and gas extraction",2017,22.7
"Mining, quarrying, and oil and gas extraction",2018,22.6
"Mining, quarrying, and oil and gas extraction",2019,23.1
"Mining, quarrying, and oil and gas extraction",2020,19.7
"Mining, quarrying, and oil and gas extraction",2021,20.3
"Mining, quarrying, and oil and gas extraction",2022,19.2
"Mining, quarrying, and oil and gas extraction",2023,19.8
,,
Utilities,1976,3.2
Utilities,1977,4.4
Utilities,1978,3.7
Utilities,1979,3.2
Utilities,1980,3.7
Utilities,1981,4.9
Utilities,1982,5.2
Utilities,1983,4.3
Utilities,1984,3.3
Utilities,1985,3.5
Utilities,1986,4.1
Utilities,1987,4.2
Utilities,1988,4.5
Utilities,1989,4.5
Utilities,1990,4.3
Utilities,1991,4.1
Utilities,1992,4.2
Utilities,1993,4.4
Utilities,1994,4.6
Utilities,1995,5
Utilities,1996,4.2
Utilities,1997,4.2
Utilities,1998,3.6
Utilities,1999,3.5
Utilities,2000,3.5
Utilities,2001,3.4
Utilities,2002,3.9
Utilities,2003,4.1
Utilities,2004,4.4
Utilities,2005,4.5
Utilities,2006,4.4
Utilities,2007,4.1
Utilities,2008,4.5
Utilities,2009,4.6
Utilities,2010,4.2
Utilities,2011,4.2
Utilities,2012,5.1
Utilities,2013,5.8
Utilities,2014,6.5
Utilities,2015,6.9
Utilities,2016,6.6
Utilities,2017,7
Utilities,2018,8.1
Utilities,2019,7
Utilities,2020,6.6
Utilities,2021,6
Utilities,2022,6.7
Utilities,2023,7.5
,,
Construction,1976,25.5
Construction,1977,31
Construction,1978,27.9
Construction,1979,28.1
Construction,1980,28.9
Construction,1981,29.8
Construction,1982,26.3
Construction,1983,27.2
Construction,1984,26.4
Construction,1985,24.9
Construction,1986,24.7
Construction,1987,26.3
Construction,1988,25.3
Construction,1989,24.7
Construction,1990,23.4
Construction,1991,21.1
Construction,1992,19.9
Construction,1993,18.1
Construction,1994,19.4
Construction,1995,22.1
Construction,1996,19.7
Construction,1997,22.1
Construction,1998,22.5
Construction,1999,23.6
Construction,2000,23.3
Construction,2001,23.2
Construction,2002,24.7
Construction,2003,23.1
Construction,2004,24.2
Construction,2005,26.3
Construction,2006,30.3
Construction,2007,33.6
Construction,2008,35.2
Construction,2009,39.2
Construction,2010,44.1
Construction,2011,45.5
Construction,2012,48.7
Construction,2013,52.5
Construction,2014,55.2
Construction,2015,54.1
Construction,2016,51.1
Construction,2017,50.8
Construction,2018,47.6
Construction,2019,45.5
Construction,2020,39.6
Construction,2021,42.9
Construction,2022,46.8
Construction,2023,43.3
,,
Manufacturing,1976,21.7
Manufacturing,1977,20.9
Manufacturing,1978,22
Manufacturing,1979,22.6
Manufacturing,1980,21
Manufacturing,1981,23
Manufacturing,1982,23
Manufacturing,1983,20.9
Manufacturing,1984,22.5
Manufacturing,1985,24.3
Manufacturing,1986,23
Manufacturing,1987,21.8
Manufacturing,1988,25.4
Manufacturing,1989,25.8
Manufacturing,1990,24.9
Manufacturing,1991,24
Manufacturing,1992,24.8
Manufacturing,1993,24.3
Manufacturing,1994,25.9
Manufacturing,1995,26
Manufacturing,1996,27.9
Manufacturing,1997,29.2
Manufacturing,1998,29.9
Manufacturing,1999,27.6
Manufacturing,2000,28
Manufacturing,2001,28.1
Manufacturing,2002,28.5
Manufacturing,2003,27
Manufacturing,2004,28.6
Manufacturing,2005,30
Manufacturing,2006,29.3
Manufacturing,2007,31
Manufacturing,2008,31.5
Manufacturing,2009,30.2
Manufacturing,2010,30.5
Manufacturing,2011,27.9
Manufacturing,2012,28.2
Manufacturing,2013,30.5
Manufacturing,2014,29.4
Manufacturing,2015,27.3
Manufacturing,2016,25.5
Manufacturing,2017,28.8
Manufacturing,2018,28.3
Manufacturing,2019,30.3
Manufacturing,2020,30.8
Manufacturing,2021,31.6
Manufacturing,2022,31.9
Manufacturing,2023,33
,,
Durables,1976,..
Durables,1977,..
Durables,1978,..
Durables,1979,..
Durables,1980,..
Durables,1981,..
Durables,1982,..
Durables,1983,..
Durables,1984,..
Durables,1985,..
Durables,1986,..
Durables,1987,10.1
Durables,1988,12.9
Durables,1989,12.4
Durables,1990,12.3
Durables,1991,11.5
Durables,1992,12.5
Durables,1993,12.2
Durables,1994,14
Durables,1995,14.1
Durables,1996,15.9
Durables,1997,15.5
Durables,1998,16.9
Durables,1999,14.4
Durables,2000,14.4
Durables,2001,14.8
Durables,2002,15.4
Durables,2003,14.5
Durables,2004,16.2
Durables,2005,16.9
Durables,2006,17.8
Durables,2007,19.1
Durables,2008,20.4
Durables,2009,19.7
Durables,2010,19.9
Durables,2011,17.2
Durables,2012,18
Durables,2013,19.1
Durables,2014,17.8
Durables,2015,17.7
Durables,2016,15.7
Durables,2017,18.1
Durables,2018,17
Durables,2019,18.4
Durables,2020,18.8
Durables,2021,18.7
Durables,2022,18.9
Durables,2023,20.7
,,
Non-durables,1976,..
Non-durables,1977,..
Non-durables,1978,..
Non-durables,1979,..
Non-durables,1980,..
Non-durables,1981,..
Non-durables,1982,..
Non-durables,1983,..
Non-durables,1984,..
Non-durables,1985,..
Non-durables,1986,..
Non-durables,1987,11.7
Non-durables,1988,12.5
Non-durables,1989,13.4
Non-durables,1990,12.7
Non-durables,1991,12.4
Non-durables,1992,12.3
Non-durables,1993,12.1
Non-durables,1994,11.8
Non-durables,1995,11.9
Non-durables,1996,12.1
Non-durables,1997,13.7
Non-durables,1998,12.9
Non-durables,1999,13.2
Non-durables,2000,13.5
Non-durables,2001,13.4
Non-durables,2002,13.1
Non-durables,2003,12.5
Non-durables,2004,12.3
Non-durables,2005,13.1
Non-durables,2006,11.5
Non-durables,2007,11.9
Non-durables,2008,11.1
Non-durables,2009,10.4
Non-durables,2010,10.6
Non-durables,2011,10.7
Non-durables,2012,10.1
Non-durables,2013,11.4
Non-durables,2014,11.6
Non-durables,2015,9.6
Non-durables,2016,9.8
Non-durables,2017,10.7
Non-durables,2018,11.3
Non-durables,2019,11.9
Non-durables,2020,11.9
Non-durables,2021,12.9
Non-durables,2022,13
Non-durables,2023,12.4
,,
Services-producing,1976,227
Services-producing,1977,235.2
Services-producing,1978,242.1
Services-producing,1979,254.2
Services-producing,1980,265.9
Services-producing,1981,272.6
Services-producing,1982,276.4
Services-producing,1983,283.3
Services-producing,1984,287.8
Services-producing,1985,297.7
Services-producing,1986,306.1
Services-producing,1987,306.4
Services-producing,1988,308
Services-producing,1989,306.8
Services-producing,1990,306.5
Services-producing,1991,308.3
Services-producing,1992,305.6
Services-producing,1993,308.1
Services-producing,1994,316.5
Services-producing,1995,318.9
Services-producing,1996,317.9
Services-producing,1997,324.3
Services-producing,1998,328
Services-producing,1999,337.6
Services-producing,2000,342.6
Services-producing,2001,337.5
Services-producing,2002,346.7
Services-producing,2003,357.8
Services-producing,2004,357.4
Services-producing,2005,356.7
Services-producing,2006,359.2
Services-producing,2007,371.6
Services-producing,2008,379.3
Services-producing,2009,385.7
Services-producing,2010,388.4
Services-producing,2011,393.8
Services-producing,2012,397.1
Services-producing,2013,404.2
Services-producing,2014,402.4
Services-producing,2015,407.9
Services-producing,2016,411.4
Services-producing,2017,414.6
Services-producing,2018,419.5
Services-producing,2019,429.4
Services-producing,2020,413
Services-producing,2021,429
Services-producing,2022,448.5
Services-producing,2023,463.3
,,
Wholesale and retail trade,1976,53.2
Wholesale and retail trade,1977,60
Wholesale and retail trade,1978,60.6
Wholesale and retail trade,1979,64.6
Wholesale and retail trade,1980,68.1
Wholesale and retail trade,1981,70.6
Wholesale and retail trade,1982,70.5
Wholesale and retail trade,1983,67.6
Wholesale and retail trade,1984,69.6
Wholesale and retail trade,1985,70.8
Wholesale and retail trade,1986,74.2
Wholesale and retail trade,1987,73
Wholesale and retail trade,1988,71.5
Wholesale and retail trade,1989,69.3
Wholesale and retail trade,1990,71.5
Wholesale and retail trade,1991,70.7
Wholesale and retail trade,1992,68.6
Wholesale and retail trade,1993,67.1
Wholesale and retail trade,1994,71
Wholesale and retail trade,1995,70
Wholesale and retail trade,1996,69.2
Wholesale and retail trade,1997,70.3
Wholesale and retail trade,1998,71.9
Wholesale and retail trade,1999,74.7
Wholesale and retail trade,2000,75.7
Wholesale and retail trade,2001,72.1
Wholesale and retail trade,2002,75.8
Wholesale and retail trade,2003,77.6
Wholesale and retail trade,2004,77.1
Wholesale and retail trade,2005,78.2
Wholesale and retail trade,2006,76.2
Wholesale and retail trade,2007,81
Wholesale and retail trade,2008,84.6
Wholesale and retail trade,2009,84.2
Wholesale and retail trade,2010,85.2
Wholesale and retail trade,2011,86.7
Wholesale and retail trade,2012,85.4
Wholesale and retail trade,2013,85.2
Wholesale and retail trade,2014,82.3
Wholesale and retail trade,2015,83.3
Wholesale and retail trade,2016,88.4
Wholesale and retail trade,2017,92.6
Wholesale and retail trade,2018,92.3
Wholesale and retail trade,2019,89.8
Wholesale and retail trade,2020,86.9
Wholesale and retail trade,2021,94.9
Wholesale and retail trade,2022,98.2
Wholesale and retail trade,2023,98.9
,,
Wholesale trade,1976,..
Wholesale trade,1977,..
Wholesale trade,1978,..
Wholesale trade,1979,..
Wholesale trade,1980,..
Wholesale trade,1981,..
Wholesale trade,1982,..
Wholesale trade,1983,..
Wholesale trade,1984,..
Wholesale trade,1985,..
Wholesale trade,1986,..
Wholesale trade,1987,17.4
Wholesale trade,1988,15.4
Wholesale trade,1989,13.5
Wholesale trade,1990,15.2
Wholesale trade,1991,15
Wholesale trade,1992,14.6
Wholesale trade,1993,16
Wholesale trade,1994,15
Wholesale trade,1995,15.1
Wholesale trade,1996,15.5
Wholesale trade,1997,16.6
Wholesale trade,1998,17.3
Wholesale trade,1999,18.2
Wholesale trade,2000,18.2
Wholesale trade,2001,18
Wholesale trade,2002,17.6
Wholesale trade,2003,17.4
Wholesale trade,2004,17.4
Wholesale trade,2005,18
Wholesale trade,2006,16.8
Wholesale trade,2007,19.3
Wholesale trade,2008,20.5
Wholesale trade,2009,20.3
Wholesale trade,2010,21.7
Wholesale trade,2011,22.1
Wholesale trade,2012,20.4
Wholesale trade,2013,22.1
Wholesale trade,2014,20.8
Wholesale trade,2015,20.7
Wholesale trade,2016,23.1
Wholesale trade,2017,24.1
Wholesale trade,2018,24.5
Wholesale trade,2019,24.3
Wholesale trade,2020,23.4
Wholesale trade,2021,22.8
Wholesale trade,2022,24.4
Wholesale trade,2023,25.7
,,
Retail trade,1976,..
Retail trade,1977,..
Retail trade,1978,..
Retail trade,1979,..
Retail trade,1980,..
Retail trade,1981,..
Retail trade,1982,..
Retail trade,1983,..
Retail trade,1984,..
Retail trade,1985,..
Retail trade,1986,..
Retail trade,1987,55.5
Retail trade,1988,56
Retail trade,1989,55.9
Retail trade,1990,56.3
Retail trade,1991,55.7
Retail trade,1992,54.1
Retail trade,1993,51.1
Retail trade,1994,56
Retail trade,1995,54.9
Retail trade,1996,53.7
Retail trade,1997,53.7
Retail trade,1998,54.6
Retail trade,1999,56.5
Retail trade,2000,57.5
Retail trade,2001,54.1
Retail trade,2002,58.3
Retail trade,2003,60.2
Retail trade,2004,59.8
Retail trade,2005,60.2
Retail trade,2006,59.4
Retail trade,2007,61.7
Retail trade,2008,64
Retail trade,2009,63.9
Retail trade,2010,63.5
Retail trade,2011,64.6
Retail trade,2012,65
Retail trade,2013,63
Retail trade,2014,61.4
Retail trade,2015,62.6
Retail trade,2016,65.2
Retail trade,2017,68.5
Retail trade,2018,67.8
Retail trade,2019,65.5
Retail trade,2020,63.4
Retail trade,2021,72.1
Retail trade,2022,73.8
Retail trade,2023,73.3
,,
Transportation and warehousing,1976,18.9
Transportation and warehousing,1977,16.8
Transportation and warehousing,1978,18.8
Transportation and warehousing,1979,19.6
Transportation and warehousing,1980,20.8
Transportation and warehousing,1981,20.7
Transportation and warehousing,1982,21.4
Transportation and warehousing,1983,20.1
Transportation and warehousing,1984,20
Transportation and warehousing,1985,20.7
Transportation and warehousing,1986,20.9
Transportation and warehousing,1987,20.6
Transportation and warehousing,1988,21.4
Transportation and warehousing,1989,20.1
Transportation and warehousing,1990,19.1
Transportation and warehousing,1991,18.6
Transportation and warehousing,1992,19.4
Transportation and warehousing,1993,19.7
Transportation and warehousing,1994,22
Transportation and warehousing,1995,22.9
Transportation and warehousing,1996,23
Transportation and warehousing,1997,23.2
Transportation and warehousing,1998,23.5
Transportation and warehousing,1999,24.6
Transportation and warehousing,2000,27.1
Transportation and warehousing,2001,24.7
Transportation and warehousing,2002,23.6
Transportation and warehousing,2003,22.1
Transportation and warehousing,2004,23
Transportation and warehousing,2005,25.1
Transportation and warehousing,2006,27.3
Transportation and warehousing,2007,27.2
Transportation and warehousing,2008,26.5
Transportation and warehousing,2009,25.3
Transportation and warehousing,2010,26.3
Transportation and warehousing,2011,27.5
Transportation and warehousing,2012,27.8
Transportation and warehousing,2013,27.8
Transportation and warehousing,2014,27.6
Transportation and warehousing,2015,26.7
Transportation and warehousing,2016,26.7
Transportation and warehousing,2017,27.7
Transportation and warehousing,2018,27.1
Transportation and warehousing,2019,24.7
Transportation and warehousing,2020,23.6
Transportation and warehousing,2021,23.8
Transportation and warehousing,2022,25.3
Transportation and warehousing,2023,28.4
,,
"Finance, insurance, real estate, rental and leasing",1976,13.9
"Finance, insurance, real estate, rental and leasing",1977,17
"Finance, insurance, real estate, rental and leasing",1978,18.5
"Finance, insurance, real estate, rental and leasing",1979,18.6
"Finance, insurance, real estate, rental and leasing",1980,19.6
"Finance, insurance, real estate, rental and leasing",1981,19.5
"Finance, insurance, real estate, rental and leasing",1982,18.5
"Finance, insurance, real estate, rental and leasing",1983,19
"Finance, insurance, real estate, rental and leasing",1984,19.6
"Finance, insurance, real estate, rental and leasing",1985,20.6
"Finance, insurance, real estate, rental and leasing",1986,21.1
"Finance, insurance, real estate, rental and leasing",1987,21.8
"Finance, insurance, real estate, rental and leasing",1988,22.6
"Finance, insurance, real estate, rental and leasing",1989,23
"Finance, insurance, real estate, rental and leasing",1990,23.2
"Finance, insurance, real estate, rental and leasing",1991,23.7
"Finance, insurance, real estate, rental and leasing",1992,23.9
"Finance, insurance, real estate, rental and leasing",1993,24.4
"Finance, insurance, real estate, rental and leasing",1994,25
"Finance, insurance, real estate, rental and leasing",1995,25.2
"Finance, insurance, real estate, rental and leasing",1996,24.2
"Finance, insurance, real estate, rental and leasing",1997,24.8
"Finance, insurance, real estate, rental and leasing",1998,25
"Finance, insurance, real estate, rental and leasing",1999,24.7
"Finance, insurance, real estate, rental and leasing",2000,26.9
"Finance, insurance, real estate, rental and leasing",2001,26.7
"Finance, insurance, real estate, rental and leasing",2002,26.9
"Finance, insurance, real estate, rental and leasing",2003,28
"Finance, insurance, real estate, rental and leasing",2004,26.8
"Finance, insurance, real estate, rental and leasing",2005,25.7
"Finance, insurance, real estate, rental and leasing",2006,25.4
"Finance, insurance, real estate, rental and leasing",2007,27.4
"Finance, insurance, real estate, rental and leasing",2008,29
"Finance, insurance, real estate, rental and leasing",2009,29.6
"Finance, insurance, real estate, rental and leasing",2010,30.8
"Finance, insurance, real estate, rental and leasing",2011,30.3
"Finance, insurance, real estate, rental and leasing",2012,29
"Finance, insurance, real estate, rental and leasing",2013,27
"Finance, insurance, real estate, rental and leasing",2014,29.3
"Finance, insurance, real estate, rental and leasing",2015,29.7
"Finance, insurance, real estate, rental and leasing",2016,27.8
"Finance, insurance, real estate, rental and leasing",2017,27.4
"Finance, insurance, real estate, rental and leasing",2018,28.4
"Finance, insurance, real estate, rental and leasing",2019,29.6
"Finance, insurance, real estate, rental and leasing",2020,29.7
"Finance, insurance, real estate, rental and leasing",2021,28.4
"Finance, insurance, real estate, rental and leasing",2022,30.6
"Finance, insurance, real estate, rental and leasing",2023,29.4
,,
Finance and insurance,1976,..
Finance and insurance,1977,..
Finance and insurance,1978,..
