Industry,Year,Employment,,,,,,
Wholesale and retail trade,2004,271.2,,,,,,
Wholesale and retail trade,2005,284.8,,,,,,
Wholesale and retail trade,2006,290.6,,,,,,
Wholesale and retail trade,2007,298.1,,,,,,
Wholesale and retail trade,2008,313.3,,,,,,
Wholesale and retail trade,2009,311.6,,,,,,
Wholesale and retail trade,2010,311.4,,,,,,
Wholesale and retail trade,2011,316.5,,,,,,
Wholesale and retail trade,2012,318.6,,,,,,
Wholesale and retail trade,2013,322.2,,,,,,
Wholesale and retail trade,2014,321.9,,,,,,
Wholesale and retail trade,2015,315.9,,,,,,
Wholesale and retail trade,2016,322,,,,,,
Wholesale and retail trade,2017,336.3,,,,,,
Wholesale and retail trade,2018,336.1,,,,,,
Wholesale and retail trade,2019,350.1,,,,,,
Wholesale and retail trade,2020,315.6,,,,,,
Wholesale and retail trade,2021,343.4,,,,,,
Wholesale and retail trade,2022,366,,,,,,
Wholesale and retail trade,2023,365.5,,,,,,
,,,,,,,,
Wholesale trade,1976,..,,,,,,
Wholesale trade,1977,..,,,,,,
Wholesale trade,1978,..,,,,,,
Wholesale trade,1979,..,,,,,,
Wholesale trade,1980,..,,,,,,
Wholesale trade,1981,..,,,,,,
Wholesale trade,1982,..,,,,,,
Wholesale trade,1983,..,,,,,,
Wholesale trade,1984,..,,,,,,
Wholesale trade,1985,..,,,,,,
Wholesale trade,1986,..,,,,,,
Wholesale trade,1987,44.1,,,,,,
Wholesale trade,1988,44,,,,,,
Wholesale trade,1989,49.4,,,,,,
Wholesale trade,1990,45.9,,,,,,
Wholesale trade,1991,48.8,,,,,,
Wholesale trade,1992,41.1,,,,,,
Wholesale trade,1993,41.3,,,,,,
Wholesale trade,1994,43.2,,,,,,
Wholesale trade,1995,47.3,,,,,,
Wholesale trade,1996,48.8,,,,,,
Wholesale trade,1997,50.8,,,,,,
Wholesale trade,1998,50.3,,,,,,
Wholesale trade,1999,62.3,,,,,,
Wholesale trade,2000,64.9,,,,,,
Wholesale trade,2001,69.1,,,,,,
Wholesale trade,2002,60.8,,,,,,
Wholesale trade,2003,68.6,,,,,,
Wholesale trade,2004,63.8,,,,,,
Wholesale trade,2005,68,,,,,,
Wholesale trade,2006,73,,,,,,
Wholesale trade,2007,80.6,,,,,,
Wholesale trade,2008,85.6,,,,,,
Wholesale trade,2009,78.3,,,,,,
Wholesale trade,2010,75.2,,,,,,
Wholesale trade,2011,89.6,,,,,,
Wholesale trade,2012,80.7,,,,,,
Wholesale trade,2013,82,,,,,,
Wholesale trade,2014,87.2,,,,,,
Wholesale trade,2015,87.4,,,,,,
Wholesale trade,2016,81.3,,,,,,
Wholesale trade,2017,92.7,,,,,,
Wholesale trade,2018,86.6,,,,,,
Wholesale trade,2019,89.5,,,,,,
Wholesale trade,2020,85.6,,,,,,
Wholesale trade,2021,74.7,,,,,,
Wholesale trade,2022,86.6,,,,,,
Wholesale trade,2023,95.7,,,,,,
,,,,,,,,
Retail trade,1976,..,,,,,,
Retail trade,1977,..,,,,,,
Retail trade,1978,..,,,,,,
Retail trade,1979,..,,,,,,
Retail trade,1980,..,,,,,,
Retail trade,1981,..,,,,,,
Retail trade,1982,..,,,,,,
Retail trade,1983,..,,,,,,
Retail trade,1984,..,,,,,,
Retail trade,1985,..,,,,,,
Retail trade,1986,..,,,,,,
Retail trade,1987,148.1,,,,,,
Retail trade,1988,153.8,,,,,,
Retail trade,1989,153.9,,,,,,
Retail trade,1990,159.9,,,,,,
Retail trade,1991,160,,,,,,
Retail trade,1992,160.2,,,,,,
Retail trade,1993,155.9,,,,,,
Retail trade,1994,165.7,,,,,,
Retail trade,1995,166.1,,,,,,
Retail trade,1996,166.9,,,,,,
Retail trade,1997,162.9,,,,,,
Retail trade,1998,173.1,,,,,,
Retail trade,1999,176.9,,,,,,
Retail trade,2000,185.8,,,,,,
Retail trade,2001,186.8,,,,,,
Retail trade,2002,190.3,,,,,,
Retail trade,2003,195.8,,,,,,
Retail trade,2004,207.5,,,,,,
Retail trade,2005,216.8,,,,,,
Retail trade,2006,217.6,,,,,,
Retail trade,2007,217.5,,,,,,
Retail trade,2008,227.7,,,,,,
Retail trade,2009,233.3,,,,,,
Retail trade,2010,236.2,,,,,,
Retail trade,2011,226.9,,,,,,
Retail trade,2012,237.9,,,,,,
Retail trade,2013,240.2,,,,,,
Retail trade,2014,234.7,,,,,,
Retail trade,2015,228.5,,,,,,
Retail trade,2016,240.7,,,,,,
Retail trade,2017,243.6,,,,,,
Retail trade,2018,249.6,,,,,,
Retail trade,2019,260.6,,,,,,
Retail trade,2020,230,,,,,,
Retail trade,2021,268.7,,,,,,
Retail trade,2022,279.4,,,,,,
Retail trade,2023,269.8,,,,,,
,,,,,,,,
Transportation and warehousing,1976,49.2,,,,,,
Transportation and warehousing,1977,50.2,,,,,,
Transportation and warehousing,1978,54.6,,,,,,
Transportation and warehousing,1979,65.7,,,,,,
Transportation and warehousing,1980,69.3,,,,,,
Transportation and warehousing,1981,71.1,,,,,,
Transportation and warehousing,1982,64,,,,,,
Transportation and warehousing,1983,63.8,,,,,,
Transportation and warehousing,1984,69.1,,,,,,
Transportation and warehousing,1985,68,,,,,,
Transportation and warehousing,1986,66.2,,,,,,
Transportation and warehousing,1987,66,,,,,,
Transportation and warehousing,1988,64.9,,,,,,
Transportation and warehousing,1989,67.8,,,,,,
Transportation and warehousing,1990,67.1,,,,,,
Transportation and warehousing,1991,61.1,,,,,,
Transportation and warehousing,1992,60,,,,,,
Transportation and warehousing,1993,61.8,,,,,,
Transportation and warehousing,1994,68.4,,,,,,
Transportation and warehousing,1995,71.3,,,,,,
Transportation and warehousing,1996,79.2,,,,,,
Transportation and warehousing,1997,83.7,,,,,,
Transportation and warehousing,1998,85.5,,,,,,
Transportation and warehousing,1999,90.6,,,,,,
Transportation and warehousing,2000,97.5,,,,,,
Transportation and warehousing,2001,98.8,,,,,,
Transportation and warehousing,2002,99.5,,,,,,
Transportation and warehousing,2003,100.5,,,,,,
Transportation and warehousing,2004,100,,,,,,
Transportation and warehousing,2005,108.6,,,,,,
Transportation and warehousing,2006,107.9,,,,,,
Transportation and warehousing,2007,112.6,,,,,,
Transportation and warehousing,2008,111.1,,,,,,
Transportation and warehousing,2009,108.1,,,,,,
Transportation and warehousing,2010,107.6,,,,,,
Transportation and warehousing,2011,111.4,,,,,,
Transportation and warehousing,2012,118.2,,,,,,
Transportation and warehousing,2013,120.8,,,,,,
Transportation and warehousing,2014,123.9,,,,,,
Transportation and warehousing,2015,131.9,,,,,,
Transportation and warehousing,2016,129.6,,,,,,
Transportation and warehousing,2017,136,,,,,,
Transportation and warehousing,2018,136.7,,,,,,
Transportation and warehousing,2019,138.4,,,,,,
Transportation and warehousing,2020,124.8,,,,,,
Transportation and warehousing,2021,132.2,,,,,,
Transportation and warehousing,2022,130.7,,,,,,
Transportation and warehousing,2023,145.8,,,,,,
,,,,,,,,
"Finance, insurance, real estate, rental and leasing",1976,45.3,,,,,,
"Finance, insurance, real estate, rental and leasing",1977,52.9,,,,,,
"Finance, insurance, real estate, rental and leasing",1978,53.6,,,,,,
"Finance, insurance, real estate, rental and leasing",1979,58.3,,,,,,
"Finance, insurance, real estate, rental and leasing",1980,63.6,,,,,,
"Finance, insurance, real estate, rental and leasing",1981,65,,,,,,
"Finance, insurance, real estate, rental and leasing",1982,71.1,,,,,,
"Finance, insurance, real estate, rental and leasing",1983,70.5,,,,,,
"Finance, insurance, real estate, rental and leasing",1984,68.2,,,,,,
"Finance, insurance, real estate, rental and leasing",1985,66,,,,,,
"Finance, insurance, real estate, rental and leasing",1986,63.9,,,,,,
"Finance, insurance, real estate, rental and leasing",1987,64.1,,,,,,
"Finance, insurance, real estate, rental and leasing",1988,65.5,,,,,,
"Finance, insurance, real estate, rental and leasing",1989,69.6,,,,,,
"Finance, insurance, real estate, rental and leasing",1990,74.3,,,,,,
"Finance, insurance, real estate, rental and leasing",1991,76.7,,,,,,
"Finance, insurance, real estate, rental and leasing",1992,76,,,,,,
"Finance, insurance, real estate, rental and leasing",1993,74.1,,,,,,
"Finance, insurance, real estate, rental and leasing",1994,73.7,,,,,,
"Finance, insurance, real estate, rental and leasing",1995,75.5,,,,,,
"Finance, insurance, real estate, rental and leasing",1996,73.4,,,,,,
"Finance, insurance, real estate, rental and leasing",1997,76.6,,,,,,
"Finance, insurance, real estate, rental and leasing",1998,76.1,,,,,,
"Finance, insurance, real estate, rental and leasing",1999,81.5,,,,,,
"Finance, insurance, real estate, rental and leasing",2000,80.2,,,,,,
"Finance, insurance, real estate, rental and leasing",2001,82.8,,,,,,
"Finance, insurance, real estate, rental and leasing",2002,83.4,,,,,,
"Finance, insurance, real estate, rental and leasing",2003,86.5,,,,,,
"Finance, insurance, real estate, rental and leasing",2004,92.5,,,,,,
"Finance, insurance, real estate, rental and leasing",2005,97,,,,,,
"Finance, insurance, real estate, rental and leasing",2006,100.7,,,,,,
"Finance, insurance, real estate, rental and leasing",2007,104.4,,,,,,
"Finance, insurance, real estate, rental and leasing",2008,111.1,,,,,,
"Finance, insurance, real estate, rental and leasing",2009,111.6,,,,,,
"Finance, insurance, real estate, rental and leasing",2010,108.6,,,,,,
"Finance, insurance, real estate, rental and leasing",2011,97.4,,,,,,
"Finance, insurance, real estate, rental and leasing",2012,99.9,,,,,,
"Finance, insurance, real estate, rental and leasing",2013,103.3,,,,,,
"Finance, insurance, real estate, rental and leasing",2014,102,,,,,,
"Finance, insurance, real estate, rental and leasing",2015,108.1,,,,,,
"Finance, insurance, real estate, rental and leasing",2016,109.1,,,,,,
"Finance, insurance, real estate, rental and leasing",2017,108.4,,,,,,
"Finance, insurance, real estate, rental and leasing",2018,113.1,,,,,,
"Finance, insurance, real estate, rental and leasing",2019,112,,,,,,
"Finance, insurance, real estate, rental and leasing",2020,110.4,,,,,,
"Finance, insurance, real estate, rental and leasing",2021,123.6,,,,,,
"Finance, insurance, real estate, rental and leasing",2022,125,,,,,,
"Finance, insurance, real estate, rental and leasing",2023,129.7,,,,,,
,,,,,,,,
Finance and insurance,1976,..,,,,,,
Finance and insurance,1977,..,,,,,,
Finance and insurance,1978,..,,,,,,
Finance and insurance,1979,..,,,,,,
Finance and insurance,1980,..,,,,,,
Finance and insurance,1981,..,,,,,,
Finance and insurance,1982,..,,,,,,
Finance and insurance,1983,..,,,,,,
Finance and insurance,1984,..,,,,,,
Finance and insurance,1985,..,,,,,,
Finance and insurance,1986,..,,,,,,
Finance and insurance,1987,43.1,,,,,,
Finance and insurance,1988,42.2,,,,,,
Finance and insurance,1989,45.2,,,,,,
Finance and insurance,1990,49.5,,,,,,
Finance and insurance,1991,49.3,,,,,,
Finance and insurance,1992,50.6,,,,,,
Finance and insurance,1993,47,,,,,,
Finance and insurance,1994,47.1,,,,,,
Finance and insurance,1995,48.4,,,,,,
Finance and insurance,1996,49.1,,,,,,
Finance and insurance,1997,52.4,,,,,,
Finance and insurance,1998,49.9,,,,,,
Finance and insurance,1999,53.4,,,,,,
Finance and insurance,2000,48.5,,,,,,
Finance and insurance,2001,53.9,,,,,,
Finance and insurance,2002,53,,,,,,
Finance and insurance,2003,55.9,,,,,,
Finance and insurance,2004,58.7,,,,,,
Finance and insurance,2005,62.6,,,,,,
Finance and insurance,2006,63.1,,,,,,
Finance and insurance,2007,66.2,,,,,,
Finance and insurance,2008,73.1,,,,,,
Finance and insurance,2009,70.8,,,,,,
Finance and insurance,2010,69.3,,,,,,
Finance and insurance,2011,60.1,,,,,,
Finance and insurance,2012,68.6,,,,,,
Finance and insurance,2013,66.5,,,,,,
Finance and insurance,2014,67.5,,,,,,
Finance and insurance,2015,69,,,,,,
Finance and insurance,2016,70.6,,,,,,
Finance and insurance,2017,66,,,,,,
Finance and insurance,2018,67.5,,,,,,
Finance and insurance,2019,66.7,,,,,,
Finance and insurance,2020,72.3,,,,,,
Finance and insurance,2021,76.6,,,,,,
Finance and insurance,2022,80.3,,,,,,
Finance and insurance,2023,79.2,,,,,,
,,,,,,,,
Real estate and rental and leasing,1976,..,,,,,,
Real estate and rental and leasing,1977,..,,,,,,
Real estate and rental and leasing,1978,..,,,,,,
Real estate and rental and leasing,1979,..,,,,,,
Real estate and rental and leasing,1980,..,,,,,,
Real estate and rental and leasing,1981,..,,,,,,
Real estate and rental and leasing,1982,..,,,,,,
Real estate and rental and leasing,1983,..,,,,,,
Real estate and rental and leasing,1984,..,,,,,,
Real estate and rental and leasing,1985,..,,,,,,
Real estate and rental and leasing,1986,..,,,,,,
Real estate and rental and leasing,1987,21.1,,,,,,
Real estate and rental and leasing,1988,23.3,,,,,,
Real estate and rental and leasing,1989,24.4,,,,,,
Real estate and rental and leasing,1990,24.8,,,,,,
Real estate and rental and leasing,1991,27.4,,,,,,
Real estate and rental and leasing,1992,25.4,,,,,,
Real estate and rental and leasing,1993,27,,,,,,
Real estate and rental and leasing,1994,26.6,,,,,,
Real estate and rental and leasing,1995,27.1,,,,,,
Real estate and rental and leasing,1996,24.3,,,,,,
Real estate and rental and leasing,1997,24.3,,,,,,
Real estate and rental and leasing,1998,26.1,,,,,,
Real estate and rental and leasing,1999,28.1,,,,,,
Real estate and rental and leasing,2000,31.7,,,,,,
Real estate and rental and leasing,2001,28.9,,,,,,
Real estate and rental and leasing,2002,30.4,,,,,,
Real estate and rental and leasing,2003,30.6,,,,,,
Real estate and rental and leasing,2004,33.7,,,,,,
Real estate and rental and leasing,2005,34.4,,,,,,
Real estate and rental and leasing,2006,37.6,,,,,,
Real estate and rental and leasing,2007,38.2,,,,,,
Real estate and rental and leasing,2008,38,,,,,,
Real estate and rental and leasing,2009,40.7,,,,,,
Real estate and rental and leasing,2010,39.3,,,,,,
Real estate and rental and leasing,2011,37.2,,,,,,
Real estate and rental and leasing,2012,31.3,,,,,,
Real estate and rental and leasing,2013,36.8,,,,,,
Real estate and rental and leasing,2014,34.6,,,,,,
Real estate and rental and leasing,2015,39.1,,,,,,
Real estate and rental and leasing,2016,38.4,,,,,,
Real estate and rental and leasing,2017,42.4,,,,,,
Real estate and rental and leasing,2018,45.6,,,,,,
Real estate and rental and leasing,2019,45.3,,,,,,
Real estate and rental and leasing,2020,38.1,,,,,,
Real estate and rental and leasing,2021,47,,,,,,
Real estate and rental and leasing,2022,44.7,,,,,,
Real estate and rental and leasing,2023,50.5,,,,,,
,,,,,,,,
"Professional, scientific and technical services",1976,24.6,,,,,,
"Professional, scientific and technical services",1977,28.8,,,,,,
"Professional, scientific and technical services",1978,35.3,,,,,,
"Professional, scientific and technical services",1979,36.9,,,,,,
"Professional, scientific and technical services",1980,43.7,,,,,,
"Professional, scientific and technical services",1981,53.5,,,,,,
"Professional, scientific and technical services",1982,52.1,,,,,,
"Professional, scientific and technical services",1983,43.8,,,,,,
"Professional, scientific and technical services",1984,50.1,,,,,,
"Professional, scientific and technical services",1985,50.7,,,,,,
"Professional, scientific and technical services",1986,50.9,,,,,,
"Professional, scientific and technical services",1987,55.5,,,,,,
"Professional, scientific and technical services",1988,57.1,,,,,,
"Professional, scientific and technical services",1989,58.7,,,,,,
"Professional, scientific and technical services",1990,58.4,,,,,,
"Professional, scientific and technical services",1991,60.2,,,,,,
"Professional, scientific and technical services",1992,61.5,,,,,,
"Professional, scientific and technical services",1993,66.2,,,,,,
"Professional, scientific and technical services",1994,69.9,,,,,,
"Professional, scientific and technical services",1995,68.9,,,,,,
"Professional, scientific and technical services",1996,76.3,,,,,,
"Professional, scientific and technical services",1997,85.4,,,,,,
"Professional, scientific and technical services",1998,93,,,,,,
"Professional, scientific and technical services",1999,102.1,,,,,,
"Professional, scientific and technical services",2000,110.1,,,,,,
"Professional, scientific and technical services",2001,124.7,,,,,,
"Professional, scientific and technical services",2002,124.3,,,,,,
"Professional, scientific and technical services",2003,119.8,,,,,,
"Professional, scientific and technical services",2004,122.4,,,,,,
"Professional, scientific and technical services",2005,135.7,,,,,,
"Professional, scientific and technical services",2006,152,,,,,,
"Professional, scientific and technical services",2007,149.5,,,,,,
"Professional, scientific and technical services",2008,159.7,,,,,,
"Professional, scientific and technical services",2009,148.2,,,,,,
"Professional, scientific and technical services",2010,148.9,,,,,,
"Professional, scientific and technical services",2011,160.1,,,,,,
"Professional, scientific and technical services",2012,163.2,,,,,,
"Professional, scientific and technical services",2013,174.3,,,,,,
"Professional, scientific and technical services",2014,181.3,,,,,,
"Professional, scientific and technical services",2015,171.3,,,,,,
"Professional, scientific and technical services",2016,173.4,,,,,,
"Professional, scientific and technical services",2017,170.3,,,,,,
"Professional, scientific and technical services",2018,171.6,,,,,,
"Professional, scientific and technical services",2019,178.1,,,,,,
"Professional, scientific and technical services",2020,174.2,,,,,,
"Professional, scientific and technical services",2021,190.2,,,,,,
"Professional, scientific and technical services",2022,218.9,,,,,,
"Professional, scientific and technical services",2023,241.6,,,,,,
,,,,,,,,
"Business, building and other support services ",1976,13.6,,,,,,
"Business, building and other support services ",1977,15.3,,,,,,
"Business, building and other support services ",1978,18.4,,,,,,
"Business, building and other support services ",1979,20.9,,,,,,
"Business, building and other support services ",1980,23.9,,,,,,
"Business, building and other support services ",1981,25.4,,,,,,
"Business, building and other support services ",1982,23,,,,,,
"Business, building and other support services ",1983,25.6,,,,,,
"Business, building and other support services ",1984,26,,,,,,
"Business, building and other support services ",1985,28,,,,,,
"Business, building and other support services ",1986,29.5,,,,,,
"Business, building and other support services ",1987,28.2,,,,,,
"Business, building and other support services ",1988,28.6,,,,,,
"Business, building and other support services ",1989,32.1,,,,,,
"Business, building and other support services ",1990,33.9,,,,,,
"Business, building and other support services ",1991,33.6,,,,,,
"Business, building and other support services ",1992,35.4,,,,,,
"Business, building and other support services ",1993,36,,,,,,
"Business, building and other support services ",1994,36.4,,,,,,
"Business, building and other support services ",1995,43,,,,,,
"Business, building and other support services ",1996,46.2,,,,,,
"Business, building and other support services ",1997,47.1,,,,,,
"Business, building and other support services ",1998,49.9,,,,,,
"Business, building and other support services ",1999,56.6,,,,,,
"Business, building and other support services ",2000,52.8,,,,,,
"Business, building and other support services ",2001,47.3,,,,,,
"Business, building and other support services ",2002,54.7,,,,,,
"Business, building and other support services ",2003,62.8,,,,,,
"Business, building and other support services ",2004,64.8,,,,,,
"Business, building and other support services ",2005,63.6,,,,,,
"Business, building and other support services ",2006,66.7,,,,,,
"Business, building and other support services ",2007,76.8,,,,,,
"Business, building and other support services ",2008,70,,,,,,
"Business, building and other support services ",2009,68.9,,,,,,
"Business, building and other support services ",2010,73.2,,,,,,
"Business, building and other support services ",2011,77,,,,,,
"Business, building and other support services ",2012,71.2,,,,,,
"Business, building and other support services ",2013,76.9,,,,,,
"Business, building and other support services ",2014,79.1,,,,,,
"Business, building and other support services ",2015,76.6,,,,,,
"Business, building and other support services ",2016,76.3,,,,,,
"Business, building and other support services ",2017,76.9,,,,,,
"Business, building and other support services ",2018,82.9,,,,,,
"Business, building and other support services ",2019,78.9,,,,,,
"Business, building and other support services ",2020,68,,,,,,
"Business, building and other support services ",2021,69.3,,,,,,
"Business, building and other support services ",2022,73.7,,,,,,
"Business, building and other support services ",2023,75.6,,,,,,
,,,,,,,,
Educational services,1976,60.8,63.7,29.5,32.9,36.3,54,..
Educational services,1977,66,63.9,31.8,40.8,38.8,55.8,..
Educational services,1978,61.8,69.5,36.2,46.7,40.7,56.1,..
Educational services,1979,61.3,72.1,36.2,55.5,42,59,..
Educational services,1980,59.6,78.9,35.5,65.2,46.5,64.8,..
Educational services,1981,59.7,84.1,40,69.4,51.9,67.9,..
Educational services,1982,65,86.7,44.5,67.3,50.8,75.8,..
Educational services,1983,71.2,94,44.9,64,51.6,76.5,..
Educational services,1984,70.3,98.9,45,67.1,51.8,78.9,..
Educational services,1985,71.2,102.6,45.3,64.5,59.6,82.9,..
Educational services,1986,78.7,101.7,47.4,64.3,64.3,87.1,..
Educational services,1987,83.5,106.4,49.6,67.1,60.8,81.3,..
Educational services,1988,85.5,108.4,51.4,65.9,59,84.1,..
Educational services,1989,88.1,115.5,51.3,66.4,57.7,86.6,..
Educational services,1990,92,116.9,48.6,74.5,59.8,83.9,..
Educational services,1991,93.5,119.1,46.7,76.6,62.6,86.6,..
Educational services,1992,88.6,120.3,52.1,80.2,62.1,86.1,..
Educational services,1993,92.4,125.2,50.9,81.9,63.9,79.1,..
Educational services,1994,88.5,124.1,55.3,87.7,68.4,75.6,..
Educational services,1995,90.5,126.8,61.3,90.3,68.8,71.3,..
Educational services,1996,92.1,133.1,60.9,93.2,68.4,72.8,..
Educational services,1997,94.3,138.7,61,100.8,74.1,73,..
Educational services,1998,94.9,144.8,70.3,105.6,77.2,71.2,..
Educational services,1999,104.5,142.9,63.6,103.4,74.4,64.9,..
Educational services,2000,100.8,150,63.8,111.3,75.1,62.6,..
Educational services,2001,108.9,148.7,66.3,111.1,77.2,64.2,..
Educational services,2002,109.4,155.5,69.6,119.4,80.4,65.8,..
Educational services,2003,110.2,158.4,74.1,124,83,73.1,..
Educational services,2004,109.6,165.8,72.6,124.7,81.9,71.4,..
Educational services,2005,122.3,174.1,73.5,109.4,83.8,70.2,..
Educational services,2006,128.1,179.8,69.8,116.8,92.5,78.6,..
Educational services,2007,126.6,186.1,70.7,120.3,94.1,83.2,..
Educational services,2008,126.3,191.7,69.6,119.4,96.6,86.1,..
Educational services,2009,129.8,200.7,76.5,132.8,103.7,92,..
Educational services,2010,125,214.7,76.1,135.4,101.1,91.5,..
Educational services,2011,124.5,228.2,75.4,141.7,106.9,90.9,..
Educational services,2012,124.4,234.2,72,145.9,105.4,96.1,..
Educational services,2013,124.5,236.9,77.8,140.2,109.2,96,..
Educational services,2014,125.2,242.2,72.9,142.8,115.9,91.7,..
Educational services,2015,134.8,260.3,73.5,152.5,115.1,95.6,..
Educational services,2016,137.9,263.6,74.2,146.1,116.8,94.1,..
Educational services,2017,140.5,265.5,72.5,146.1,113.1,98.6,..
Educational services,2018,145.9,274,78.8,135.8,110.5,106.3,..
Educational services,2019,149.5,284.7,76.1,136.5,105.4,112.1,..
Educational services,2020,143.3,285.1,70.7,110.5,93.2,103.8,..
Educational services,2021,167.7,306.3,64.6,112.3,94.3,103.2,..
Educational services,2022,168.1,309.1,82.3,128.5,95.7,108.2,..
Educational services,2023,161.7,324.4,82.6,132.4,99.4,114,..
,,,,,,,,
Health care and social assistance,1976,63.7,,,,,,
Health care and social assistance,1977,63.9,,,,,,
Health care and social assistance,1978,69.5,,,,,,
Health care and social assistance,1979,72.1,,,,,,
Health care and social assistance,1980,78.9,,,,,,
Health care and social assistance,1981,84.1,,,,,,
Health care and social assistance,1982,86.7,,,,,,
Health care and social assistance,1983,94,,,,,,
Health care and social assistance,1984,98.9,,,,,,
Health care and social assistance,1985,102.6,,,,,,
Health care and social assistance,1986,101.7,,,,,,
Health care and social assistance,1987,106.4,,,,,,
Health care and social assistance,1988,108.4,,,,,,
Health care and social assistance,1989,115.5,,,,,,
Health care and social assistance,1990,116.9,,,,,,
Health care and social assistance,1991,119.1,,,,,,
Health care and social assistance,1992,120.3,,,,,,
Health care and social assistance,1993,125.2,,,,,,
Health care and social assistance,1994,124.1,,,,,,
Health care and social assistance,1995,126.8,,,,,,
Health care and social assistance,1996,133.1,,,,,,
Health care and social assistance,1997,138.7,,,,,,
Health care and social assistance,1998,144.8,,,,,,
Health care and social assistance,1999,142.9,,,,,,
Health care and social assistance,2000,150,,,,,,
Health care and social assistance,2001,148.7,,,,,,
Health care and social assistance,2002,155.5,,,,,,
Health care and social assistance,2003,158.4,,,,,,
Health care and social assistance,2004,165.8,,,,,,
Health care and social assistance,2005,174.1,,,,,,
Health care and social assistance,2006,179.8,,,,,,
Health care and social assistance,2007,186.1,,,,,,
Health care and social assistance,2008,191.7,,,,,,
Health care and social assistance,2009,200.7,,,,,,
Health care and social assistance,2010,214.7,,,,,,
Health care and social assistance,2011,228.2,,,,,,
Health care and social assistance,2012,234.2,,,,,,
Health care and social assistance,2013,236.9,,,,,,
Health care and social assistance,2014,242.2,,,,,,
Health care and social assistance,2015,260.3,,,,,,
Health care and social assistance,2016,263.6,,,,,,
Health care and social assistance,2017,265.5,,,,,,
Health care and social assistance,2018,274,,,,,,
Health care and social assistance,2019,284.7,,,,,,
Health care and social assistance,2020,285.1,,,,,,
Health care and social assistance,2021,306.3,,,,,,
Health care and social assistance,2022,309.1,,,,,,
Health care and social assistance,2023,324.4,,,,,,
,,,,,,,,
"Information, culture and recreation",1976,29.5,,,,,,
"Information, culture and recreation",1977,31.8,,,,,,
"Information, culture and recreation",1978,36.2,,,,,,
"Information, culture and recreation",1979,36.2,,,,,,
"Information, culture and recreation",1980,35.5,,,,,,
"Information, culture and recreation",1981,40,,,,,,
"Information, culture and recreation",1982,44.5,,,,,,
"Information, culture and recreation",1983,44.9,,,,,,
"Information, culture and recreation",1984,45,,,,,,
"Information, culture and recreation",1985,45.3,,,,,,
"Information, culture and recreation",1986,47.4,,,,,,
"Information, culture and recreation",1987,49.6,,,,,,
"Information, culture and recreation",1988,51.4,,,,,,
"Information, culture and recreation",1989,51.3,,,,,,
"Information, culture and recreation",1990,48.6,,,,,,
"Information, culture and recreation",1991,46.7,,,,,,
"Information, culture and recreation",1992,52.1,,,,,,
"Information, culture and recreation",1993,50.9,,,,,,
"Information, culture and recreation",1994,55.3,,,,,,
"Information, culture and recreation",1995,61.3,,,,,,
"Information, culture and recreation",1996,60.9,,,,,,
"Information, culture and recreation",1997,61,,,,,,
"Information, culture and recreation",1998,70.3,,,,,,
"Information, culture and recreation",1999,63.6,,,,,,
"Information, culture and recreation",2000,63.8,,,,,,
"Information, culture and recreation",2001,66.3,,,,,,
"Information, culture and recreation",2002,69.6,,,,,,
"Information, culture and recreation",2003,74.1,,,,,,
"Information, culture and recreation",2004,72.6,,,,,,
"Information, culture and recreation",2005,73.5,,,,,,
"Information, culture and recreation",2006,69.8,,,,,,
"Information, culture and recreation",2007,70.7,,,,,,
"Information, culture and recreation",2008,69.6,,,,,,
"Information, culture and recreation",2009,76.5,,,,,,
"Information, culture and recreation",2010,76.1,,,,,,
"Information, culture and recreation",2011,75.4,,,,,,
"Information, culture and recreation",2012,72,,,,,,
"Information, culture and recreation",2013,77.8,,,,,,
"Information, culture and recreation",2014,72.9,,,,,,
"Information, culture and recreation",2015,73.5,,,,,,
"Information, culture and recreation",2016,74.2,,,,,,
"Information, culture and recreation",2017,72.5,,,,,,
"Information, culture and recreation",2018,78.8,,,,,,
"Information, culture and recreation",2019,76.1,,,,,,
"Information, culture and recreation",2020,70.7,,,,,,
"Information, culture and recreation",2021,64.6,,,,,,
"Information, culture and recreation",2022,82.3,,,,,,
"Information, culture and recreation",2023,82.6,,,,,,
,,,,,,,,
Accommodation and food services,1976,32.9,,,,,,
Accommodation and food services,1977,40.8,,,,,,
Accommodation and food services,1978,46.7,,,,,,
Accommodation and food services,1979,55.5,,,,,,
Accommodation and food services,1980,65.2,,,,,,
Accommodation and food services,1981,69.4,,,,,,
Accommodation and food services,1982,67.3,,,,,,
Accommodation and food services,1983,64,,,,,,
Accommodation and food services,1984,67.1,,,,,,
Accommodation and food services,1985,64.5,,,,,,
Accommodation and food services,1986,64.3,,,,,,
Accommodation and food services,1987,67.1,,,,,,
Accommodation and food services,1988,65.9,,,,,,
Accommodation and food services,1989,66.4,,,,,,
Accommodation and food services,1990,74.5,,,,,,
Accommodation and food services,1991,76.6,,,,,,
Accommodation and food services,1992,80.2,,,,,,
Accommodation and food services,1993,81.9,,,,,,
Accommodation and food services,1994,87.7,,,,,,
Accommodation and food services,1995,90.3,,,,,,
Accommodation and food services,1996,93.2,,,,,,
Accommodation and food services,1997,100.8,,,,,,
Accommodation and food services,1998,105.6,,,,,,
Accommodation and food services,1999,103.4,,,,,,
Accommodation and food services,2000,111.3,,,,,,
