Industry,Year,Employment
Forestry and logging and support activities for forestry,1980,..
Forestry and logging and support activities for forestry,1981,..
Forestry and logging and support activities for forestry,1982,..
Forestry and logging and support activities for forestry,1983,..
Forestry and logging and support activities for forestry,1984,..
Forestry and logging and support activities for forestry,1985,..
Forestry and logging and support activities for forestry,1986,..
Forestry and logging and support activities for forestry,1987,1.1
Forestry and logging and support activities for forestry,1988,1.5
Forestry and logging and support activities for forestry,1989,1.3
Forestry and logging and support activities for forestry,1990,1.6
Forestry and logging and support activities for forestry,1991,1.5
Forestry and logging and support activities for forestry,1992,1.2
Forestry and logging and support activities for forestry,1993,1.3
Forestry and logging and support activities for forestry,1994,0.9
Forestry and logging and support activities for forestry,1995,1.2
Forestry and logging and support activities for forestry,1996,1.6
Forestry and logging and support activities for forestry,1997,1.2
Forestry and logging and support activities for forestry,1998,1.7
Forestry and logging and support activities for forestry,1999,1.1
Forestry and logging and support activities for forestry,2000,1.1
Forestry and logging and support activities for forestry,2001,1.3
Forestry and logging and support activities for forestry,2002,1.2
Forestry and logging and support activities for forestry,2003,1.6
Forestry and logging and support activities for forestry,2004,1.1
Forestry and logging and support activities for forestry,2005,0.9
Forestry and logging and support activities for forestry,2006,0.7
Forestry and logging and support activities for forestry,2007,0.8
Forestry and logging and support activities for forestry,2008,0.7
Forestry and logging and support activities for forestry,2009,0.7
Forestry and logging and support activities for forestry,2010,0.8
Forestry and logging and support activities for forestry,2011,1
Forestry and logging and support activities for forestry,2012,0.9
Forestry and logging and support activities for forestry,2013,0.7
Forestry and logging and support activities for forestry,2014,0.8
Forestry and logging and support activities for forestry,2015,0.8
Forestry and logging and support activities for forestry,2016,0.8
Forestry and logging and support activities for forestry,2017,0.5
Forestry and logging and support activities for forestry,2018,0.5
Forestry and logging and support activities for forestry,2019,0.8
Forestry and logging and support activities for forestry,2020,x
Forestry and logging and support activities for forestry,2021,x
Forestry and logging and support activities for forestry,2022,x
Forestry and logging and support activities for forestry,2023,0.6
,,
"Fishing, hunting and trapping",1976,..
"Fishing, hunting and trapping",1977,..
"Fishing, hunting and trapping",1978,..
"Fishing, hunting and trapping",1979,..
"Fishing, hunting and trapping",1980,..
"Fishing, hunting and trapping",1981,..
"Fishing, hunting and trapping",1982,..
"Fishing, hunting and trapping",1983,..
"Fishing, hunting and trapping",1984,..
"Fishing, hunting and trapping",1985,..
"Fishing, hunting and trapping",1986,..
"Fishing, hunting and trapping",1987,x
"Fishing, hunting and trapping",1988,0.5
"Fishing, hunting and trapping",1989,0.7
"Fishing, hunting and trapping",1990,x
"Fishing, hunting and trapping",1991,x
"Fishing, hunting and trapping",1992,x
"Fishing, hunting and trapping",1993,0.5
"Fishing, hunting and trapping",1994,x
"Fishing, hunting and trapping",1995,x
"Fishing, hunting and trapping",1996,x
"Fishing, hunting and trapping",1997,1.5
"Fishing, hunting and trapping",1998,1.7
"Fishing, hunting and trapping",1999,0.5
"Fishing, hunting and trapping",2000,x
"Fishing, hunting and trapping",2001,x
"Fishing, hunting and trapping",2002,x
"Fishing, hunting and trapping",2003,0.5
"Fishing, hunting and trapping",2004,x
"Fishing, hunting and trapping",2005,x
"Fishing, hunting and trapping",2006,0.8
"Fishing, hunting and trapping",2007,x
"Fishing, hunting and trapping",2008,x
"Fishing, hunting and trapping",2009,x
"Fishing, hunting and trapping",2010,x
"Fishing, hunting and trapping",2011,x
"Fishing, hunting and trapping",2012,x
"Fishing, hunting and trapping",2013,x
"Fishing, hunting and trapping",2014,x
"Fishing, hunting and trapping",2015,x
"Fishing, hunting and trapping",2016,x
"Fishing, hunting and trapping",2017,x
"Fishing, hunting and trapping",2018,x
"Fishing, hunting and trapping",2019,x
"Fishing, hunting and trapping",2020,x
"Fishing, hunting and trapping",2021,x
"Fishing, hunting and trapping",2022,x
"Fishing, hunting and trapping",2023,x
,,
"Mining, quarrying, and oil and gas extraction",1976,..
"Mining, quarrying, and oil and gas extraction",1977,..
"Mining, quarrying, and oil and gas extraction",1978,..
"Mining, quarrying, and oil and gas extraction",1979,..
"Mining, quarrying, and oil and gas extraction",1980,..
"Mining, quarrying, and oil and gas extraction",1981,..
"Mining, quarrying, and oil and gas extraction",1982,..
"Mining, quarrying, and oil and gas extraction",1983,..
"Mining, quarrying, and oil and gas extraction",1984,..
"Mining, quarrying, and oil and gas extraction",1985,..
"Mining, quarrying, and oil and gas extraction",1986,..
"Mining, quarrying, and oil and gas extraction",1987,6.8
"Mining, quarrying, and oil and gas extraction",1988,7.6
"Mining, quarrying, and oil and gas extraction",1989,7.4
"Mining, quarrying, and oil and gas extraction",1990,6.4
"Mining, quarrying, and oil and gas extraction",1991,6.5
"Mining, quarrying, and oil and gas extraction",1992,6.3
"Mining, quarrying, and oil and gas extraction",1993,5.8
"Mining, quarrying, and oil and gas extraction",1994,6.1
"Mining, quarrying, and oil and gas extraction",1995,6.5
"Mining, quarrying, and oil and gas extraction",1996,7
"Mining, quarrying, and oil and gas extraction",1997,7.6
"Mining, quarrying, and oil and gas extraction",1998,6.3
"Mining, quarrying, and oil and gas extraction",1999,4.8
"Mining, quarrying, and oil and gas extraction",2000,4.9
"Mining, quarrying, and oil and gas extraction",2001,4.6
"Mining, quarrying, and oil and gas extraction",2002,3.9
"Mining, quarrying, and oil and gas extraction",2003,2.9
"Mining, quarrying, and oil and gas extraction",2004,4.1
"Mining, quarrying, and oil and gas extraction",2005,4.3
"Mining, quarrying, and oil and gas extraction",2006,5
"Mining, quarrying, and oil and gas extraction",2007,5.2
"Mining, quarrying, and oil and gas extraction",2008,5.3
"Mining, quarrying, and oil and gas extraction",2009,5.3
"Mining, quarrying, and oil and gas extraction",2010,6.4
"Mining, quarrying, and oil and gas extraction",2011,6.3
"Mining, quarrying, and oil and gas extraction",2012,5.9
"Mining, quarrying, and oil and gas extraction",2013,6.3
"Mining, quarrying, and oil and gas extraction",2014,6
"Mining, quarrying, and oil and gas extraction",2015,5.2
"Mining, quarrying, and oil and gas extraction",2016,5.5
"Mining, quarrying, and oil and gas extraction",2017,6.3
"Mining, quarrying, and oil and gas extraction",2018,5.8
"Mining, quarrying, and oil and gas extraction",2019,4.8
"Mining, quarrying, and oil and gas extraction",2020,4
"Mining, quarrying, and oil and gas extraction",2021,3.7
"Mining, quarrying, and oil and gas extraction",2022,4.5
"Mining, quarrying, and oil and gas extraction",2023,5.7
,,
Utilities,1976,9.7
Utilities,1977,6.4
Utilities,1978,5.8
Utilities,1979,5.6
Utilities,1980,5.8
Utilities,1981,5.5
Utilities,1982,5.7
Utilities,1983,5.4
Utilities,1984,4.8
Utilities,1985,5.6
Utilities,1986,5.2
Utilities,1987,5.7
Utilities,1988,5.7
Utilities,1989,5.6
Utilities,1990,5.3
Utilities,1991,5.5
Utilities,1992,5.2
Utilities,1993,5.4
Utilities,1994,5.4
Utilities,1995,5.6
Utilities,1996,5.2
Utilities,1997,4.9
Utilities,1998,5.5
Utilities,1999,6.5
Utilities,2000,6.5
Utilities,2001,6.3
Utilities,2002,6.4
Utilities,2003,7
Utilities,2004,7.1
Utilities,2005,6.7
Utilities,2006,6
Utilities,2007,6.3
Utilities,2008,6.8
Utilities,2009,7.1
Utilities,2010,7.9
Utilities,2011,7.3
Utilities,2012,7.3
Utilities,2013,7.8
Utilities,2014,9.1
Utilities,2015,9
Utilities,2016,10.3
Utilities,2017,9.2
Utilities,2018,7.3
Utilities,2019,7
Utilities,2020,6.5
Utilities,2021,5.4
Utilities,2022,4.9
Utilities,2023,6.2
,,
Construction,1976,27.2
Construction,1977,24.8
Construction,1978,27.3
Construction,1979,25.7
Construction,1980,25
Construction,1981,24.1
Construction,1982,20.8
Construction,1983,19.6
Construction,1984,24.6
Construction,1985,23.8
Construction,1986,25.3
Construction,1987,30.1
Construction,1988,24.3
Construction,1989,23.2
Construction,1990,23.7
Construction,1991,21.5
Construction,1992,23.1
Construction,1993,22.9
Construction,1994,26.3
Construction,1995,23.5
Construction,1996,25
Construction,1997,24.4
Construction,1998,27.4
Construction,1999,29.4
Construction,2000,29.1
Construction,2001,26.8
Construction,2002,25.7
Construction,2003,27.4
Construction,2004,27.3
Construction,2005,27.9
Construction,2006,31.2
Construction,2007,34.4
Construction,2008,38.6
Construction,2009,37.7
Construction,2010,38.6
Construction,2011,42.3
Construction,2012,45
Construction,2013,46.4
Construction,2014,43.6
Construction,2015,43.5
Construction,2016,47.2
Construction,2017,49.4
Construction,2018,49
Construction,2019,50.9
Construction,2020,47.6
Construction,2021,49.3
Construction,2022,51.7
Construction,2023,56.4
,,
Manufacturing,1976,56
Manufacturing,1977,51.6
Manufacturing,1978,53
Manufacturing,1979,56.9
Manufacturing,1980,58.9
Manufacturing,1981,61
Manufacturing,1982,54.9
Manufacturing,1983,57
Manufacturing,1984,57.3
Manufacturing,1985,57.9
Manufacturing,1986,58.1
Manufacturing,1987,56.3
Manufacturing,1988,59.2
Manufacturing,1989,61
Manufacturing,1990,56.3
Manufacturing,1991,53.4
Manufacturing,1992,51.4
Manufacturing,1993,48.6
Manufacturing,1994,52.1
Manufacturing,1995,56.6
Manufacturing,1996,57.9
Manufacturing,1997,59.2
Manufacturing,1998,62.8
Manufacturing,1999,64.6
Manufacturing,2000,69.7
Manufacturing,2001,68.6
Manufacturing,2002,68.8
Manufacturing,2003,68.5
Manufacturing,2004,68.4
Manufacturing,2005,67.7
Manufacturing,2006,63.4
Manufacturing,2007,64.6
Manufacturing,2008,67.2
Manufacturing,2009,62.3
Manufacturing,2010,60.8
Manufacturing,2011,62.7
Manufacturing,2012,63.2
Manufacturing,2013,62.4
Manufacturing,2014,64.1
Manufacturing,2015,64.5
Manufacturing,2016,64.7
Manufacturing,2017,64.2
Manufacturing,2018,62.8
Manufacturing,2019,63.8
Manufacturing,2020,60.5
Manufacturing,2021,65.5
Manufacturing,2022,68.1
Manufacturing,2023,69.2
,,
Durables,1976,..
Durables,1977,..
Durables,1978,..
Durables,1979,..
Durables,1980,..
Durables,1981,..
Durables,1982,..
Durables,1983,..
Durables,1984,..
Durables,1985,..
Durables,1986,..
Durables,1987,25.6
Durables,1988,29.5
Durables,1989,31.2
Durables,1990,28
Durables,1991,26.9
Durables,1992,26.3
Durables,1993,25.3
Durables,1994,28.1
Durables,1995,30.4
Durables,1996,31.5
Durables,1997,35.1
Durables,1998,37
Durables,1999,36.9
Durables,2000,41.8
Durables,2001,39.5
Durables,2002,37.9
Durables,2003,39.1
Durables,2004,42
Durables,2005,42.2
Durables,2006,36.6
Durables,2007,36
Durables,2008,38.7
Durables,2009,36.1
Durables,2010,35.1
Durables,2011,37.5
Durables,2012,38.1
Durables,2013,37.6
Durables,2014,38.3
Durables,2015,37.4
Durables,2016,37.7
Durables,2017,37.7
Durables,2018,35.9
Durables,2019,37.8
Durables,2020,33.7
Durables,2021,36.2
Durables,2022,38.5
Durables,2023,37.9
,,
Non-durables,1976,..
Non-durables,1977,..
Non-durables,1978,..
Non-durables,1979,..
Non-durables,1980,..
Non-durables,1981,..
Non-durables,1982,..
Non-durables,1983,..
Non-durables,1984,..
Non-durables,1985,..
Non-durables,1986,..
Non-durables,1987,30.6
Non-durables,1988,29.8
Non-durables,1989,29.7
Non-durables,1990,28.2
Non-durables,1991,26.5
Non-durables,1992,25.2
Non-durables,1993,23.4
Non-durables,1994,24
Non-durables,1995,26.2
Non-durables,1996,26.3
Non-durables,1997,24.1
Non-durables,1998,25.9
Non-durables,1999,27.7
Non-durables,2000,27.9
Non-durables,2001,29.1
Non-durables,2002,30.9
Non-durables,2003,29.4
Non-durables,2004,26.5
Non-durables,2005,25.6
Non-durables,2006,26.8
Non-durables,2007,28.7
Non-durables,2008,28.5
Non-durables,2009,26.2
Non-durables,2010,25.7
Non-durables,2011,25.2
Non-durables,2012,25.1
Non-durables,2013,24.8
Non-durables,2014,25.8
Non-durables,2015,27.1
Non-durables,2016,27
Non-durables,2017,26.5
Non-durables,2018,26.9
Non-durables,2019,26
Non-durables,2020,26.9
Non-durables,2021,29.4
Non-durables,2022,29.6
Non-durables,2023,31.3
,,
Services-producing,1976,299.2
Services-producing,1977,305.3
Services-producing,1978,308.3
Services-producing,1979,314.1
Services-producing,1980,319.4
Services-producing,1981,326.3
Services-producing,1982,329.5
Services-producing,1983,336.7
Services-producing,1984,341.2
Services-producing,1985,348.2
Services-producing,1986,361.5
Services-producing,1987,364
Services-producing,1988,368.5
Services-producing,1989,372.6
Services-producing,1990,380.2
Services-producing,1991,377.6
Services-producing,1992,372.2
Services-producing,1993,377.6
Services-producing,1994,377.2
Services-producing,1995,384.4
Services-producing,1996,381.2
Services-producing,1997,385.5
Services-producing,1998,390
Services-producing,1999,397.8
Services-producing,2000,407.8
Services-producing,2001,413.3
Services-producing,2002,426.1
Services-producing,2003,428.4
Services-producing,2004,434.6
Services-producing,2005,438.6
Services-producing,2006,445.4
Services-producing,2007,451.9
Services-producing,2008,454.5
Services-producing,2009,459.2
Services-producing,2010,468
Services-producing,2011,471
Services-producing,2012,475.8
Services-producing,2013,477.4
Services-producing,2014,480.3
Services-producing,2015,490.2
Services-producing,2016,482.6
Services-producing,2017,492.7
Services-producing,2018,502
Services-producing,2019,507.4
Services-producing,2020,486.1
Services-producing,2021,506.3
Services-producing,2022,527.9
Services-producing,2023,541.9
,,
Wholesale and retail trade,1976,74.3
Wholesale and retail trade,1977,71.9
Wholesale and retail trade,1978,73.5
Wholesale and retail trade,1979,78.3
Wholesale and retail trade,1980,75
Wholesale and retail trade,1981,74.6
Wholesale and retail trade,1982,77.5
Wholesale and retail trade,1983,79.7
Wholesale and retail trade,1984,79.1
Wholesale and retail trade,1985,83.1
Wholesale and retail trade,1986,83.2
Wholesale and retail trade,1987,80.9
Wholesale and retail trade,1988,81.2
Wholesale and retail trade,1989,79.5
Wholesale and retail trade,1990,81
Wholesale and retail trade,1991,79.8
Wholesale and retail trade,1992,78.8
Wholesale and retail trade,1993,82.2
Wholesale and retail trade,1994,80.5
Wholesale and retail trade,1995,81.4
Wholesale and retail trade,1996,77.2
Wholesale and retail trade,1997,77.7
Wholesale and retail trade,1998,80.8
Wholesale and retail trade,1999,82.8
Wholesale and retail trade,2000,81.8
Wholesale and retail trade,2001,83.6
Wholesale and retail trade,2002,87.2
Wholesale and retail trade,2003,85.5
Wholesale and retail trade,2004,85.3
Wholesale and retail trade,2005,84.5
Wholesale and retail trade,2006,89.7
Wholesale and retail trade,2007,89.6
Wholesale and retail trade,2008,89.8
Wholesale and retail trade,2009,89
Wholesale and retail trade,2010,91.4
Wholesale and retail trade,2011,91.3
Wholesale and retail trade,2012,93
Wholesale and retail trade,2013,93.7
Wholesale and retail trade,2014,94.1
Wholesale and retail trade,2015,93.3
Wholesale and retail trade,2016,89.5
Wholesale and retail trade,2017,91.2
Wholesale and retail trade,2018,90
Wholesale and retail trade,2019,92.4
Wholesale and retail trade,2020,88.6
Wholesale and retail trade,2021,96.3
Wholesale and retail trade,2022,92.4
Wholesale and retail trade,2023,99.3
,,
Wholesale trade,1976,..
Wholesale trade,1977,..
Wholesale trade,1978,..
Wholesale trade,1979,..
Wholesale trade,1980,..
Wholesale trade,1981,..
Wholesale trade,1982,..
Wholesale trade,1983,..
Wholesale trade,1984,..
Wholesale trade,1985,..
Wholesale trade,1986,..
Wholesale trade,1987,20.1
Wholesale trade,1988,17.3
Wholesale trade,1989,16.9
Wholesale trade,1990,17.6
Wholesale trade,1991,16.2
Wholesale trade,1992,14.9
Wholesale trade,1993,18.4
Wholesale trade,1994,17.6
Wholesale trade,1995,18.6
Wholesale trade,1996,14.9
Wholesale trade,1997,16.8
Wholesale trade,1998,18.2
Wholesale trade,1999,21.7
Wholesale trade,2000,21.8
Wholesale trade,2001,20.4
Wholesale trade,2002,18.4
Wholesale trade,2003,20.4
Wholesale trade,2004,19.2
Wholesale trade,2005,18.5
Wholesale trade,2006,19.9
Wholesale trade,2007,21
Wholesale trade,2008,21.4
Wholesale trade,2009,21
Wholesale trade,2010,21.9
Wholesale trade,2011,20.5
Wholesale trade,2012,22
Wholesale trade,2013,19.1
Wholesale trade,2014,21.5
Wholesale trade,2015,22.2
Wholesale trade,2016,20.7
Wholesale trade,2017,21
Wholesale trade,2018,19.3
Wholesale trade,2019,19.2
Wholesale trade,2020,19.5
Wholesale trade,2021,22.4
Wholesale trade,2022,21.2
Wholesale trade,2023,22.4
,,
Retail trade,1976,..
Retail trade,1977,..
Retail trade,1978,..
Retail trade,1979,..
Retail trade,1980,..
Retail trade,1981,..
Retail trade,1982,..
Retail trade,1983,..
Retail trade,1984,..
Retail trade,1985,..
Retail trade,1986,..
Retail trade,1987,60.8
Retail trade,1988,63.9
Retail trade,1989,62.6
Retail trade,1990,63.4
Retail trade,1991,63.6
Retail trade,1992,64
Retail trade,1993,63.9
Retail trade,1994,62.9
Retail trade,1995,62.7
Retail trade,1996,62.3
Retail trade,1997,60.9
Retail trade,1998,62.6
Retail trade,1999,61.2
Retail trade,2000,60
Retail trade,2001,63.1
Retail trade,2002,68.7
Retail trade,2003,65.1
Retail trade,2004,66.1
Retail trade,2005,66
Retail trade,2006,69.8
Retail trade,2007,68.6
Retail trade,2008,68.5
Retail trade,2009,68
Retail trade,2010,69.5
Retail trade,2011,70.8
Retail trade,2012,71
Retail trade,2013,74.6
Retail trade,2014,72.6
Retail trade,2015,71
Retail trade,2016,68.8
Retail trade,2017,70.2
Retail trade,2018,70.7
Retail trade,2019,73.2
Retail trade,2020,69.1
Retail trade,2021,73.9
Retail trade,2022,71.2
Retail trade,2023,76.9
,,
Transportation and warehousing,1976,36.6
Transportation and warehousing,1977,36.5
Transportation and warehousing,1978,35.1
Transportation and warehousing,1979,35.1
Transportation and warehousing,1980,35.6
Transportation and warehousing,1981,36.6
Transportation and warehousing,1982,34.2
Transportation and warehousing,1983,32.8
Transportation and warehousing,1984,35.7
Transportation and warehousing,1985,37
Transportation and warehousing,1986,37.5
Transportation and warehousing,1987,33.6
Transportation and warehousing,1988,35.6
Transportation and warehousing,1989,36
Transportation and warehousing,1990,33.5
Transportation and warehousing,1991,32.2
Transportation and warehousing,1992,30.9
Transportation and warehousing,1993,31.8
Transportation and warehousing,1994,33.5
Transportation and warehousing,1995,34.1
Transportation and warehousing,1996,33.8
Transportation and warehousing,1997,33.4
Transportation and warehousing,1998,32.7
Transportation and warehousing,1999,34.8
Transportation and warehousing,2000,35
Transportation and warehousing,2001,36.4
Transportation and warehousing,2002,36
Transportation and warehousing,2003,35.9
Transportation and warehousing,2004,34.6
Transportation and warehousing,2005,33.4
Transportation and warehousing,2006,35.1
Transportation and warehousing,2007,36.8
Transportation and warehousing,2008,36.9
Transportation and warehousing,2009,37.7
Transportation and warehousing,2010,36.6
Transportation and warehousing,2011,36
Transportation and warehousing,2012,36.4
Transportation and warehousing,2013,36.6
Transportation and warehousing,2014,37.6
Transportation and warehousing,2015,38.5
Transportation and warehousing,2016,35.1
Transportation and warehousing,2017,36.2
Transportation and warehousing,2018,38.6
Transportation and warehousing,2019,41.6
Transportation and warehousing,2020,38.5
Transportation and warehousing,2021,41.9
Transportation and warehousing,2022,40.4
Transportation and warehousing,2023,41.8
,,
"Finance, insurance, real estate, rental and leasing",1976,22.3
"Finance, insurance, real estate, rental and leasing",1977,24.8
"Finance, insurance, real estate, rental and leasing",1978,24.8
"Finance, insurance, real estate, rental and leasing",1979,23.5
"Finance, insurance, real estate, rental and leasing",1980,24.8
"Finance, insurance, real estate, rental and leasing",1981,24.5
"Finance, insurance, real estate, rental and leasing",1982,24.3
"Finance, insurance, real estate, rental and leasing",1983,24.4
"Finance, insurance, real estate, rental and leasing",1984,26.6
"Finance, insurance, real estate, rental and leasing",1985,27.3
"Finance, insurance, real estate, rental and leasing",1986,27.8
"Finance, insurance, real estate, rental and leasing",1987,31
"Finance, insurance, real estate, rental and leasing",1988,30.2
"Finance, insurance, real estate, rental and leasing",1989,30.3
"Finance, insurance, real estate, rental and leasing",1990,30.8
"Finance, insurance, real estate, rental and leasing",1991,31.5
"Finance, insurance, real estate, rental and leasing",1992,28.9
"Finance, insurance, real estate, rental and leasing",1993,28.5
"Finance, insurance, real estate, rental and leasing",1994,28.7
"Finance, insurance, real estate, rental and leasing",1995,29.2
"Finance, insurance, real estate, rental and leasing",1996,28
"Finance, insurance, real estate, rental and leasing",1997,27.5
"Finance, insurance, real estate, rental and leasing",1998,28.1
"Finance, insurance, real estate, rental and leasing",1999,30.8
"Finance, insurance, real estate, rental and leasing",2000,30.5
"Finance, insurance, real estate, rental and leasing",2001,30.8
"Finance, insurance, real estate, rental and leasing",2002,30.5
"Finance, insurance, real estate, rental and leasing",2003,29.3
"Finance, insurance, real estate, rental and leasing",2004,29.7
"Finance, insurance, real estate, rental and leasing",2005,32.7
"Finance, insurance, real estate, rental and leasing",2006,34.8
"Finance, insurance, real estate, rental and leasing",2007,34.6
"Finance, insurance, real estate, rental and leasing",2008,34.8
"Finance, insurance, real estate, rental and leasing",2009,34
"Finance, insurance, real estate, rental and leasing",2010,34.3
"Finance, insurance, real estate, rental and leasing",2011,36.6
"Finance, insurance, real estate, rental and leasing",2012,34.5
"Finance, insurance, real estate, rental and leasing",2013,33.9
"Finance, insurance, real estate, rental and leasing",2014,34.4
"Finance, insurance, real estate, rental and leasing",2015,33.4
"Finance, insurance, real estate, rental and leasing",2016,34.8
"Finance, insurance, real estate, rental and leasing",2017,36.7
"Finance, insurance, real estate, rental and leasing",2018,36.4
"Finance, insurance, real estate, rental and leasing",2019,35.3
"Finance, insurance, real estate, rental and leasing",2020,34.2
"Finance, insurance, real estate, rental and leasing",2021,34.8
"Finance, insurance, real estate, rental and leasing",2022,40.4
"Finance, insurance, real estate, rental and leasing",2023,41
,,
Finance and insurance,1976,..
Finance and insurance,1977,..
