Industry,Year,Employment
"Forestry, fishing, mining, quarrying, oil and gas",2007,46.5
"Forestry, fishing, mining, quarrying, oil and gas",2008,42.3
"Forestry, fishing, mining, quarrying, oil and gas",2009,39.4
"Forestry, fishing, mining, quarrying, oil and gas",2010,41.4
"Forestry, fishing, mining, quarrying, oil and gas",2011,42.5
"Forestry, fishing, mining, quarrying, oil and gas",2012,47.2
"Forestry, fishing, mining, quarrying, oil and gas",2013,49.9
"Forestry, fishing, mining, quarrying, oil and gas",2014,52.8
"Forestry, fishing, mining, quarrying, oil and gas",2015,53.4
"Forestry, fishing, mining, quarrying, oil and gas",2016,51.5
"Forestry, fishing, mining, quarrying, oil and gas",2017,52.4
"Forestry, fishing, mining, quarrying, oil and gas",2018,49.4
"Forestry, fishing, mining, quarrying, oil and gas",2019,46.1
"Forestry, fishing, mining, quarrying, oil and gas",2020,42.1
"Forestry, fishing, mining, quarrying, oil and gas",2021,48.4
"Forestry, fishing, mining, quarrying, oil and gas",2022,48.2
"Forestry, fishing, mining, quarrying, oil and gas",2023,49.6
,,
Forestry and logging and support activities for forestry,1976,..
Forestry and logging and support activities for forestry,1977,..
Forestry and logging and support activities for forestry,1978,..
Forestry and logging and support activities for forestry,1979,..
Forestry and logging and support activities for forestry,1980,..
Forestry and logging and support activities for forestry,1981,..
Forestry and logging and support activities for forestry,1982,..
Forestry and logging and support activities for forestry,1983,..
Forestry and logging and support activities for forestry,1984,..
Forestry and logging and support activities for forestry,1985,..
Forestry and logging and support activities for forestry,1986,..
Forestry and logging and support activities for forestry,1987,24
Forestry and logging and support activities for forestry,1988,25.3
Forestry and logging and support activities for forestry,1989,26.5
Forestry and logging and support activities for forestry,1990,26.3
Forestry and logging and support activities for forestry,1991,26.8
Forestry and logging and support activities for forestry,1992,26.3
Forestry and logging and support activities for forestry,1993,26.2
Forestry and logging and support activities for forestry,1994,31.1
Forestry and logging and support activities for forestry,1995,36.1
Forestry and logging and support activities for forestry,1996,32
Forestry and logging and support activities for forestry,1997,32.9
Forestry and logging and support activities for forestry,1998,30.2
Forestry and logging and support activities for forestry,1999,29.9
Forestry and logging and support activities for forestry,2000,35.5
Forestry and logging and support activities for forestry,2001,25.1
Forestry and logging and support activities for forestry,2002,25.1
Forestry and logging and support activities for forestry,2003,26.9
Forestry and logging and support activities for forestry,2004,21.5
Forestry and logging and support activities for forestry,2005,21.6
Forestry and logging and support activities for forestry,2006,21.4
Forestry and logging and support activities for forestry,2007,23.8
Forestry and logging and support activities for forestry,2008,16
Forestry and logging and support activities for forestry,2009,13.3
Forestry and logging and support activities for forestry,2010,15.8
Forestry and logging and support activities for forestry,2011,15.4
Forestry and logging and support activities for forestry,2012,16.8
Forestry and logging and support activities for forestry,2013,19.1
Forestry and logging and support activities for forestry,2014,20.3
Forestry and logging and support activities for forestry,2015,21.5
Forestry and logging and support activities for forestry,2016,18.7
Forestry and logging and support activities for forestry,2017,18.7
Forestry and logging and support activities for forestry,2018,17.3
Forestry and logging and support activities for forestry,2019,16.1
Forestry and logging and support activities for forestry,2020,15.6
Forestry and logging and support activities for forestry,2021,18.3
Forestry and logging and support activities for forestry,2022,17.7
Forestry and logging and support activities for forestry,2023,13.7
,,
"Fishing, hunting and trapping",1976,..
"Fishing, hunting and trapping",1977,..
"Fishing, hunting and trapping",1978,..
"Fishing, hunting and trapping",1979,..
"Fishing, hunting and trapping",1980,..
"Fishing, hunting and trapping",1981,..
"Fishing, hunting and trapping",1982,..
"Fishing, hunting and trapping",1983,..
"Fishing, hunting and trapping",1984,..
"Fishing, hunting and trapping",1985,..
"Fishing, hunting and trapping",1986,..
"Fishing, hunting and trapping",1987,6.1
"Fishing, hunting and trapping",1988,6.4
"Fishing, hunting and trapping",1989,7.1
"Fishing, hunting and trapping",1990,6.9
"Fishing, hunting and trapping",1991,6.7
"Fishing, hunting and trapping",1992,4.9
"Fishing, hunting and trapping",1993,6.3
"Fishing, hunting and trapping",1994,6.3
"Fishing, hunting and trapping",1995,4.5
"Fishing, hunting and trapping",1996,5.2
"Fishing, hunting and trapping",1997,5.5
"Fishing, hunting and trapping",1998,3.4
"Fishing, hunting and trapping",1999,3.8
"Fishing, hunting and trapping",2000,4.3
"Fishing, hunting and trapping",2001,4.7
"Fishing, hunting and trapping",2002,3.1
"Fishing, hunting and trapping",2003,4.5
"Fishing, hunting and trapping",2004,2.9
"Fishing, hunting and trapping",2005,2.1
"Fishing, hunting and trapping",2006,2.9
"Fishing, hunting and trapping",2007,3.1
"Fishing, hunting and trapping",2008,2.1
"Fishing, hunting and trapping",2009,2.3
"Fishing, hunting and trapping",2010,2
"Fishing, hunting and trapping",2011,1.5
"Fishing, hunting and trapping",2012,2.1
"Fishing, hunting and trapping",2013,1.5
"Fishing, hunting and trapping",2014,2
"Fishing, hunting and trapping",2015,1.9
"Fishing, hunting and trapping",2016,1.7
"Fishing, hunting and trapping",2017,2.3
"Fishing, hunting and trapping",2018,3.3
"Fishing, hunting and trapping",2019,1.8
"Fishing, hunting and trapping",2020,2.7
"Fishing, hunting and trapping",2021,1.9
"Fishing, hunting and trapping",2022,1.9
"Fishing, hunting and trapping",2023,1.5
,,
"Mining, quarrying, and oil and gas extraction",1976,..
"Mining, quarrying, and oil and gas extraction",1977,..
"Mining, quarrying, and oil and gas extraction",1978,..
"Mining, quarrying, and oil and gas extraction",1979,..
"Mining, quarrying, and oil and gas extraction",1980,..
"Mining, quarrying, and oil and gas extraction",1981,..
"Mining, quarrying, and oil and gas extraction",1982,..
"Mining, quarrying, and oil and gas extraction",1983,..
"Mining, quarrying, and oil and gas extraction",1984,..
"Mining, quarrying, and oil and gas extraction",1985,..
"Mining, quarrying, and oil and gas extraction",1986,..
"Mining, quarrying, and oil and gas extraction",1987,19.4
"Mining, quarrying, and oil and gas extraction",1988,18.6
"Mining, quarrying, and oil and gas extraction",1989,21.5
"Mining, quarrying, and oil and gas extraction",1990,18.9
"Mining, quarrying, and oil and gas extraction",1991,17.9
"Mining, quarrying, and oil and gas extraction",1992,15.9
"Mining, quarrying, and oil and gas extraction",1993,11.8
"Mining, quarrying, and oil and gas extraction",1994,12.1
"Mining, quarrying, and oil and gas extraction",1995,14.2
"Mining, quarrying, and oil and gas extraction",1996,17.5
"Mining, quarrying, and oil and gas extraction",1997,16.8
"Mining, quarrying, and oil and gas extraction",1998,17.9
"Mining, quarrying, and oil and gas extraction",1999,14.8
"Mining, quarrying, and oil and gas extraction",2000,12.8
"Mining, quarrying, and oil and gas extraction",2001,11.4
"Mining, quarrying, and oil and gas extraction",2002,9.2
"Mining, quarrying, and oil and gas extraction",2003,13.1
"Mining, quarrying, and oil and gas extraction",2004,11.3
"Mining, quarrying, and oil and gas extraction",2005,13.8
"Mining, quarrying, and oil and gas extraction",2006,19.3
"Mining, quarrying, and oil and gas extraction",2007,19.6
"Mining, quarrying, and oil and gas extraction",2008,24.3
"Mining, quarrying, and oil and gas extraction",2009,23.7
"Mining, quarrying, and oil and gas extraction",2010,23.6
"Mining, quarrying, and oil and gas extraction",2011,25.6
"Mining, quarrying, and oil and gas extraction",2012,28.3
"Mining, quarrying, and oil and gas extraction",2013,29.2
"Mining, quarrying, and oil and gas extraction",2014,30.4
"Mining, quarrying, and oil and gas extraction",2015,30
"Mining, quarrying, and oil and gas extraction",2016,31.1
"Mining, quarrying, and oil and gas extraction",2017,31.4
"Mining, quarrying, and oil and gas extraction",2018,28.8
"Mining, quarrying, and oil and gas extraction",2019,28.3
"Mining, quarrying, and oil and gas extraction",2020,23.9
"Mining, quarrying, and oil and gas extraction",2021,28.1
"Mining, quarrying, and oil and gas extraction",2022,28.7
"Mining, quarrying, and oil and gas extraction",2023,34.4
,,
Utilities,1976,12.7
Utilities,1977,12.5
Utilities,1978,11.1
Utilities,1979,10.2
Utilities,1980,12.1
Utilities,1981,13.8
Utilities,1982,15.9
Utilities,1983,14.3
Utilities,1984,11.7
Utilities,1985,9.7
Utilities,1986,8.9
Utilities,1987,9.3
Utilities,1988,9.5
Utilities,1989,11
Utilities,1990,12.5
Utilities,1991,12.4
Utilities,1992,11.2
Utilities,1993,12.2
Utilities,1994,12.5
Utilities,1995,10.6
Utilities,1996,10.3
Utilities,1997,10
Utilities,1998,11.3
Utilities,1999,11.2
Utilities,2000,10.4
Utilities,2001,10.6
Utilities,2002,10.9
Utilities,2003,11.1
Utilities,2004,9.1
Utilities,2005,10.2
Utilities,2006,6.9
Utilities,2007,7.8
Utilities,2008,10.9
Utilities,2009,10.5
Utilities,2010,10.9
Utilities,2011,11.2
Utilities,2012,12.5
Utilities,2013,13.3
Utilities,2014,14
Utilities,2015,14.3
Utilities,2016,12.7
Utilities,2017,11.5
Utilities,2018,15
Utilities,2019,13.8
Utilities,2020,18.4
Utilities,2021,17.9
Utilities,2022,15.1
Utilities,2023,16.1
,,
Construction,1976,85.6
Construction,1977,91.2
Construction,1978,89.1
Construction,1979,91.1
Construction,1980,95
Construction,1981,110.2
Construction,1982,91.2
Construction,1983,83
Construction,1984,74.8
Construction,1985,76.3
Construction,1986,72.5
Construction,1987,80.4
Construction,1988,91.6
Construction,1989,108.4
Construction,1990,119.7
Construction,1991,113.2
Construction,1992,116.3
Construction,1993,116.1
Construction,1994,125.7
Construction,1995,126
Construction,1996,120
Construction,1997,124.1
Construction,1998,118.7
Construction,1999,113.6
Construction,2000,112.1
Construction,2001,112.3
Construction,2002,116.8
Construction,2003,117.6
Construction,2004,142.1
Construction,2005,165.8
Construction,2006,183.6
Construction,2007,197.5
Construction,2008,211
Construction,2009,199.4
Construction,2010,197.4
Construction,2011,202.5
Construction,2012,202.7
Construction,2013,212.6
Construction,2014,209
Construction,2015,211.9
Construction,2016,220
Construction,2017,239.8
Construction,2018,246.5
Construction,2019,250.1
Construction,2020,227.4
Construction,2021,227.1
Construction,2022,236
Construction,2023,234.7
,,
Manufacturing,1976,158.7
Manufacturing,1977,166.6
Manufacturing,1978,177
Manufacturing,1979,180.9
Manufacturing,1980,177.9
Manufacturing,1981,176.4
Manufacturing,1982,152.6
Manufacturing,1983,141.9
Manufacturing,1984,145.8
Manufacturing,1985,150.4
Manufacturing,1986,154.3
Manufacturing,1987,162.9
Manufacturing,1988,169.1
Manufacturing,1989,177.4
Manufacturing,1990,176.6
Manufacturing,1991,170.5
Manufacturing,1992,167.1
Manufacturing,1993,177.6
Manufacturing,1994,184
Manufacturing,1995,188.1
Manufacturing,1996,193.5
Manufacturing,1997,196.8
Manufacturing,1998,194.6
Manufacturing,1999,190
Manufacturing,2000,202.5
Manufacturing,2001,194.1
Manufacturing,2002,197.9
Manufacturing,2003,206.5
Manufacturing,2004,208.4
Manufacturing,2005,193.4
Manufacturing,2006,189.8
Manufacturing,2007,189.8
Manufacturing,2008,179.6
Manufacturing,2009,160.7
Manufacturing,2010,164.4
Manufacturing,2011,165.4
Manufacturing,2012,173.7
Manufacturing,2013,158.8
Manufacturing,2014,167.7
Manufacturing,2015,177.2
Manufacturing,2016,177.8
Manufacturing,2017,184.2
Manufacturing,2018,181.4
Manufacturing,2019,172.7
Manufacturing,2020,167.8
Manufacturing,2021,183.4
Manufacturing,2022,184.1
Manufacturing,2023,171.8
,,
Durables,1976,..
Durables,1977,..
Durables,1978,..
Durables,1979,..
Durables,1980,..
Durables,1981,..
Durables,1982,..
Durables,1983,..
Durables,1984,..
Durables,1985,..
Durables,1986,..
Durables,1987,97.8
Durables,1988,102.3
Durables,1989,107.9
Durables,1990,111.2
Durables,1991,105.1
Durables,1992,104.8
Durables,1993,108
Durables,1994,107.7
Durables,1995,110.7
Durables,1996,112.8
Durables,1997,120.6
Durables,1998,116.6
Durables,1999,115.9
Durables,2000,122.9
Durables,2001,119.4
Durables,2002,124.5
Durables,2003,129.3
Durables,2004,129.1
Durables,2005,122.4
Durables,2006,123
Durables,2007,121
Durables,2008,109.8
Durables,2009,97.9
Durables,2010,105.3
Durables,2011,102
Durables,2012,105.4
Durables,2013,95.1
Durables,2014,99.6
Durables,2015,103.7
Durables,2016,106.4
Durables,2017,106.9
Durables,2018,105.8
Durables,2019,107.3
Durables,2020,98.8
Durables,2021,104.2
Durables,2022,107.6
Durables,2023,100.1
,,
Non-durables,1976,..
Non-durables,1977,..
Non-durables,1978,..
Non-durables,1979,..
Non-durables,1980,..
Non-durables,1981,..
Non-durables,1982,..
Non-durables,1983,..
Non-durables,1984,..
Non-durables,1985,..
Non-durables,1986,..
Non-durables,1987,65.2
Non-durables,1988,66.8
Non-durables,1989,69.5
Non-durables,1990,65.3
Non-durables,1991,65.4
Non-durables,1992,62.3
Non-durables,1993,69.5
Non-durables,1994,76.4
Non-durables,1995,77.4
Non-durables,1996,80.7
Non-durables,1997,76.2
Non-durables,1998,78
Non-durables,1999,74.1
Non-durables,2000,79.5
Non-durables,2001,74.8
Non-durables,2002,73.3
Non-durables,2003,77.2
Non-durables,2004,79.2
Non-durables,2005,71
Non-durables,2006,66.7
Non-durables,2007,68.8
Non-durables,2008,69.7
Non-durables,2009,62.8
Non-durables,2010,59.2
Non-durables,2011,63.4
Non-durables,2012,68.3
Non-durables,2013,63.8
Non-durables,2014,68
Non-durables,2015,73.5
Non-durables,2016,71.3
Non-durables,2017,77.4
Non-durables,2018,75.6
Non-durables,2019,65.4
Non-durables,2020,68.9
Non-durables,2021,79.2
Non-durables,2022,76.5
Non-durables,2023,71.7
,,
Services-producing,1976,737.1
Services-producing,1977,751.3
Services-producing,1978,789.4
Services-producing,1979,827.3
Services-producing,1980,892.8
Services-producing,1981,929.4
Services-producing,1982,914.9
Services-producing,1983,922.6
Services-producing,1984,928.1
Services-producing,1985,956.3
Services-producing,1986,"1,009.80"
Services-producing,1987,"1,043.90"
Services-producing,1988,"1,083.10"
Services-producing,1989,"1,124.50"
Services-producing,1990,"1,170.60"
Services-producing,1991,"1,199.80"
Services-producing,1992,"1,246.20"
Services-producing,1993,"1,285.10"
Services-producing,1994,"1,341.70"
Services-producing,1995,"1,380.50"
Services-producing,1996,"1,404.70"
Services-producing,1997,"1,440.80"
Services-producing,1998,"1,448.90"
Services-producing,1999,"1,501.70"
Services-producing,2000,"1,523.50"
Services-producing,2001,"1,537.20"
Services-producing,2002,"1,559.70"
Services-producing,2003,"1,585.10"
Services-producing,2004,"1,597.10"
Services-producing,2005,"1,644.60"
Services-producing,2006,"1,694.20"
Services-producing,2007,"1,734.50"
Services-producing,2008,"1,764.70"
Services-producing,2009,"1,760.80"
Services-producing,2010,"1,778.80"
Services-producing,2011,"1,789.20"
Services-producing,2012,"1,836.10"
Services-producing,2013,"1,860.60"
Services-producing,2014,"1,880.60"
Services-producing,2015,"1,906.50"
Services-producing,2016,"1,983.30"
Services-producing,2017,"2,048.30"
Services-producing,2018,"2,090.10"
Services-producing,2019,"2,170.50"
Services-producing,2020,"2,025.20"
Services-producing,2021,"2,165.90"
Services-producing,2022,"2,240.90"
Services-producing,2023,"2,294.10"
,,
Wholesale and retail trade,1976,178.4
Wholesale and retail trade,1977,179.5
Wholesale and retail trade,1978,194.2
Wholesale and retail trade,1979,196.9
Wholesale and retail trade,1980,211.2
Wholesale and retail trade,1981,212.7
Wholesale and retail trade,1982,203.5
Wholesale and retail trade,1983,200.6
Wholesale and retail trade,1984,205.6
Wholesale and retail trade,1985,214.6
Wholesale and retail trade,1986,225.7
Wholesale and retail trade,1987,233.9
Wholesale and retail trade,1988,246.3
Wholesale and retail trade,1989,250.6
Wholesale and retail trade,1990,264.7
Wholesale and retail trade,1991,259.4
Wholesale and retail trade,1992,261.9
Wholesale and retail trade,1993,270.8
Wholesale and retail trade,1994,283.6
Wholesale and retail trade,1995,294
Wholesale and retail trade,1996,291.2
Wholesale and retail trade,1997,299.8
Wholesale and retail trade,1998,292.3
Wholesale and retail trade,1999,305.8
Wholesale and retail trade,2000,303.6
Wholesale and retail trade,2001,303.3
Wholesale and retail trade,2002,318.5
Wholesale and retail trade,2003,325.6
Wholesale and retail trade,2004,313
Wholesale and retail trade,2005,329.8
Wholesale and retail trade,2006,347.9
Wholesale and retail trade,2007,359.9
Wholesale and retail trade,2008,355.3
Wholesale and retail trade,2009,366.5
Wholesale and retail trade,2010,373.6
Wholesale and retail trade,2011,351.8
Wholesale and retail trade,2012,345.2
Wholesale and retail trade,2013,375.2
Wholesale and retail trade,2014,370.8
Wholesale and retail trade,2015,363.3
Wholesale and retail trade,2016,383.9
Wholesale and retail trade,2017,395.5
Wholesale and retail trade,2018,400.7
Wholesale and retail trade,2019,420.8
Wholesale and retail trade,2020,388.8
Wholesale and retail trade,2021,402
Wholesale and retail trade,2022,434.2
Wholesale and retail trade,2023,437.1
,,
Wholesale trade,1976,..
Wholesale trade,1977,..
Wholesale trade,1978,..
Wholesale trade,1979,..
Wholesale trade,1980,..
Wholesale trade,1981,..
Wholesale trade,1982,..
Wholesale trade,1983,..
Wholesale trade,1984,..
Wholesale trade,1985,..
Wholesale trade,1986,..
Wholesale trade,1987,53.5
Wholesale trade,1988,51.4
Wholesale trade,1989,53.9
Wholesale trade,1990,52.9
Wholesale trade,1991,54.4
Wholesale trade,1992,58.3
Wholesale trade,1993,62.8
Wholesale trade,1994,62.7
Wholesale trade,1995,64.7
Wholesale trade,1996,67
Wholesale trade,1997,71.3
Wholesale trade,1998,61.8
Wholesale trade,1999,79.2
Wholesale trade,2000,67.2
Wholesale trade,2001,67.3
Wholesale trade,2002,72.2
Wholesale trade,2003,76.3
Wholesale trade,2004,65.5
Wholesale trade,2005,78.5
Wholesale trade,2006,82.6
Wholesale trade,2007,80.2
Wholesale trade,2008,87.3
Wholesale trade,2009,86.6
Wholesale trade,2010,83.3
Wholesale trade,2011,76.7
Wholesale trade,2012,81.1
Wholesale trade,2013,83.2
Wholesale trade,2014,83.1
Wholesale trade,2015,86
Wholesale trade,2016,94.7
Wholesale trade,2017,87.6
Wholesale trade,2018,87.6
Wholesale trade,2019,93.8
Wholesale trade,2020,91.2
Wholesale trade,2021,88.2
Wholesale trade,2022,94.1
Wholesale trade,2023,92.5
,,
Retail trade,1976,..
Retail trade,1977,..
Retail trade,1978,..
Retail trade,1979,..
Retail trade,1980,..
Retail trade,1981,..
Retail trade,1982,..
Retail trade,1983,..
Retail trade,1984,..
Retail trade,1985,..
Retail trade,1986,..
Retail trade,1987,180.5
Retail trade,1988,194.9
Retail trade,1989,196.7
Retail trade,1990,211.8
Retail trade,1991,205
Retail trade,1992,203.6
Retail trade,1993,208
Retail trade,1994,220.9
Retail trade,1995,229.3
Retail trade,1996,224.1
Retail trade,1997,228.5
Retail trade,1998,230.6
Retail trade,1999,226.6
Retail trade,2000,236.4
Retail trade,2001,236
Retail trade,2002,246.3
Retail trade,2003,249.3
Retail trade,2004,247.5
Retail trade,2005,251.3
Retail trade,2006,265.3
Retail trade,2007,279.6
Retail trade,2008,268
Retail trade,2009,279.9
Retail trade,2010,290.3
Retail trade,2011,275.1
Retail trade,2012,264.1
Retail trade,2013,291.9
Retail trade,2014,287.7
Retail trade,2015,277.2
Retail trade,2016,289.2
Retail trade,2017,307.9
Retail trade,2018,313.1
Retail trade,2019,327
Retail trade,2020,297.6
Retail trade,2021,313.8
Retail trade,2022,340.2
Retail trade,2023,344.6
,,
Transportation and warehousing,1976,78.4
Transportation and warehousing,1977,75.8
Transportation and warehousing,1978,76
Transportation and warehousing,1979,88.9
Transportation and warehousing,1980,89.2
Transportation and warehousing,1981,94.1
Transportation and warehousing,1982,90.7
Transportation and warehousing,1983,91.4
Transportation and warehousing,1984,86.4
Transportation and warehousing,1985,87.1
Transportation and warehousing,1986,90.3
Transportation and warehousing,1987,85.4
Transportation and warehousing,1988,88.5
Transportation and warehousing,1989,90.7
Transportation and warehousing,1990,91.9
Transportation and warehousing,1991,97.3
Transportation and warehousing,1992,101.8
Transportation and warehousing,1993,100.2
Transportation and warehousing,1994,98.5
Transportation and warehousing,1995,97.1
Transportation and warehousing,1996,100
Transportation and warehousing,1997,107.7
Transportation and warehousing,1998,104.5
Transportation and warehousing,1999,116.7
Transportation and warehousing,2000,118.1
Transportation and warehousing,2001,112.7
Transportation and warehousing,2002,110.3
Transportation and warehousing,2003,114.5
Transportation and warehousing,2004,112.6
Transportation and warehousing,2005,116.3
Transportation and warehousing,2006,116.4
Transportation and warehousing,2007,125.4
Transportation and warehousing,2008,129.6
Transportation and warehousing,2009,114.7
Transportation and warehousing,2010,113.1
Transportation and warehousing,2011,120.4
Transportation and warehousing,2012,128.6
Transportation and warehousing,2013,127.5
Transportation and warehousing,2014,141.2
Transportation and warehousing,2015,144
Transportation and warehousing,2016,141.3
Transportation and warehousing,2017,141.1
Transportation and warehousing,2018,144.1
Transportation and warehousing,2019,147.1
Transportation and warehousing,2020,135
Transportation and warehousing,2021,146.1
Transportation and warehousing,2022,142.6
Transportation and warehousing,2023,141.7
,,
"Finance, insurance, real estate, rental and leasing",1976,66.1
"Finance, insurance, real estate, rental and leasing",1977,68.2
"Finance, insurance, real estate, rental and leasing",1978,73.8
"Finance, insurance, real estate, rental and leasing",1979,76.6
"Finance, insurance, real estate, rental and leasing",1980,83.4
"Finance, insurance, real estate, rental and leasing",1981,83.7
"Finance, insurance, real estate, rental and leasing",1982,85.7
"Finance, insurance, real estate, rental and leasing",1983,86.1
"Finance, insurance, real estate, rental and leasing",1984,86.3
"Finance, insurance, real estate, rental and leasing",1985,85
"Finance, insurance, real estate, rental and leasing",1986,87.9
"Finance, insurance, real estate, rental and leasing",1987,90.5
"Finance, insurance, real estate, rental and leasing",1988,96.3
"Finance, insurance, real estate, rental and leasing",1989,98.7
"Finance, insurance, real estate, rental and leasing",1990,102.1
"Finance, insurance, real estate, rental and leasing",1991,103.6
"Finance, insurance, real estate, rental and leasing",1992,110.9
"Finance, insurance, real estate, rental and leasing",1993,114.6
"Finance, insurance, real estate, rental and leasing",1994,117.1
"Finance, insurance, real estate, rental and leasing",1995,116.7
"Finance, insurance, real estate, rental and leasing",1996,122.4
"Finance, insurance, real estate, rental and leasing",1997,125.8
"Finance, insurance, real estate, rental and leasing",1998,122
"Finance, insurance, real estate, rental and leasing",1999,120.1
"Finance, insurance, real estate, rental and leasing",2000,117
"Finance, insurance, real estate, rental and leasing",2001,120.2
"Finance, insurance, real estate, rental and leasing",2002,123.8
"Finance, insurance, real estate, rental and leasing",2003,125.9
"Finance, insurance, real estate, rental and leasing",2004,127.9
"Finance, insurance, real estate, rental and leasing",2005,131.2
"Finance, insurance, real estate, rental and leasing",2006,134.3
"Finance, insurance, real estate, rental and leasing",2007,138.9
"Finance, insurance, real estate, rental and leasing",2008,143.2
"Finance, insurance, real estate, rental and leasing",2009,134.7
"Finance, insurance, real estate, rental and leasing",2010,136.5
"Finance, insurance, real estate, rental and leasing",2011,137.2
"Finance, insurance, real estate, rental and leasing",2012,143.4
"Finance, insurance, real estate, rental and leasing",2013,148.7
"Finance, insurance, real estate, rental and leasing",2014,150.2
"Finance, insurance, real estate, rental and leasing",2015,141
