Industry,Year,Employment
"Fishing, hunting and trapping",2011,x
"Fishing, hunting and trapping",2012,1.8
"Fishing, hunting and trapping",2013,x
"Fishing, hunting and trapping",2014,x
"Fishing, hunting and trapping",2015,x
"Fishing, hunting and trapping",2016,x
"Fishing, hunting and trapping",2017,1.6
"Fishing, hunting and trapping",2018,x
"Fishing, hunting and trapping",2019,x
"Fishing, hunting and trapping",2020,x
"Fishing, hunting and trapping",2021,x
"Fishing, hunting and trapping",2022,x
"Fishing, hunting and trapping",2023,1.7
,,
"Mining, quarrying, and oil and gas extraction",1976,..
"Mining, quarrying, and oil and gas extraction",1977,..
"Mining, quarrying, and oil and gas extraction",1978,..
"Mining, quarrying, and oil and gas extraction",1979,..
"Mining, quarrying, and oil and gas extraction",1980,..
"Mining, quarrying, and oil and gas extraction",1981,..
"Mining, quarrying, and oil and gas extraction",1982,..
"Mining, quarrying, and oil and gas extraction",1983,..
"Mining, quarrying, and oil and gas extraction",1984,..
"Mining, quarrying, and oil and gas extraction",1985,..
"Mining, quarrying, and oil and gas extraction",1986,..
"Mining, quarrying, and oil and gas extraction",1987,17.3
"Mining, quarrying, and oil and gas extraction",1988,22.4
"Mining, quarrying, and oil and gas extraction",1989,22.8
"Mining, quarrying, and oil and gas extraction",1990,25.6
"Mining, quarrying, and oil and gas extraction",1991,24.2
"Mining, quarrying, and oil and gas extraction",1992,22.6
"Mining, quarrying, and oil and gas extraction",1993,18.7
"Mining, quarrying, and oil and gas extraction",1994,20.7
"Mining, quarrying, and oil and gas extraction",1995,21.5
"Mining, quarrying, and oil and gas extraction",1996,16.3
"Mining, quarrying, and oil and gas extraction",1997,16.4
"Mining, quarrying, and oil and gas extraction",1998,19.3
"Mining, quarrying, and oil and gas extraction",1999,12
"Mining, quarrying, and oil and gas extraction",2000,15.4
"Mining, quarrying, and oil and gas extraction",2001,12
"Mining, quarrying, and oil and gas extraction",2002,12.8
"Mining, quarrying, and oil and gas extraction",2003,15.3
"Mining, quarrying, and oil and gas extraction",2004,14
"Mining, quarrying, and oil and gas extraction",2005,17.2
"Mining, quarrying, and oil and gas extraction",2006,18.4
"Mining, quarrying, and oil and gas extraction",2007,18.9
"Mining, quarrying, and oil and gas extraction",2008,17.5
"Mining, quarrying, and oil and gas extraction",2009,16.3
"Mining, quarrying, and oil and gas extraction",2010,15.9
"Mining, quarrying, and oil and gas extraction",2011,21.1
"Mining, quarrying, and oil and gas extraction",2012,22.2
"Mining, quarrying, and oil and gas extraction",2013,18.8
"Mining, quarrying, and oil and gas extraction",2014,20.3
"Mining, quarrying, and oil and gas extraction",2015,20.8
"Mining, quarrying, and oil and gas extraction",2016,20.2
"Mining, quarrying, and oil and gas extraction",2017,21.4
"Mining, quarrying, and oil and gas extraction",2018,23.6
"Mining, quarrying, and oil and gas extraction",2019,26.6
"Mining, quarrying, and oil and gas extraction",2020,23.1
"Mining, quarrying, and oil and gas extraction",2021,22.6
"Mining, quarrying, and oil and gas extraction",2022,30.8
"Mining, quarrying, and oil and gas extraction",2023,25.6
,,
Utilities,1976,24.9
Utilities,1977,23.2
Utilities,1978,24.5
Utilities,1979,25
Utilities,1980,29.3
Utilities,1981,30.9
Utilities,1982,29.1
Utilities,1983,26.4
Utilities,1984,24.5
Utilities,1985,28.3
Utilities,1986,25.8
Utilities,1987,24.7
Utilities,1988,26.1
Utilities,1989,28.2
Utilities,1990,31.6
Utilities,1991,32.5
Utilities,1992,33.3
Utilities,1993,33
Utilities,1994,33
Utilities,1995,32.2
Utilities,1996,34.2
Utilities,1997,30.1
Utilities,1998,29.2
Utilities,1999,26.6
Utilities,2000,27.9
Utilities,2001,29.2
Utilities,2002,30.2
Utilities,2003,31.7
Utilities,2004,32.2
Utilities,2005,31.5
Utilities,2006,29.2
Utilities,2007,30.5
Utilities,2008,33.7
Utilities,2009,36.2
Utilities,2010,35.6
Utilities,2011,34.5
Utilities,2012,28.5
Utilities,2013,27.3
Utilities,2014,27.4
Utilities,2015,26.8
Utilities,2016,26.6
Utilities,2017,24
Utilities,2018,25.8
Utilities,2019,23
Utilities,2020,21.7
Utilities,2021,27.2
Utilities,2022,30.8
Utilities,2023,31
,,
Construction,1976,155.9
Construction,1977,158.8
Construction,1978,146.1
Construction,1979,131.6
Construction,1980,126.4
Construction,1981,127.9
Construction,1982,121.5
Construction,1983,128.2
Construction,1984,128
Construction,1985,141.7
Construction,1986,147.4
Construction,1987,166
Construction,1988,185
Construction,1989,181.2
Construction,1990,177.9
Construction,1991,156.3
Construction,1992,147.7
Construction,1993,140.7
Construction,1994,144.8
Construction,1995,138.1
Construction,1996,134.8
Construction,1997,124.1
Construction,1998,122.6
Construction,1999,129.6
Construction,2000,139.3
Construction,2001,136.2
Construction,2002,154.4
Construction,2003,167.5
Construction,2004,164.2
Construction,2005,178.2
Construction,2006,197
Construction,2007,203.9
Construction,2008,217.4
Construction,2009,218.3
Construction,2010,233.4
Construction,2011,253.6
Construction,2012,250.2
Construction,2013,270.4
Construction,2014,253.7
Construction,2015,237.4
Construction,2016,238.5
Construction,2017,253.1
Construction,2018,249.1
Construction,2019,264.7
Construction,2020,263.8
Construction,2021,284.7
Construction,2022,295.7
Construction,2023,314.2
,,
Manufacturing,1976,589.4
Manufacturing,1977,563.6
Manufacturing,1978,566.7
Manufacturing,1979,603
Manufacturing,1980,619.7
Manufacturing,1981,591.9
Manufacturing,1982,515.6
Manufacturing,1983,520.2
Manufacturing,1984,538.8
Manufacturing,1985,541.1
Manufacturing,1986,574.1
Manufacturing,1987,571.7
Manufacturing,1988,582
Manufacturing,1989,610.1
Manufacturing,1990,596.4
Manufacturing,1991,548.1
Manufacturing,1992,530
Manufacturing,1993,522.2
Manufacturing,1994,532.4
Manufacturing,1995,553.6
Manufacturing,1996,542.2
Manufacturing,1997,583.9
Manufacturing,1998,605.7
Manufacturing,1999,629
Manufacturing,2000,629
Manufacturing,2001,627.7
Manufacturing,2002,649.2
Manufacturing,2003,628.2
Manufacturing,2004,630.7
Manufacturing,2005,615.6
Manufacturing,2006,573.6
Manufacturing,2007,538.5
Manufacturing,2008,531.4
Manufacturing,2009,523.9
Manufacturing,2010,507
Manufacturing,2011,500.3
Manufacturing,2012,503.7
Manufacturing,2013,491.1
Manufacturing,2014,476.2
Manufacturing,2015,480.9
Manufacturing,2016,483.9
Manufacturing,2017,495.8
Manufacturing,2018,502
Manufacturing,2019,498.9
Manufacturing,2020,472.7
Manufacturing,2021,487.2
Manufacturing,2022,502.3
Manufacturing,2023,503.6
,,
Durables,1976,..
Durables,1977,..
Durables,1978,..
Durables,1979,..
Durables,1980,..
Durables,1981,..
Durables,1982,..
Durables,1983,..
Durables,1984,..
Durables,1985,..
Durables,1986,..
Durables,1987,271.8
Durables,1988,277.8
Durables,1989,284.3
Durables,1990,292.8
Durables,1991,262.5
Durables,1992,243.8
Durables,1993,247
Durables,1994,254
Durables,1995,262.1
Durables,1996,265
Durables,1997,297.2
Durables,1998,308.8
Durables,1999,324.5
Durables,2000,338.4
Durables,2001,331.3
Durables,2002,360.5
Durables,2003,327.5
Durables,2004,331.3
Durables,2005,332.6
Durables,2006,324.7
Durables,2007,299.4
Durables,2008,299.1
Durables,2009,287.6
Durables,2010,275.4
Durables,2011,274.8
Durables,2012,284.4
Durables,2013,275.6
Durables,2014,272.4
Durables,2015,278.7
Durables,2016,280.1
Durables,2017,277.9
Durables,2018,287.3
Durables,2019,293
Durables,2020,276.4
Durables,2021,285
Durables,2022,292.5
Durables,2023,301
,,
Non-durables,1976,..
Non-durables,1977,..
Non-durables,1978,..
Non-durables,1979,..
Non-durables,1980,..
Non-durables,1981,..
Non-durables,1982,..
Non-durables,1983,..
Non-durables,1984,..
Non-durables,1985,..
Non-durables,1986,..
Non-durables,1987,299.9
Non-durables,1988,304.2
Non-durables,1989,325.8
Non-durables,1990,303.6
Non-durables,1991,285.6
Non-durables,1992,286.3
Non-durables,1993,275.2
Non-durables,1994,278.4
Non-durables,1995,291.5
Non-durables,1996,277.2
Non-durables,1997,286.6
Non-durables,1998,296.9
Non-durables,1999,304.5
Non-durables,2000,290.6
Non-durables,2001,296.4
Non-durables,2002,288.7
Non-durables,2003,300.7
Non-durables,2004,299.4
Non-durables,2005,283
Non-durables,2006,248.9
Non-durables,2007,239.2
Non-durables,2008,232.3
Non-durables,2009,236.4
Non-durables,2010,231.6
Non-durables,2011,225.5
Non-durables,2012,219.3
Non-durables,2013,215.5
Non-durables,2014,203.8
Non-durables,2015,202.3
Non-durables,2016,203.8
Non-durables,2017,217.9
Non-durables,2018,214.7
Non-durables,2019,205.8
Non-durables,2020,196.3
Non-durables,2021,202.2
Non-durables,2022,209.9
Non-durables,2023,202.7
,,
Services-producing,1976,"1,649.10"
Services-producing,1977,"1,693.90"
Services-producing,1978,"1,744.30"
Services-producing,1979,"1,816.30"
Services-producing,1980,"1,864.90"
Services-producing,1981,"1,925.70"
Services-producing,1982,"1,863.20"
Services-producing,1983,"1,895.90"
Services-producing,1984,"1,950.80"
Services-producing,1985,"2,021.90"
Services-producing,1986,"2,066.60"
Services-producing,1987,"2,142.40"
Services-producing,1988,"2,171.00"
Services-producing,1989,"2,195.70"
Services-producing,1990,"2,220.60"
Services-producing,1991,"2,234.10"
Services-producing,1992,"2,222.30"
Services-producing,1993,"2,231.80"
Services-producing,1994,"2,264.40"
Services-producing,1995,"2,295.00"
Services-producing,1996,"2,315.60"
Services-producing,1997,"2,333.60"
Services-producing,1998,"2,387.70"
Services-producing,1999,"2,441.70"
Services-producing,2000,"2,503.40"
Services-producing,2001,"2,554.40"
Services-producing,2002,"2,628.00"
Services-producing,2003,"2,705.50"
Services-producing,2004,"2,761.20"
Services-producing,2005,"2,779.70"
Services-producing,2006,"2,832.00"
Services-producing,2007,"2,953.00"
Services-producing,2008,"3,002.10"
Services-producing,2009,"2,990.80"
Services-producing,2010,"3,064.90"
Services-producing,2011,"3,095.50"
Services-producing,2012,"3,137.70"
Services-producing,2013,"3,171.90"
Services-producing,2014,"3,186.90"
Services-producing,2015,"3,221.50"
Services-producing,2016,"3,240.60"
Services-producing,2017,"3,314.40"
Services-producing,2018,"3,382.90"
Services-producing,2019,"3,447.20"
Services-producing,2020,"3,246.50"
Services-producing,2021,"3,379.10"
Services-producing,2022,"3,474.70"
Services-producing,2023,"3,568.20"
,,
Wholesale and retail trade,1976,402.1
Wholesale and retail trade,1977,401.7
Wholesale and retail trade,1978,410.8
Wholesale and retail trade,1979,424.4
Wholesale and retail trade,1980,429.3
Wholesale and retail trade,1981,447.1
Wholesale and retail trade,1982,427.7
Wholesale and retail trade,1983,435.9
Wholesale and retail trade,1984,449.6
Wholesale and retail trade,1985,471
Wholesale and retail trade,1986,490.9
Wholesale and retail trade,1987,492.1
Wholesale and retail trade,1988,496.2
Wholesale and retail trade,1989,503.4
Wholesale and retail trade,1990,507.6
Wholesale and retail trade,1991,521.1
Wholesale and retail trade,1992,503.8
Wholesale and retail trade,1993,480.9
Wholesale and retail trade,1994,496.7
Wholesale and retail trade,1995,503.9
Wholesale and retail trade,1996,504.3
Wholesale and retail trade,1997,499.1
Wholesale and retail trade,1998,498.3
Wholesale and retail trade,1999,511.9
Wholesale and retail trade,2000,534.3
Wholesale and retail trade,2001,540.2
Wholesale and retail trade,2002,562.9
Wholesale and retail trade,2003,598.2
Wholesale and retail trade,2004,613.6
Wholesale and retail trade,2005,617.4
Wholesale and retail trade,2006,630.3
Wholesale and retail trade,2007,647.7
Wholesale and retail trade,2008,637.8
Wholesale and retail trade,2009,625.1
Wholesale and retail trade,2010,648.1
Wholesale and retail trade,2011,649.9
Wholesale and retail trade,2012,636.9
Wholesale and retail trade,2013,655.1
Wholesale and retail trade,2014,648.6
Wholesale and retail trade,2015,661.2
Wholesale and retail trade,2016,663.3
Wholesale and retail trade,2017,668.1
Wholesale and retail trade,2018,681.8
Wholesale and retail trade,2019,681.1
Wholesale and retail trade,2020,653.8
Wholesale and retail trade,2021,659
Wholesale and retail trade,2022,663.7
Wholesale and retail trade,2023,663.9
,,
Wholesale trade,1976,..
Wholesale trade,1977,..
Wholesale trade,1978,..
Wholesale trade,1979,..
Wholesale trade,1980,..
Wholesale trade,1981,..
Wholesale trade,1982,..
Wholesale trade,1983,..
Wholesale trade,1984,..
Wholesale trade,1985,..
Wholesale trade,1986,..
Wholesale trade,1987,103
Wholesale trade,1988,101.5
Wholesale trade,1989,108.6
Wholesale trade,1990,116.8
Wholesale trade,1991,116
Wholesale trade,1992,102.9
Wholesale trade,1993,105.1
Wholesale trade,1994,101.4
Wholesale trade,1995,104.3
Wholesale trade,1996,112.9
Wholesale trade,1997,102.6
Wholesale trade,1998,106.6
Wholesale trade,1999,125.8
Wholesale trade,2000,127.4
Wholesale trade,2001,119
Wholesale trade,2002,122
Wholesale trade,2003,133.8
Wholesale trade,2004,144
Wholesale trade,2005,140.5
Wholesale trade,2006,142.9
Wholesale trade,2007,161.6
Wholesale trade,2008,149.8
Wholesale trade,2009,149.1
Wholesale trade,2010,150.4
Wholesale trade,2011,156.5
Wholesale trade,2012,153.1
Wholesale trade,2013,141
Wholesale trade,2014,134.2
Wholesale trade,2015,141.9
Wholesale trade,2016,149.8
Wholesale trade,2017,162.7
Wholesale trade,2018,158.7
Wholesale trade,2019,142.2
Wholesale trade,2020,141.1
Wholesale trade,2021,153.6
Wholesale trade,2022,153.5
Wholesale trade,2023,142.6
,,
Retail trade,1976,..
Retail trade,1977,..
Retail trade,1978,..
Retail trade,1979,..
Retail trade,1980,..
Retail trade,1981,..
Retail trade,1982,..
Retail trade,1983,..
Retail trade,1984,..
Retail trade,1985,..
Retail trade,1986,..
Retail trade,1987,389.2
Retail trade,1988,394.7
Retail trade,1989,394.8
Retail trade,1990,390.8
Retail trade,1991,405.1
Retail trade,1992,400.9
Retail trade,1993,375.9
Retail trade,1994,395.3
Retail trade,1995,399.6
Retail trade,1996,391.4
Retail trade,1997,396.5
Retail trade,1998,391.7
Retail trade,1999,386.1
Retail trade,2000,406.9
Retail trade,2001,421.2
Retail trade,2002,441
Retail trade,2003,464.4
Retail trade,2004,469.6
Retail trade,2005,476.9
Retail trade,2006,487.4
Retail trade,2007,486.1
Retail trade,2008,488
Retail trade,2009,476
Retail trade,2010,497.7
Retail trade,2011,493.4
Retail trade,2012,483.9
Retail trade,2013,514.1
Retail trade,2014,514.4
Retail trade,2015,519.3
Retail trade,2016,513.5
Retail trade,2017,505.5
Retail trade,2018,523.2
Retail trade,2019,538.9
Retail trade,2020,512.8
Retail trade,2021,505.5
Retail trade,2022,510.2
Retail trade,2023,521.3
,,
Transportation and warehousing,1976,151.5
Transportation and warehousing,1977,135.3
Transportation and warehousing,1978,143.1
Transportation and warehousing,1979,161.3
Transportation and warehousing,1980,167.8
Transportation and warehousing,1981,162.5
Transportation and warehousing,1982,145.2
Transportation and warehousing,1983,140.5
Transportation and warehousing,1984,143.9
Transportation and warehousing,1985,144.9
Transportation and warehousing,1986,143.4
Transportation and warehousing,1987,162.1
Transportation and warehousing,1988,172.7
Transportation and warehousing,1989,163.9
Transportation and warehousing,1990,151.8
Transportation and warehousing,1991,144.8
Transportation and warehousing,1992,141.9
Transportation and warehousing,1993,142.9
Transportation and warehousing,1994,144.6
Transportation and warehousing,1995,146.8
Transportation and warehousing,1996,147
Transportation and warehousing,1997,154.5
Transportation and warehousing,1998,159.9
Transportation and warehousing,1999,160.5
Transportation and warehousing,2000,168.4
Transportation and warehousing,2001,172.3
Transportation and warehousing,2002,156.7
Transportation and warehousing,2003,170.1
Transportation and warehousing,2004,178.5
Transportation and warehousing,2005,164.6
Transportation and warehousing,2006,166.7
Transportation and warehousing,2007,181.5
Transportation and warehousing,2008,188.7
Transportation and warehousing,2009,174.3
Transportation and warehousing,2010,163.7
Transportation and warehousing,2011,171.8
Transportation and warehousing,2012,175.8
Transportation and warehousing,2013,177.9
Transportation and warehousing,2014,185
Transportation and warehousing,2015,198.7
Transportation and warehousing,2016,199.8
Transportation and warehousing,2017,205.7
Transportation and warehousing,2018,209.4
Transportation and warehousing,2019,235.1
Transportation and warehousing,2020,225.5
Transportation and warehousing,2021,221.5
Transportation and warehousing,2022,212.4
Transportation and warehousing,2023,214.5
,,
"Finance, insurance, real estate, rental and leasing",1976,124.1
"Finance, insurance, real estate, rental and leasing",1977,144.2
"Finance, insurance, real estate, rental and leasing",1978,152.3
"Finance, insurance, real estate, rental and leasing",1979,145.4
"Finance, insurance, real estate, rental and leasing",1980,155.5
"Finance, insurance, real estate, rental and leasing",1981,165.5
"Finance, insurance, real estate, rental and leasing",1982,162.8
"Finance, insurance, real estate, rental and leasing",1983,160
"Finance, insurance, real estate, rental and leasing",1984,170.5
"Finance, insurance, real estate, rental and leasing",1985,169.7
"Finance, insurance, real estate, rental and leasing",1986,169.6
"Finance, insurance, real estate, rental and leasing",1987,179.2
"Finance, insurance, real estate, rental and leasing",1988,183.1
"Finance, insurance, real estate, rental and leasing",1989,185.3
"Finance, insurance, real estate, rental and leasing",1990,185.1
"Finance, insurance, real estate, rental and leasing",1991,189.5
"Finance, insurance, real estate, rental and leasing",1992,187.4
"Finance, insurance, real estate, rental and leasing",1993,188.8
"Finance, insurance, real estate, rental and leasing",1994,189.9
"Finance, insurance, real estate, rental and leasing",1995,193.4
"Finance, insurance, real estate, rental and leasing",1996,197
"Finance, insurance, real estate, rental and leasing",1997,194.8
"Finance, insurance, real estate, rental and leasing",1998,178.5
"Finance, insurance, real estate, rental and leasing",1999,175.3
"Finance, insurance, real estate, rental and leasing",2000,180.8
"Finance, insurance, real estate, rental and leasing",2001,182.3
"Finance, insurance, real estate, rental and leasing",2002,191.4
"Finance, insurance, real estate, rental and leasing",2003,185.7
"Finance, insurance, real estate, rental and leasing",2004,199.3
"Finance, insurance, real estate, rental and leasing",2005,203.9
"Finance, insurance, real estate, rental and leasing",2006,211.2
"Finance, insurance, real estate, rental and leasing",2007,222.6
"Finance, insurance, real estate, rental and leasing",2008,229.4
"Finance, insurance, real estate, rental and leasing",2009,227.9
"Finance, insurance, real estate, rental and leasing",2010,228.5
"Finance, insurance, real estate, rental and leasing",2011,233.6
"Finance, insurance, real estate, rental and leasing",2012,229.7
"Finance, insurance, real estate, rental and leasing",2013,226
"Finance, insurance, real estate, rental and leasing",2014,228.3
"Finance, insurance, real estate, rental and leasing",2015,221.2
